id,type,city,state,region,lat,lon,voltage_kv,label,capacity_mva,age_years,base_load_pct,voltage_pu,ambient_temp_c,demand_mw,gen_mw,population_served
IN-C01517-SS,substation,Koāth,Bihar,ER,25.32643,84.25983,132,IN-C01517-SS,25,29,37.9,0.982,36.9,11.33,0.0,18890
IN-C01518-SS,substation,Thākurganj,Bihar,ER,26.42742,88.13112,132,IN-C01518-SS,25,26,35.6,0.979,36.9,11.01,0.0,18348
IN-C01519-SS,substation,Ghogardīha,Bihar,ER,26.27986,86.47001,132,IN-C01519-SS,25,24,35.3,0.998,35.7,10.95,0.0,18257
IN-C01520-SS,substation,Shāhpur,Bihar,ER,25.60293,84.40412,132,IN-C01520-SS,25,30,36.7,1.029,34.4,10.66,0.0,17767
IN-C01521-SS,substation,Madhuban,Bihar,ER,26.43864,85.13573,132,IN-C01521-SS,25,32,64.0,0.974,34.3,10.51,0.0,17510
IN-C01522-SS,substation,Nohsa,Bihar,ER,25.56528,85.05599,132,IN-C01522-SS,25,20,35.9,0.974,35.6,10.01,0.0,16680
IN-C01523-SS,substation,Dumra,Bihar,ER,26.56708,85.5204,132,IN-C01523-SS,25,13,32.5,0.966,33.9,9.47,0.0,15778
IN-C01524-SS,substation,Khusropur,Bihar,ER,25.48174,85.38492,132,IN-C01524-SS,25,26,33.6,1.002,37.7,9.44,0.0,15731
IN-C01525-SS,substation,Pupri,Bihar,ER,26.47079,85.70311,132,IN-C01525-SS,25,1,51.7,0.99,32.7,9.08,0.0,15129
IN-C01526-SS,substation,Mohiuddinnagar,Bihar,ER,25.57374,85.66944,132,IN-C01526-SS,25,1,57.5,1.012,33.5,8.96,0.0,14938
IN-C01527-SS,substation,Obra,Bihar,ER,24.89103,84.37423,132,IN-C01527-SS,25,16,57.7,0.981,39.3,8.87,0.0,14786
IN-C01528-SS,substation,Rajopatti urf Kota Bazar,Bihar,ER,26.58406,85.50506,132,IN-C01528-SS,25,1,58.5,0.961,37.2,8.78,0.0,14631
IN-C01529-SS,substation,Bariārpur,Bihar,ER,25.28791,86.57643,132,IN-C01529-SS,25,35,56.5,0.987,37.7,8.76,0.0,14595
IN-C01530-SS,substation,Damodarpur,Bihar,ER,26.13969,85.35087,132,IN-C01530-SS,25,13,35.0,1.021,38.2,8.33,0.0,13884
IN-C01531-SS,substation,Tola Rāmpurwā Motalke Kurwa Mathiā,Bihar,ER,26.86587,84.5279,132,IN-C01531-SS,25,11,41.1,0.998,33.7,8.25,0.0,13758
IN-C01532-SS,substation,Sabaur,Bihar,ER,25.2428,87.04465,132,IN-C01532-SS,25,35,54.9,1.01,34.2,7.54,0.0,12575
IN-C01533-SS,substation,Mālhīpur,Bihar,ER,25.40691,86.02344,132,IN-C01533-SS,25,3,33.7,0.984,36.4,7.46,0.0,12439
IN-C01534-SS,substation,Habibpur,Bihar,ER,25.23828,86.94676,132,IN-C01534-SS,25,27,35.1,1.033,33.6,7.24,0.0,12063
IN-C01535-SS,substation,Chākāi,Bihar,ER,24.5493,86.39777,132,IN-C01535-SS,25,28,43.9,0.988,35.6,6.91,0.0,11525
IN-C01536-SS,substation,Sānrha,Bihar,ER,25.79787,84.75045,132,IN-C01536-SS,25,25,54.7,1.017,38.5,6.82,0.0,11362
IN-C01537-SS,substation,Ghāzīpur,Bihar,ER,25.09832,86.66033,132,IN-C01537-SS,25,32,36.1,0.969,34.2,6.78,0.0,11299
IN-C01538-SS,substation,Jānpur,Bihar,ER,25.29578,84.87894,132,IN-C01538-SS,25,19,42.9,1.009,34.2,6.37,0.0,10614
IN-C01539-SS,substation,Shekhpura,Bihar,ER,26.14387,85.39071,132,IN-C01539-SS,25,6,62.2,1.008,33.9,6.12,0.0,10204
IN-C01540-SS,substation,Kāb,Bihar,ER,25.38921,84.78945,132,IN-C01540-SS,25,34,42.1,0.975,35.9,6.08,0.0,10141
IN-C01541-SS,substation,Kargahiā Purab,Bihar,ER,26.78871,84.52983,132,IN-C01541-SS,25,20,52.5,0.983,37.5,6.0,0.0,9995
IN-C01542-SS,substation,Kurthaur,Bihar,ER,25.56205,85.12165,132,IN-C01542-SS,25,18,63.0,1.013,38.9,5.93,0.0,9880
IN-C01543-SS,substation,Laruāra,Bihar,ER,25.45398,86.12121,132,IN-C01543-SS,25,5,58.4,1.029,39.2,5.63,0.0,9376
IN-C01544-SS,substation,Rāmgarh,Bihar,ER,25.28893,83.65355,132,IN-C01544-SS,25,10,41.5,0.991,37.8,5.21,0.0,8690
IN-C01545-SS,substation,Pareo,Bihar,ER,25.55819,84.8017,132,IN-C01545-SS,25,31,59.3,0.969,35.8,5.06,0.0,8435
IN-C01546-SS,substation,Saraiya,Bihar,ER,24.80118,84.0816,132,IN-C01546-SS,25,18,35.2,0.986,34.5,4.96,0.0,8260
IN-C01547-SS,substation,Satghara,Bihar,ER,26.39772,86.16784,132,IN-C01547-SS,25,25,42.7,1.0,35.5,4.84,0.0,8060
IN-C01548-SS,substation,Sarimpur,Bihar,ER,25.58769,83.99333,132,IN-C01548-SS,25,27,51.7,1.011,34.1,4.81,0.0,8020
IN-C01549-SS,substation,Talkhapur Dumra,Bihar,ER,26.5615,85.50737,132,IN-C01549-SS,25,16,43.8,1.004,35.7,4.78,0.0,7970
IN-C01550-SS,substation,Hānspura,Bihar,ER,25.0572,84.54899,132,IN-C01550-SS,25,32,49.2,1.026,35.9,4.76,0.0,7940
IN-C01551-SS,substation,Mathurāpur,Bihar,ER,25.87099,85.78816,132,IN-C01551-SS,25,38,55.7,1.002,37.7,4.58,0.0,7627
IN-C01552-SS,substation,Padri,Bihar,ER,26.16448,85.91243,132,IN-C01552-SS,25,15,55.3,0.979,32.8,4.54,0.0,7566
IN-C01553-SS,substation,Tārāpur,Bihar,ER,25.09067,86.66197,132,IN-C01553-SS,25,2,43.0,0.998,34.4,4.47,0.0,7450
IN-C01554-SS,substation,Saidpura,Bihar,ER,25.5768,85.04536,132,IN-C01554-SS,25,8,32.1,0.988,38.3,4.44,0.0,7392
IN-C01555-SS,substation,Nurpur,Bihar,ER,25.42405,86.04353,132,IN-C01555-SS,25,9,40.6,0.972,38.5,4.32,0.0,7202
IN-C01556-SS,substation,Hathwa,Bihar,ER,26.35535,84.29759,132,IN-C01556-SS,25,27,38.7,1.026,33.0,4.29,0.0,7156
IN-C01557-SS,substation,Hāt Saraiyā,Bihar,ER,26.7946,84.48534,132,IN-C01557-SS,25,9,34.2,1.016,33.1,4.12,0.0,6863
IN-C01558-SS,substation,Majhauli Khetal,Bihar,ER,26.11016,85.36642,132,IN-C01558-SS,25,2,55.1,0.994,33.2,4.09,0.0,6820
IN-C01559-SS,substation,Anwāri,Bihar,ER,25.15324,83.62295,132,IN-C01559-SS,25,7,53.9,0.966,38.6,4.02,0.0,6702
IN-C01560-SS,substation,Ekangar Sarai,Bihar,ER,25.2234,85.22978,132,IN-C01560-SS,25,11,31.1,0.989,34.0,4.0,0.0,6672
IN-C01561-SS,substation,Bhuindhara,Bihar,ER,25.85248,85.76055,132,IN-C01561-SS,25,5,30.4,1.026,35.5,3.97,0.0,6614
IN-C01562-SS,substation,Chanāri,Bihar,ER,24.9156,83.79684,132,IN-C01562-SS,25,12,46.9,0.971,36.9,3.94,0.0,6569
IN-C01563-SS,substation,Tola Mansārāut,Bihar,ER,26.80129,84.53909,132,IN-C01563-SS,25,20,46.9,1.018,34.9,3.87,0.0,6451
IN-C01564-SS,substation,Raghunāthpur,Bihar,ER,25.64492,87.91762,132,IN-C01564-SS,25,1,40.3,0.972,38.5,3.81,0.0,6355
IN-C01565-SS,substation,Asarganj,Bihar,ER,25.15046,86.68639,132,IN-C01565-SS,25,3,51.8,0.974,34.5,3.8,0.0,6327
IN-C01566-SS,substation,Dumari urf Damodarpur Shahjahan,Bihar,ER,26.10482,85.35775,132,IN-C01566-SS,25,26,60.0,1.014,38.1,3.78,0.0,6301
IN-C01567-SS,substation,Arak,Bihar,ER,25.61159,84.22165,132,IN-C01567-SS,25,36,55.6,0.981,36.6,3.69,0.0,6147
IN-C01568-SS,substation,Tār,Bihar,ER,25.3959,84.34328,132,IN-C01568-SS,25,20,55.5,0.994,34.3,3.67,0.0,6123
IN-C01569-SS,substation,Tola Chain,Bihar,ER,24.74082,86.40653,132,IN-C01569-SS,25,6,48.8,1.038,34.6,3.64,0.0,6072
IN-C01570-SS,substation,Lāu,Bihar,ER,24.94642,84.87562,132,IN-C01570-SS,25,14,44.4,0.964,36.0,3.56,0.0,5933
IN-C01571-SS,substation,Tola Pairamatihana,Bihar,ER,24.67593,86.34738,132,IN-C01571-SS,25,36,51.8,0.966,38.0,3.51,0.0,5858
IN-C01572-SS,substation,Mohanpur,Bihar,ER,26.6053,85.51795,132,IN-C01572-SS,25,31,41.3,1.011,37.4,3.49,0.0,5815
IN-C01573-SS,substation,Tola Baliadih,Bihar,ER,24.73716,86.43344,132,IN-C01573-SS,25,11,32.0,0.99,36.4,3.24,0.0,5400
IN-C01574-SS,substation,Mansur Chak,Bihar,ER,25.62314,85.92076,132,IN-C01574-SS,25,18,33.9,0.966,36.8,3.22,0.0,5359
IN-C01575-SS,substation,Bhāgīrathpur,Bihar,ER,25.89369,85.77625,132,IN-C01575-SS,25,22,31.0,0.983,36.3,3.19,0.0,5323
IN-C01576-SS,substation,Bhardua,Bihar,ER,24.92002,83.79478,132,IN-C01576-SS,25,5,37.6,0.961,39.1,3.19,0.0,5317
IN-C01577-SS,substation,Singhesar Asthan,Bihar,ER,25.98245,86.7945,132,IN-C01577-SS,25,13,49.9,1.011,33.1,3.18,0.0,5298
IN-C01578-SS,substation,Dharampur,Bihar,ER,25.87547,85.76857,132,IN-C01578-SS,25,18,33.1,1.006,33.3,3.17,0.0,5291
IN-C01579-SS,substation,Bāra,Bihar,ER,24.80579,84.78991,132,IN-C01579-SS,25,31,31.6,0.985,39.4,3.11,0.0,5185
IN-C01580-SS,substation,Paria,Bihar,ER,25.28117,86.58062,132,IN-C01580-SS,25,1,65.3,1.02,39.2,2.95,0.0,4922
IN-C01581-SS,substation,Yehiapur,Bihar,ER,26.14895,85.39637,132,IN-C01581-SS,25,33,37.0,1.02,37.2,2.95,0.0,4919
IN-C01582-SS,substation,Dariāpur,Bihar,ER,25.3852,85.96403,132,IN-C01582-SS,25,9,55.3,0.968,35.8,2.91,0.0,4851
IN-C01583-SS,substation,Telkap,Bihar,ER,24.70477,84.00931,132,IN-C01583-SS,25,33,33.6,1.025,34.7,2.7,0.0,4504
IN-C01584-SS,substation,Bānsdih,Bihar,ER,25.97881,85.92461,132,IN-C01584-SS,25,38,58.7,0.998,38.2,2.68,0.0,4464
IN-C01585-SS,substation,Bahadurpur,Bihar,ER,26.11519,85.90236,132,IN-C01585-SS,25,3,40.4,0.972,35.6,2.64,0.0,4406
IN-C01586-SS,substation,Shahjangi,Bihar,ER,25.23142,86.95432,132,IN-C01586-SS,25,6,64.3,0.979,34.8,2.32,0.0,3866
IN-C01587-SS,substation,Eār,Bihar,ER,25.42658,84.33712,132,IN-C01587-SS,25,10,57.7,0.973,39.1,2.29,0.0,3821
IN-C01588-SS,substation,Ghoga,Bihar,ER,25.21738,87.1571,132,IN-C01588-SS,25,34,65.7,1.009,36.6,2.26,0.0,3766
IN-C01589-SS,substation,Pataliputra Housing Colony,Bihar,ER,25.62679,85.10711,132,IN-C01589-SS,25,22,46.1,0.97,35.0,2.12,0.0,3531
IN-C01590-SS,substation,Bhagirathpur,Bihar,ER,26.2695,86.06346,132,IN-C01590-SS,25,28,31.4,1.017,36.8,2.1,0.0,3500
IN-C01591-SS,substation,Men,Bihar,ER,25.02951,84.89186,132,IN-C01591-SS,25,16,37.5,1.009,34.1,1.9,0.0,3174
IN-C01592-SS,substation,Kurwa,Bihar,ER,25.39724,85.34737,132,IN-C01592-SS,25,10,50.4,1.04,34.0,1.3,0.0,2163
IN-C01593-SS,substation,Bād,Bihar,ER,25.11301,84.29298,132,IN-C01593-SS,25,1,35.1,1.03,36.8,1.19,0.0,1979
IN-C01594-SS,substation,Pahārpur,Bihar,ER,24.75898,84.96812,132,IN-C01594-SS,25,6,48.0,0.996,34.8,1.14,0.0,1894
IN-C01595-SS,substation,Baisi,Bihar,ER,25.86302,87.74487,132,IN-C01595-SS,25,19,35.8,0.982,35.2,0.79,0.0,1319
IN-C01596-SS,substation,Unwa Birit,Bihar,ER,26.78506,84.81501,132,IN-C01596-SS,25,6,32.6,1.017,35.0,0.45,0.0,754
IN-C01597-SS,substation,Abatana,Bihar,ER,25.61803,84.4587,132,IN-C01597-SS,25,31,65.2,1.021,35.9,0.3,0.0,500
IN-C01598-SS,substation,Abbu Chak,Bihar,ER,25.82857,85.4371,132,IN-C01598-SS,25,9,63.8,1.038,36.0,0.3,0.0,500
IN-C01599-SS,substation,Abda Chak,Bihar,ER,25.09962,87.00193,132,IN-C01599-SS,25,24,60.9,0.992,38.7,0.3,0.0,500
IN-C01600-SS,substation,Abdal Chak,Bihar,ER,25.17435,85.07323,132,IN-C01600-SS,25,9,45.9,1.001,37.3,0.3,0.0,500
IN-C01601-SS,substation,Abdalpur,Bihar,ER,25.51366,85.27374,132,IN-C01601-SS,25,21,43.5,1.015,36.3,0.3,0.0,500
IN-C01602-SS,substation,Abdhāra,Bihar,ER,25.37534,85.16063,132,IN-C01602-SS,25,17,61.6,1.039,33.6,0.3,0.0,500
IN-C01603-SS,substation,Abdul,Bihar,ER,24.65233,85.30515,132,IN-C01603-SS,25,4,56.7,0.98,38.8,0.3,0.0,500
IN-C01604-SS,substation,Abdul Bigha,Bihar,ER,24.98075,84.90621,132,IN-C01604-SS,25,1,35.6,0.968,35.9,0.3,0.0,500
IN-C01605-SS,substation,Abdulhai Chak,Bihar,ER,25.31499,85.60108,132,IN-C01605-SS,25,37,44.4,0.966,35.8,0.3,0.0,500
IN-C01606-SS,substation,Abdullah Chak,Bihar,ER,25.46235,85.2244,132,IN-C01606-SS,25,30,54.1,0.988,36.1,0.3,0.0,500
IN-C01607-SS,substation,Abdullahnagar,Bihar,ER,25.76828,87.55569,132,IN-C01607-SS,25,35,62.4,0.997,33.6,0.3,0.0,500
IN-C01608-SS,substation,Abdullahpur,Bihar,ER,25.44655,85.24965,132,IN-C01608-SS,25,7,63.0,1.034,37.9,0.3,0.0,500
IN-C01609-SS,substation,Abdulpur,Bihar,ER,24.92412,84.47048,132,IN-C01609-SS,25,13,44.5,0.965,35.7,0.3,0.0,500
IN-C01610-SS,substation,Abdultolā,Bihar,ER,24.94471,85.43409,132,IN-C01610-SS,25,32,37.7,1.019,34.4,0.3,0.0,500
IN-C01611-SS,substation,Abdālpur,Bihar,ER,24.94317,85.6349,132,IN-C01611-SS,25,30,31.4,0.972,36.5,0.3,0.0,500
IN-C01612-SS,substation,Abgil,Bihar,ER,25.16473,85.87226,132,IN-C01612-SS,25,14,41.5,0.963,37.1,0.3,0.0,500
IN-C01613-SS,substation,Abgil Chak,Bihar,ER,25.27362,86.26527,132,IN-C01613-SS,25,25,32.2,1.025,38.2,0.3,0.0,500
IN-C01614-SS,substation,Abgil Husaina,Bihar,ER,25.27681,86.27095,132,IN-C01614-SS,25,31,37.7,0.977,33.6,0.3,0.0,500
IN-C01615-SS,substation,Abgila,Bihar,ER,25.11709,84.60083,132,IN-C01615-SS,25,28,39.7,1.011,34.1,0.3,0.0,500
IN-C01616-SS,substation,Abgilla,Bihar,ER,25.24739,84.61935,132,IN-C01616-SS,25,5,39.9,0.967,38.7,0.3,0.0,500
IN-C01617-SS,substation,Abhaipur,Bihar,ER,24.845,85.31789,132,IN-C01617-SS,25,29,61.4,1.002,37.8,0.3,0.0,500
IN-C01618-SS,substation,Abhia,Bihar,ER,25.34988,87.14273,132,IN-C01618-SS,25,17,36.6,0.964,38.8,0.3,0.0,500
IN-C01619-SS,substation,Abhimanwān,Bihar,ER,26.07398,84.25144,132,IN-C01619-SS,25,28,42.3,1.02,33.9,0.3,0.0,500
IN-C01620-SS,substation,Abhua,Bihar,ER,25.92334,85.1794,132,IN-C01620-SS,25,23,63.9,0.999,36.2,0.3,0.0,500
IN-C01621-SS,substation,Abhuar,Bihar,ER,25.56789,86.22434,132,IN-C01621-SS,25,11,64.8,0.995,38.7,0.3,0.0,500
IN-C01622-SS,substation,Abhui,Bihar,ER,26.08124,84.48762,132,IN-C01622-SS,25,37,44.0,0.961,37.6,0.3,0.0,500
IN-C01623-SS,substation,Abhulāltola,Bihar,ER,25.65714,84.60646,132,IN-C01623-SS,25,13,32.8,1.013,36.9,0.3,0.0,500
IN-C01624-SS,substation,Abhwar,Bihar,ER,26.17404,86.63238,132,IN-C01624-SS,25,21,53.9,1.026,37.2,0.3,0.0,500
IN-C01625-SS,substation,Abhwār,Bihar,ER,26.21427,86.69534,132,IN-C01625-SS,25,21,30.5,1.032,38.4,0.3,0.0,500
IN-C01626-SS,substation,Abhāi Dīh,Bihar,ER,25.29926,83.64272,132,IN-C01626-SS,25,32,61.1,0.969,39.3,0.3,0.0,500
IN-C01627-SS,substation,Abjala,Bihar,ER,25.91575,86.20559,132,IN-C01627-SS,25,27,39.5,1.018,38.9,0.3,0.0,500
IN-C01628-SS,substation,Abriā,Bihar,ER,26.79408,84.5937,132,IN-C01628-SS,25,9,52.8,1.011,35.7,0.3,0.0,500
IN-C01629-SS,substation,Abul Hasanpur,Bihar,ER,25.91033,85.19468,132,IN-C01629-SS,25,3,37.9,1.038,35.5,0.3,0.0,500
IN-C01630-SS,substation,Abābakarpur,Bihar,ER,25.84916,85.64069,132,IN-C01630-SS,25,35,57.9,1.008,34.3,0.3,0.0,500
IN-C01631-SS,substation,Abābakarpur Kuāhi,Bihar,ER,25.85616,85.5439,132,IN-C01631-SS,25,14,64.3,1.038,36.5,0.3,0.0,500
IN-C01632-SS,substation,Abādpur,Bihar,ER,25.52453,87.99925,132,IN-C01632-SS,25,1,43.3,0.989,35.1,0.3,0.0,500
IN-C01633-SS,substation,Abādpur Milik,Bihar,ER,25.51492,87.99388,132,IN-C01633-SS,25,20,48.1,1.029,37.5,0.3,0.0,500
IN-C01634-SS,substation,Abālugāchh,Bihar,ER,26.2808,87.86044,132,IN-C01634-SS,25,30,44.9,0.988,37.7,0.3,0.0,500
IN-C01635-SS,substation,Abūpur,Bihar,ER,25.51751,86.17632,132,IN-C01635-SS,25,28,48.8,1.021,34.0,0.3,0.0,500
IN-C01636-SS,substation,Achalpur,Bihar,ER,25.80749,84.98107,132,IN-C01636-SS,25,12,46.5,0.99,36.4,0.3,0.0,500
IN-C01637-SS,substation,Achambho,Bihar,ER,24.97366,86.02443,132,IN-C01637-SS,25,11,49.5,0.991,38.7,0.3,0.0,500
IN-C01638-SS,substation,Acharajlāltola,Bihar,ER,25.66446,84.55976,132,IN-C01638-SS,25,28,52.8,1.016,38.8,0.3,0.0,500
IN-C01639-SS,substation,Acharwa,Bihar,ER,26.60834,85.75251,132,IN-C01639-SS,25,7,65.8,1.024,33.1,0.3,0.0,500
IN-C01640-SS,substation,Acharājdih,Bihar,ER,24.94897,86.02238,132,IN-C01640-SS,25,2,52.2,0.993,36.7,0.3,0.0,500
IN-C01641-SS,substation,Ache Chak,Bihar,ER,25.42781,86.43013,132,IN-C01641-SS,25,35,33.6,0.996,36.8,0.3,0.0,500
IN-C01642-SS,substation,Achhmatia,Bihar,ER,26.21146,86.45892,132,IN-C01642-SS,25,3,54.0,1.028,34.0,0.3,0.0,500
IN-C01643-SS,substation,Achhua,Bihar,ER,25.34771,84.81534,132,IN-C01643-SS,25,30,49.9,0.969,38.5,0.3,0.0,500
IN-C01644-SS,substation,Achhwān,Bihar,ER,24.5407,84.86448,132,IN-C01644-SS,25,8,42.6,1.024,36.7,0.3,0.0,500
IN-C01645-SS,substation,Achi Chak,Bihar,ER,25.5232,85.12552,132,IN-C01645-SS,25,26,30.3,0.99,34.6,0.3,0.0,500
IN-C01646-SS,substation,Achitpur,Bihar,ER,26.04258,84.79571,132,IN-C01646-SS,25,19,39.6,1.013,34.7,0.3,0.0,500
IN-C01647-SS,substation,Achuki,Bihar,ER,24.88405,84.55514,132,IN-C01647-SS,25,27,54.2,0.96,39.2,0.3,0.0,500
IN-C01648-SS,substation,Achuāra,Bihar,ER,25.4586,85.65725,132,IN-C01648-SS,25,3,30.6,0.972,35.6,0.3,0.0,500
IN-C01649-SS,substation,Achāri,Bihar,ER,24.94613,86.16157,132,IN-C01649-SS,25,34,59.5,1.008,35.7,0.3,0.0,500
IN-C01650-SS,substation,Adakhi Chak,Bihar,ER,24.67073,85.16745,132,IN-C01650-SS,25,37,65.7,0.979,39.7,0.3,0.0,500
IN-C01651-SS,substation,Adal,Bihar,ER,25.24545,84.87683,132,IN-C01651-SS,25,13,52.2,0.991,33.8,0.3,0.0,500
IN-C01652-SS,substation,Adal Chak,Bihar,ER,25.63349,84.8664,132,IN-C01652-SS,25,37,45.4,1.035,35.5,0.3,0.0,500
IN-C01653-SS,substation,Adalbāri,Bihar,ER,25.70471,85.20946,132,IN-C01653-SS,25,12,44.5,0.985,34.1,0.3,0.0,500
IN-C01654-SS,substation,Adalpur,Bihar,ER,24.79827,84.63182,132,IN-C01654-SS,25,15,33.6,1.024,36.8,0.3,0.0,500
IN-C01655-SS,substation,Adampur,Bihar,ER,25.35594,84.93327,132,IN-C01655-SS,25,37,58.2,1.027,37.2,0.3,0.0,500
IN-C01656-SS,substation,Adarkhi Chak,Bihar,ER,24.62872,85.15736,132,IN-C01656-SS,25,17,60.1,0.973,35.8,0.3,0.0,500
IN-C01657-SS,substation,Adarki Bigha,Bihar,ER,24.8165,85.65024,132,IN-C01657-SS,25,6,33.4,0.995,37.5,0.3,0.0,500
IN-C01658-SS,substation,Adaīn,Bihar,ER,25.14087,84.02173,132,IN-C01658-SS,25,38,35.5,1.009,36.8,0.3,0.0,500
IN-C01659-SS,substation,Adbaria,Bihar,ER,25.04783,86.40909,132,IN-C01659-SS,25,6,50.6,0.962,38.0,0.3,0.0,500
IN-C01660-SS,substation,Addopur,Bihar,ER,24.86005,84.70187,132,IN-C01660-SS,25,30,52.8,1.022,34.8,0.3,0.0,500
IN-C01661-SS,substation,Adeya,Bihar,ER,24.66909,85.30373,132,IN-C01661-SS,25,15,40.7,1.003,35.3,0.3,0.0,500
IN-C01662-SS,substation,Adgāwān,Bihar,ER,24.78177,85.29874,132,IN-C01662-SS,25,25,57.7,1.013,35.4,0.3,0.0,500
IN-C01663-SS,substation,Adhar,Bihar,ER,24.69842,85.10477,132,IN-C01663-SS,25,10,52.6,1.011,37.3,0.3,0.0,500
IN-C01664-SS,substation,Adharpa,Bihar,ER,25.57555,84.27401,132,IN-C01664-SS,25,7,34.0,1.034,34.0,0.3,0.0,500
IN-C01665-SS,substation,Adhaura,Bihar,ER,24.69743,83.6096,132,IN-C01665-SS,25,10,40.2,1.032,34.4,0.3,0.0,500
IN-C01666-SS,substation,Adhinpur,Bihar,ER,25.84632,85.19938,132,IN-C01666-SS,25,32,60.4,1.033,34.3,0.3,0.0,500
IN-C01667-SS,substation,Adhiān Khāp,Bihar,ER,24.58589,84.2546,132,IN-C01667-SS,25,7,47.7,0.962,34.3,0.3,0.0,500
IN-C01668-SS,substation,Adhkhaili,Bihar,ER,25.75763,87.67769,132,IN-C01668-SS,25,5,37.6,0.994,38.4,0.3,0.0,500
IN-C01669-SS,substation,Adhloām,Bihar,ER,26.11884,86.17213,132,IN-C01669-SS,25,29,59.1,0.974,32.9,0.3,0.0,500
IN-C01670-SS,substation,Adhlār,Bihar,ER,25.89283,86.31101,132,IN-C01670-SS,25,12,53.7,1.01,38.1,0.3,0.0,500
IN-C01671-SS,substation,Adhmauli,Bihar,ER,26.62171,84.19241,132,IN-C01671-SS,25,8,65.1,1.039,35.3,0.3,0.0,500
IN-C01672-SS,substation,Adhpa,Bihar,ER,25.51311,85.04641,132,IN-C01672-SS,25,35,30.2,1.002,34.8,0.3,0.0,500
IN-C01673-SS,substation,Adhra Chak,Bihar,ER,25.11189,84.64143,132,IN-C01673-SS,25,8,36.9,0.962,33.7,0.3,0.0,500
IN-C01674-SS,substation,Adhupur,Bihar,ER,25.82849,84.89793,132,IN-C01674-SS,25,33,57.4,0.977,35.2,0.3,0.0,500
IN-C01675-SS,substation,Adhwania,Bihar,ER,25.19294,83.68815,132,IN-C01675-SS,25,14,31.1,0.971,34.0,0.3,0.0,500
IN-C01676-SS,substation,Adhwār,Bihar,ER,25.20138,83.67637,132,IN-C01676-SS,25,9,39.6,0.999,39.2,0.3,0.0,500
IN-C01677-SS,substation,Adhāng,Bihar,ER,25.96886,87.62628,132,IN-C01677-SS,25,23,55.5,1.012,35.8,0.3,0.0,500
IN-C01678-SS,substation,Adhār,Bihar,ER,24.91638,84.46992,132,IN-C01678-SS,25,32,45.7,1.036,39.2,0.3,0.0,500
IN-C01679-SS,substation,Adhārpur,Bihar,ER,26.25581,84.67277,132,IN-C01679-SS,25,17,36.2,1.015,38.0,0.3,0.0,500
IN-C01680-SS,substation,Adilāpur,Bihar,ER,25.2078,83.89149,132,IN-C01680-SS,25,18,64.6,0.968,38.3,0.3,0.0,500
IN-C01681-SS,substation,Adiā,Bihar,ER,26.53244,84.81301,132,IN-C01681-SS,25,38,41.2,1.024,38.2,0.3,0.0,500
IN-C01682-SS,substation,Adla,Bihar,ER,24.55099,83.74766,132,IN-C01682-SS,25,32,45.6,0.996,37.5,0.3,0.0,500
IN-C01683-SS,substation,Adlālpur,Bihar,ER,25.57704,85.6353,132,IN-C01683-SS,25,18,59.4,1.01,36.9,0.3,0.0,500
IN-C01684-SS,substation,Adma,Bihar,ER,24.86723,84.39299,132,IN-C01684-SS,25,28,37.2,0.988,39.1,0.3,0.0,500
IN-C01685-SS,substation,Adma Rāstipur,Bihar,ER,24.79558,84.23046,132,IN-C01685-SS,25,5,46.2,1.031,39.5,0.3,0.0,500
IN-C01686-SS,substation,Admanpur,Bihar,ER,26.01768,84.23294,132,IN-C01686-SS,25,17,51.1,0.983,37.9,0.3,0.0,500
IN-C01687-SS,substation,Admāpur,Bihar,ER,25.00772,83.93205,132,IN-C01687-SS,25,34,42.7,0.962,34.7,0.3,0.0,500
IN-C01688-SS,substation,Adpa,Bihar,ER,25.46508,84.10871,132,IN-C01688-SS,25,21,45.5,0.975,34.8,0.3,0.0,500
IN-C01689-SS,substation,Adrakhpur,Bihar,ER,25.6197,84.28424,132,IN-C01689-SS,25,14,53.7,0.99,37.9,0.3,0.0,500
IN-C01690-SS,substation,Adrās,Bihar,ER,25.1707,86.67707,132,IN-C01690-SS,25,8,30.3,1.015,37.8,0.3,0.0,500
IN-C01691-SS,substation,Adrī,Bihar,ER,24.66974,84.37343,132,IN-C01691-SS,25,14,46.8,1.024,39.2,0.3,0.0,500
IN-C01692-SS,substation,Adwāra,Bihar,ER,25.99883,85.47482,132,IN-C01692-SS,25,36,32.4,0.983,34.2,0.3,0.0,500
IN-C01693-SS,substation,Adāban,Bihar,ER,25.96699,86.0214,132,IN-C01693-SS,25,14,33.7,0.982,36.6,0.3,0.0,500
IN-C01694-SS,substation,Adāi,Bihar,ER,24.87506,84.76813,132,IN-C01694-SS,25,5,50.7,1.012,37.8,0.3,0.0,500
IN-C01695-SS,substation,Adāni,Bihar,ER,26.54294,84.80508,132,IN-C01695-SS,25,28,41.4,0.986,33.7,0.3,0.0,500
IN-C01696-SS,substation,Adāpur,Bihar,ER,26.94442,84.96085,132,IN-C01696-SS,25,32,48.0,1.039,34.7,0.3,0.0,500
IN-C01697-SS,substation,Aer,Bihar,ER,24.91737,85.25184,132,IN-C01697-SS,25,8,46.3,1.008,37.2,0.3,0.0,500
IN-C01698-SS,substation,Afardih,Bihar,ER,24.99549,85.83843,132,IN-C01698-SS,25,16,50.8,0.983,37.5,0.3,0.0,500
