city_id,city,state,lat,lon,population,feature_code,geonameid
IN-C02258,Ankupā,Bihar,24.59226,84.24706,0,PPL,10835318
IN-C02259,Ankuri,Bihar,25.33196,84.74179,0,PPL,10806040
IN-C02260,Ankuri Bāzār,Bihar,25.02823,85.26542,0,PPL,11029172
IN-C02261,Ankusi,Bihar,26.19808,86.30853,0,PPL,10890190
IN-C02262,Anrāhi,Bihar,25.77616,86.36934,0,PPL,11725508
IN-C02263,Ansar,Bihar,26.02901,84.36581,0,PPL,10771178
IN-C02264,Ansāra,Bihar,24.98707,84.75005,0,PPL,10979707
IN-C02265,Ant Dīh,Bihar,25.36246,83.67741,0,PPL,10508185
IN-C02266,Antaur,Bihar,26.06919,86.16641,0,PPL,10887339
IN-C02267,Anti Chak,Bihar,25.32728,87.28095,0,PPL,11009926
IN-C02268,Antitola,Bihar,24.91649,85.58069,0,PPL,10885710
IN-C02269,Antiya,Bihar,24.70192,84.93449,0,PPL,10981400
IN-C02270,Anuwa,Bihar,25.27661,84.59719,0,PPL,10805878
IN-C02271,Anuwān,Bihar,25.32467,84.31996,0,PPL,10837596
IN-C02272,Anuān,Bihar,25.1452,84.74359,0,PPL,10810473
IN-C02273,Anwarhia,Bihar,25.19068,83.52996,0,PPL,10509511
IN-C02274,Anwarwādohar,Bihar,24.55755,84.86498,0,PPL,10981222
IN-C02275,Anwār Dohar,Bihar,24.5063,84.89303,0,PPL,10981196
IN-C02276,Anwārhi,Bihar,25.34982,84.16042,0,PPL,10835656
IN-C02277,Anwārpur,Bihar,25.79753,85.24412,0,PPL,11010938
IN-C02278,Anāit,Bihar,25.54184,84.65816,0,PPL,10805130
IN-C02279,Anār Chak,Bihar,24.63587,85.11078,0,PPL,10881433
IN-C02280,Anārban,Bihar,24.54996,84.39859,0,PPL,10979971
IN-C02281,Anārkali,Bihar,26.16473,87.82225,0,PPL,10989510
IN-C02282,Anārkol,Bihar,25.45988,87.50488,0,PPL,11463938
IN-C02283,Anārpur Pakariya,Bihar,24.8904,85.39595,0,PPL,10882300
IN-C02284,Anāthpur,Bihar,25.34387,85.37613,0,PPL,11028533
IN-C02285,Anāwal,Bihar,25.8769,84.63819,0,PPL,10791841
IN-C02286,Apahar,Bihar,25.92579,84.9461,0,PPL,10812275
IN-C02287,Aphaur,Bihar,25.88285,84.7595,0,PPL,10812016
IN-C02288,Aphrad,Bihar,26.18073,84.5395,0,PPL,10826564
IN-C02289,Aphrail,Bihar,25.75867,87.8554,0,PPL,11013804
IN-C02290,Arai,Bihar,25.08458,84.49003,0,PPL,10791172
IN-C02291,Arai Khāp,Bihar,24.94609,84.4435,0,PPL,10838339
IN-C02292,Araia,Bihar,25.59008,85.61655,0,PPL,11327206
IN-C02293,Araidih,Bihar,25.28026,84.37355,0,PPL,10837665
IN-C02294,Arail,Bihar,25.12831,83.51676,0,PPL,10509737
IN-C02295,Araila,Bihar,25.40765,84.62687,0,PPL,10805933
IN-C02296,Arakpur,Bihar,26.12919,84.19664,0,PPL,10819183
IN-C02297,Aranda,Bihar,26.08497,84.36008,0,PPL,10771099
IN-C02298,Arandi,Bihar,24.78652,85.31093,0,PPL,10882152
IN-C02299,Arang,Bihar,25.16291,84.07712,0,PPL,1278457
IN-C02300,Arap,Bihar,25.4909,84.8984,0,PPL,10833063
IN-C02301,Arara,Bihar,26.92121,84.92405,0,PPL,10827514
IN-C02302,Ararbāri,Bihar,26.25075,87.53621,0,PPL,10987456
IN-C02303,Araria,Bihar,25.3605,86.69298,0,PPL,11634229
IN-C02304,Arariā,Bihar,27.22822,84.55931,0,PPL,10815419
IN-C02305,Ararua,Bihar,25.12906,83.87731,0,PPL,10511128
IN-C02306,Araunga,Bihar,25.11463,86.67621,0,PPL,10905520
IN-C02307,Araut,Bihar,25.3358,85.51599,0,PPL,11030783
IN-C02308,Arbana Chakla,Bihar,25.72722,87.09837,0,PPL,10990277
IN-C02309,Arbāria,Bihar,24.67087,86.31217,0,PPL,11727937
IN-C02310,Areadih,Bihar,24.82726,85.24974,0,PPL,10882127
IN-C02311,Arghāwa,Bihar,26.52821,86.02584,0,PPL,10843648
IN-C02312,Arhanpura,Bihar,25.03228,85.25467,0,PPL,11029173
IN-C02313,Arhara,Bihar,26.42511,86.28017,0,PPL,10887555
IN-C02314,Arhit,Bihar,25.26254,85.1681,0,PPL,11012255
IN-C02315,Arhwān,Bihar,24.81668,85.26246,0,PPL,10882123
IN-C02316,Arif Chak,Bihar,25.13015,84.86871,0,PPL,10833719
IN-C02317,Arihāna,Bihar,25.5796,87.7711,0,PPL,11014656
IN-C02318,Arila Raghunāthpur,Bihar,25.19088,84.13232,0,PPL,10836576
IN-C02319,Ariyan,Bihar,24.86807,85.45117,0,PPL,10882475
IN-C02320,Ariāpur,Bihar,24.66591,85.3917,0,PPL,10882675
IN-C02321,Ariāri,Bihar,25.04508,85.85705,0,PPL,10842803
IN-C02322,Ariāwn,Bihar,25.90252,84.52558,0,PPL,10791737
IN-C02323,Ariāwān,Bihar,25.52113,84.20672,0,PPL,1278414
IN-C02324,Arjal,Bihar,26.08724,84.41874,0,PPL,10771271
IN-C02325,Arjun Bigha,Bihar,24.96961,84.24771,0,PPL,10834481
IN-C02326,Arjuna,Bihar,24.55765,85.08114,0,PPL,10881187
IN-C02327,Arjuna Bijulia,Bihar,25.9185,86.11629,0,PPL,10892762
IN-C02328,Arjunbhīta,Bihar,26.10019,87.70886,0,PPL,11055879
IN-C02329,Arjunbighā,Bihar,24.61896,84.30736,0,PPL,10979844
IN-C02330,Arjunpur,Bihar,25.60029,84.01678,0,PPL,10832040
IN-C02331,Arjuntoli,Bihar,25.5959,86.08345,0,PPL,10893841
IN-C02332,Arjunāpār,Bihar,25.78756,86.74685,0,PPL,10902769
IN-C02333,Arjānipur,Bihar,26.05625,84.33161,0,PPL,10771131
IN-C02334,Arkota,Bihar,24.83684,87.00527,0,PPL,11015825
IN-C02335,Arkotha,Bihar,24.97828,84.23906,0,PPL,10834480
IN-C02336,Arma,Bihar,25.19659,86.24677,0,PPL,10895221
IN-C02337,Armar,Bihar,25.31287,85.16713,0,PPL,11012332
IN-C02338,Arna,Bihar,25.87844,84.91063,0,PPL,10812159
IN-C02339,Arniya,Bihar,25.71501,85.5448,0,PPL,11326985
IN-C02340,Arnāma,Bihar,25.85704,86.85771,0,PPL,10908828
IN-C02341,Arnāwān Bānk,Bihar,24.80453,86.12945,0,PPL,10910949
IN-C02342,Aropur,Bihar,25.47407,84.96414,0,PPL,10833094
IN-C02343,Arpa,Bihar,25.25843,85.30926,0,PPL,11028423
IN-C02344,Arpeti,Bihar,24.84262,86.25217,0,PPL,11727772
IN-C02345,Arraha Madārganj,Bihar,26.19993,87.3128,0,PPL,10986334
IN-C02346,Arri,Bihar,24.98062,84.46258,0,PPL,10838326
IN-C02347,Arria,Bihar,26.30272,86.35361,0,PPL,10887670
IN-C02348,Arrāha,Bihar,26.60375,86.19258,0,PPL,10843741
IN-C02349,Arrāhi,Bihar,25.79656,86.17301,0,PPL,10892949
IN-C02350,Arsanda,Bihar,25.07146,87.07478,0,PPL,10994821
IN-C02351,Arsandi,Bihar,25.379,86.95724,0,PPL,10910049
IN-C02352,Arsaniya,Bihar,24.91196,85.81376,0,PPL,11723789
IN-C02353,Arsendi,Bihar,25.53947,87.02507,0,PPL,10990186
IN-C02354,Arsi,Bihar,25.66883,86.75147,0,PPL,10909530
IN-C02355,Arsi Kalān,Bihar,24.67122,84.75025,0,PPL,10981006
IN-C02356,Arsi Khurd,Bihar,24.66715,84.75698,0,PPL,10981005
IN-C02357,Arsār,Bihar,24.94946,86.14956,0,PPL,10910988
IN-C02358,Arthauli,Bihar,25.95387,85.10505,0,PPL,11010705
IN-C02359,Arthu,Bihar,25.33074,84.14924,0,PPL,10835630
IN-C02360,Arthua,Bihar,24.74748,84.68545,0,PPL,10840855
IN-C02361,Artia,Bihar,26.14573,87.61481,0,PPL,11055746
IN-C02362,Artāha,Bihar,26.01867,87.72012,0,PPL,11055935
IN-C02363,Artī,Bihar,24.64653,84.26206,0,PPL,10979790
IN-C02364,Aruhi,Bihar,25.02664,84.022,0,PPL,10836424
IN-C02365,Aruhwa,Bihar,26.85639,84.58862,0,PPL,10821777
IN-C02366,Aruān,Bihar,26.0908,84.65813,0,PPL,10826736
IN-C02367,Aruāra,Bihar,25.03883,85.86454,0,PPL,10842787
IN-C02368,Arwa,Bihar,25.90223,84.74047,0,PPL,10791974
IN-C02369,Arzanagar,Bihar,26.85781,84.85455,0,PPL,10827454
IN-C02370,Arādih,Bihar,24.8324,84.96774,0,PPL,10980844
IN-C02371,Arāi,Bihar,24.93333,85.31667,0,PPL,1278479
IN-C02372,Arājpur,Bihar,25.51968,87.08082,0,PPL,10990194
IN-C02373,Arān,Bihar,25.92898,86.61456,0,PPL,10902773
IN-C02374,Arār,Bihar,25.12131,87.25727,0,PPL,10995742
IN-C02375,Arāri,Bihar,24.95992,83.64665,0,PPL,10517138
IN-C02376,Arāwān,Bihar,25.20001,85.37489,0,PPL,11029327
IN-C02377,Arāzi Bisāl,Bihar,25.22406,87.43955,0,PPL,10996109
IN-C02378,Arāzi Inglish,Bihar,26.59946,84.71291,0,PPL,10822459
IN-C02379,Arāzi Khālsa,Bihar,25.49693,87.1113,0,PPL,10990633
IN-C02380,Arāzi Krishnarpan,Bihar,25.03035,83.321,0,PPL,10505662
IN-C02381,Arāzi Majhiāwān,Bihar,25.15961,86.20825,0,PPL,10895167
IN-C02382,Arāzi Nānkār,Bihar,26.87919,84.3488,0,PPL,10819995
IN-C02383,Arāzi Shāhbāzpur,Bihar,25.77384,85.2003,0,PPL,11010917
IN-C02384,Arāzi Tikuliyā,Bihar,26.63136,84.63381,0,PPL,10822343
IN-C02385,As Khāp,Bihar,24.92846,84.31292,0,PPL,10837967
IN-C02386,Asa Bigha,Bihar,24.81432,84.53045,0,PPL,10840168
IN-C02387,Asadpur Maibhara,Bihar,25.91842,85.37588,0,PPL,11020785
IN-C02388,Asadpur Saidpur,Bihar,25.88108,85.30201,0,PPL,11021009
IN-C02389,Asahana,Bihar,24.76983,86.24678,0,PPL,10911178
IN-C02390,Asahni,Bihar,26.00795,84.47994,0,PPL,10771233
IN-C02391,Asanboni,Bihar,24.46108,86.46902,0,PPL,11728483
IN-C02392,Asanda,Bihar,24.81665,83.46778,0,PPL,10515976
IN-C02393,Asanwa,Bihar,24.47211,84.54617,0,PPL,10841153
IN-C02394,Asarhua,Bihar,24.69596,86.30044,0,PPL,11727926
IN-C02395,Asarkho,Bihar,24.65411,86.17619,0,PPL,11726036
IN-C02396,Asaura,Bihar,25.26878,83.72379,0,PPL,10508378
IN-C02397,Asdharpur,Bihar,25.74132,85.20487,0,PPL,11011638
IN-C02398,Asdābād,Bihar,25.37735,85.82882,0,PPL,10842105
IN-C02399,Ashai,Bihar,26.01759,86.46115,0,PPL,10890805
IN-C02400,Ashoga,Bihar,25.17508,83.52375,0,PPL,10509700
IN-C02401,Ashpura,Bihar,25.4401,84.86639,0,PPL,10833038
IN-C02402,Ashraf Chak,Bihar,25.74166,86.59357,0,PPL,10903337
IN-C02403,Ashrafganj,Bihar,25.35666,85.05987,0,PPL,11012080
IN-C02404,Ashrafia,Bihar,25.37419,86.29969,0,PPL,10898454
IN-C02405,Ashrafnagar,Bihar,25.88738,87.34006,0,PPL,10995279
IN-C02406,Ashrafpur,Bihar,24.76203,85.50963,0,PPL,10885737
IN-C02407,Ashrafpur Supaul,Bihar,25.65291,85.55818,0,PPL,11326948
IN-C02408,Ashāi Dīh,Bihar,25.30855,83.63615,0,PPL,10508161
IN-C02409,Asi,Bihar,25.06811,87.09113,0,PPL,10994923
IN-C02410,Asia,Bihar,25.2195,84.14541,0,PPL,10944200
IN-C02411,Asiani,Bihar,25.98571,87.60234,0,PPL,10996458
IN-C02412,Asiāni,Bihar,25.70458,87.74013,0,PPL,11013195
IN-C02413,Asiās,Bihar,24.96631,84.66325,0,PPL,10840350
IN-C02414,Asiāwān,Bihar,25.14499,85.02433,0,PPL,11017134
IN-C02415,Asja,Bihar,25.87146,87.64162,0,PPL,10996537
IN-C02416,Askaranpur,Bihar,25.81186,85.33505,0,PPL,11020629
IN-C02417,Askatia,Bihar,25.65073,87.08578,0,PPL,10990244
IN-C02418,Aslan,Bihar,25.41771,84.59998,0,PPL,10805919
IN-C02419,Aslempur,Bihar,25.10456,84.51201,0,PPL,10810026
IN-C02420,Asma,Bihar,26.05846,86.35676,0,PPL,10890392
IN-C02421,Asna,Bihar,25.33075,83.50638,0,PPL,1278269
IN-C02422,Asnaha,Bihar,24.56161,86.47289,0,PPL,11728146
IN-C02423,Asnauli,Bihar,24.74598,85.19796,0,PPL,10881330
IN-C02424,Asni,Bihar,25.5313,84.59302,0,PPL,10804904
IN-C02425,Asnāha,Bihar,25.07536,87.15091,0,PPL,10994933
IN-C02426,Asodhan,Bihar,25.4768,84.54543,0,PPL,10805174
IN-C02427,Asodhar,Bihar,25.45048,84.45913,0,PPL,10837819
IN-C02428,Asogwa,Bihar,27.10667,84.59879,0,PPL,10815573
IN-C02429,Asoi,Bihar,25.82472,85.33013,0,PPL,11020628
IN-C02430,Asoia,Bihar,25.92328,84.83291,0,PPL,10812179
IN-C02431,Asota,Bihar,24.95173,86.41223,0,PPL,11727507
IN-C02432,Asranda,Bihar,25.98945,87.65968,0,PPL,10996470
IN-C02433,Asraulia,Bihar,25.09311,83.77852,0,PPL,10511208
IN-C02434,Asrārhi,Bihar,25.10462,83.65601,0,PPL,10509857
IN-C02435,Asta,Bihar,25.27842,85.4108,0,PPL,11028470
IN-C02436,Asthāna,Bihar,25.15721,85.69925,0,PPL,10879251
IN-C02437,Asthānwān,Bihar,25.22146,85.62619,0,PPL,1278237
IN-C02438,Astupur,Bihar,25.19768,85.33552,0,PPL,11029310
IN-C02439,Asura,Bihar,26.21105,87.72339,0,PPL,11055815
IN-C02440,Asura Kalān Khola,Bihar,26.4248,87.44486,0,PPL,10986882
IN-C02441,Asuri,Bihar,26.33907,87.32148,0,PPL,10986808
IN-C02442,Asurni,Bihar,25.06568,86.28981,0,PPL,10901846
IN-C02443,Asurāh,Bihar,25.26549,83.51917,0,PPL,10508344
IN-C02444,Asurāin,Bihar,24.54124,84.60413,0,PPL,10840708
IN-C02445,Asurār,Bihar,25.64235,86.31363,0,PPL,10897870
IN-C02446,Asurāri,Bihar,27.2242,84.51099,0,PPL,10815401
IN-C02447,Asuta,Bihar,24.68227,86.37949,0,PPL,11728333
IN-C02448,Aswān,Bihar,24.81453,85.59074,0,PPL,10885455
IN-C02449,Aswāri,Bihar,25.80803,85.49336,0,PPL,11020951
IN-C02450,Asādādri,Bihar,25.86819,85.62089,0,PPL,11030482
IN-C02451,Asālatganj,Bihar,25.45619,87.76741,0,PPL,11015252
IN-C02452,Asāon,Bihar,26.08608,84.21363,0,PPL,8439153
IN-C02453,Asāpur,Bihar,24.99934,84.71501,0,PPL,10840364
IN-C02454,Asārhi,Bihar,24.9083,85.46969,0,PPL,10882440
IN-C02455,Asārhitola,Bihar,25.10697,84.62246,0,PPL,10810176
IN-C02456,Asāri,Bihar,25.83829,85.66875,0,PPL,11030633
IN-C02457,Asāwān,Bihar,24.90604,85.7556,0,PPL,11723798
IN-C02458,At,Bihar,25.19467,85.40532,0,PPL,11029337
IN-C02459,Ata Sarai,Bihar,25.14637,85.19426,0,PPL,11017574
IN-C02460,Atara,Bihar,24.80282,83.5172,0,PPL,10517397
IN-C02461,Atari,Bihar,24.93783,85.80761,0,PPL,11723778
IN-C02462,Ataria,Bihar,25.26199,83.50357,0,PPL,10508358
IN-C02463,Atarpura,Bihar,25.35802,85.0995,0,PPL,11012098
IN-C02464,Atarsan,Bihar,26.02054,84.4673,0,PPL,10771231
IN-C02465,Atarsua,Bihar,26.22231,84.38039,0,PPL,10770933
IN-C02466,Atarua,Bihar,25.55033,85.95658,0,PPL,10880831
IN-C02467,Atatola,Bihar,25.46758,84.50966,0,PPL,10805755
IN-C02468,Atbal Bigha,Bihar,25.2733,85.42739,0,PPL,11028838
IN-C02469,Atdila,Bihar,26.01776,84.49638,0,PPL,10771235
IN-C02470,Athan,Bihar,24.60689,83.72395,0,PPL,10566127
IN-C02471,Athania,Bihar,25.33814,87.01422,0,PPL,10990563
IN-C02472,Athania Diāra,Bihar,25.35298,87.46817,0,PPL,11010089
IN-C02473,Athar,Bihar,25.95939,86.15689,0,PPL,10892792
IN-C02474,Athbāhīn,Bihar,24.92507,83.61054,0,PPL,10517295
IN-C02475,Athgāwān,Bihar,25.24437,87.18389,0,PPL,10995032
IN-C02476,Athith,Bihar,26.15636,84.77757,0,PPL,10828682
IN-C02477,Athmalgola,Bihar,25.4575,85.60144,0,PPL,1278209
IN-C02478,Athpa,Bihar,25.2372,84.52292,0,PPL,10810475
IN-C02479,Athpahara,Bihar,25.05708,87.14121,0,PPL,10994928
IN-C02480,Athsaiya,Bihar,25.40017,86.61309,0,PPL,11634170
IN-C02481,Athwalia,Bihar,25.18442,83.84914,0,PPL,10510978
IN-C02482,Athār,Bihar,25.44819,84.17724,0,PPL,10835755
IN-C02483,Athār Dih,Bihar,26.07424,86.05206,0,PPL,10887092
IN-C02484,Athār Got,Bihar,26.08023,86.05002,0,PPL,10887091
IN-C02485,Athāra,Bihar,25.52369,87.73964,0,PPL,11013248
IN-C02486,Atimi,Bihar,25.07675,84.36316,0,PPL,10790999
IN-C02487,Atimiganj,Bihar,25.05998,84.36205,0,PPL,10790997
IN-C02488,Atiya,Bihar,24.63364,84.99912,0,PPL,10881021
IN-C02489,Atiāwān,Bihar,25.20657,85.15059,0,PPL,11017420
IN-C02490,Atlakha,Bihar,25.73296,86.80355,0,PPL,10909247
IN-C02491,Atli Bigha,Bihar,24.68575,84.55277,0,PPL,10840615
IN-C02492,Atmi,Bihar,25.40025,84.18041,0,PPL,10835757
IN-C02493,Atnāwān,Bihar,25.39129,85.7271,0,PPL,11031040
IN-C02494,Atopur,Bihar,24.64444,84.72289,0,PPL,10841056
IN-C02495,Atpa,Bihar,25.17257,84.26547,0,PPL,10790874
IN-C02496,Atrauli,Bihar,24.90951,84.38358,0,PPL,10838201
IN-C02497,Atraulia,Bihar,25.15122,83.71014,0,PPL,10509654
IN-C02498,Atraulībanwārī,Bihar,24.62253,84.35568,0,PPL,10980065
IN-C02499,Atraulīdhān,Bihar,24.62615,84.35363,0,PPL,10980068
IN-C02500,Atrauna,Bihar,25.4873,83.98674,0,PPL,10510543
IN-C02501,Atrāha,Bihar,25.84652,86.2659,0,PPL,11725408
IN-C02502,Atrām Chak,Bihar,25.29828,85.46923,0,PPL,11028812
IN-C02503,Atuatola,Bihar,24.91605,85.55701,0,PPL,10885259
IN-C02504,Atwa,Bihar,26.24044,84.20503,0,PPL,10819289
IN-C02505,Atwal Bigha,Bihar,25.26751,85.36716,0,PPL,11028440
IN-C02506,Atāpur,Bihar,25.75418,86.20872,0,PPL,10892959
IN-C02507,Atāri,Bihar,24.90719,85.75106,0,PPL,11723797
IN-C02508,Atāullahpur,Bihar,25.84894,85.17033,0,PPL,11010957
IN-C02509,Atāulāh,Bihar,25.22355,84.78805,0,PPL,10833325
IN-C02510,Audan Rai Inglis,Bihar,25.65797,84.66433,0,PPL,10804973
IN-C02511,Audhe,Bihar,25.17476,85.78536,0,PPL,10842669
IN-C02512,Audhi,Bihar,26.53336,86.21386,0,PPL,10843777
IN-C02513,Audān Bigha,Bihar,25.03342,85.0787,0,PPL,11017237
IN-C02514,Auhar Majhariyā,Bihar,26.75356,84.58362,0,PPL,10821846
IN-C02515,Auhar Sheikh,Bihar,26.72161,84.59926,0,PPL,10822383
IN-C02516,Auli,Bihar,25.80108,84.69149,0,PPL,10792044
IN-C02517,Nautan,Bihar,26.72028,84.47538,0,PPLA3,12503488
IN-C02518,Chandigarh,Chandigarh,30.73629,76.7884,970602,PPLA,1274746
IN-C02519,Dariya,Chandigarh,30.69864,76.81759,14470,PPL,6989785
IN-C02520,Mauli Jagran,Chandigarh,30.69195,76.82592,10786,PPL,13156935
IN-C02521,Behlana,Chandigarh,30.67813,76.8006,8281,PPL,13156934
IN-C02522,Khuda Alisher,Chandigarh,30.77474,76.81176,6831,PPL,13156933
IN-C02523,Atawa Choa,Chandigarh,30.74247,76.76531,0,PPL,6989775
IN-C02524,Atāwa,Chandigarh,30.72748,76.75107,0,PPL,6989773
IN-C02525,Raipur,Chhattisgarh,21.23333,81.63333,1027264,PPLA,1258980
IN-C02526,Bhilai,Chhattisgarh,21.20919,81.4285,627734,PPL,1275971
IN-C02527,Korba,Chhattisgarh,22.3458,82.69633,419146,PPL,1266122
IN-C02528,Bilāspur,Chhattisgarh,22.08005,82.15543,365579,PPL,1275637
IN-C02529,Durg,Chhattisgarh,21.19147,81.27619,268806,PPL,1272181
IN-C02530,Rāj-Nāndgaon,Chhattisgarh,21.09687,81.0289,163114,PPL,1258831
IN-C02531,Raigarh,Chhattisgarh,21.89764,83.3966,150019,PPL,1259005
IN-C02532,Jagdalpur,Chhattisgarh,19.08136,82.02131,125463,PPL,1269578
IN-C02533,Ambikāpur,Chhattisgarh,23.11892,83.19537,121071,PPLA2,1278827
IN-C02534,Dhamtari,Chhattisgarh,20.70718,81.54874,101677,PPL,1272997
IN-C02535,Bhilai Charoda,Chhattisgarh,21.22305,81.45609,98008,PPL,13156961
IN-C02536,Bhātāpāra,Chhattisgarh,21.735,81.94711,57537,PPL,1276084
IN-C02537,Mahāsamund,Chhattisgarh,21.10743,82.0948,54413,PPL,1264414
IN-C02538,Kawardha,Chhattisgarh,22.00853,81.23148,46657,PPLA2,1267369
IN-C02539,Chāmpa,Chhattisgarh,22.03532,82.64234,45256,PPL,1274837
IN-C02540,Dalli Rājhara,Chhattisgarh,20.58573,81.07501,44363,PPL,1333526
IN-C02541,Nailā,Chhattisgarh,22.02074,82.5666,40561,PPL,10707024
IN-C02542,Kumhāri,Chhattisgarh,21.26667,81.51667,38334,PPL,1265660
IN-C02543,Kānker,Chhattisgarh,20.27193,81.49177,37442,PPL,1268031
IN-C02544,Dongargarh,Chhattisgarh,21.18893,80.75459,37372,PPL,1272396
IN-C02545,Tilda Newra,Chhattisgarh,21.55324,81.80187,36682,PPL,13156960
IN-C02546,Mungeli,Chhattisgarh,22.06566,81.68543,36450,PPLA2,1262484
IN-C02547,Manendragarh,Chhattisgarh,23.21337,82.20232,33071,PPL,11185818
IN-C02548,Jānjgīr,Chhattisgarh,22.00922,82.5778,32833,PPL,1269239
IN-C02549,Pasān,Chhattisgarh,22.84412,82.19823,30928,PPL,1260210
IN-C02550,Kondagaon,Chhattisgarh,19.59083,81.664,30921,PPLA2,1266216
IN-C02551,Nawāpāra,Chhattisgarh,20.97173,81.85884,29315,PPL,1261604
IN-C02552,Umarkot,Chhattisgarh,19.66529,82.20629,28993,PPL,1253860
IN-C02553,Bemetāra,Chhattisgarh,21.71556,81.53423,28536,PPLA2,1276478
IN-C02554,Baikunthpur,Chhattisgarh,23.26206,82.56051,28431,PPL,1277769
IN-C02555,Jashpur Nagar,Chhattisgarh,22.88783,84.13864,28301,PPL,1269177
IN-C02556,Bhelai,Chhattisgarh,22.3093,82.60953,27158,PPL,1276003
IN-C02557,Baloda Bāzār,Chhattisgarh,21.65678,82.16062,26632,PPLA2,1277530
IN-C02558,Jāmul,Chhattisgarh,21.25,81.4,25878,PPL,1269289
IN-C02559,Ratanpur,Chhattisgarh,22.2866,82.16823,24636,PPL,1258362
IN-C02560,Balod,Chhattisgarh,20.73081,81.20578,23648,PPLA2,1277535
IN-C02561,Shivpur Charcha,Chhattisgarh,23.32888,82.52809,23514,PPL,13156959
IN-C02562,Akaltara,Chhattisgarh,22.02463,82.42641,22712,PPL,1279144
IN-C02563,Katghora,Chhattisgarh,22.50247,82.54279,22690,PPL,1267517
IN-C02564,Khairāgarh,Chhattisgarh,21.41859,80.97942,22564,PPL,1267174
IN-C02565,Nārāinpur,Chhattisgarh,19.71794,81.24437,22106,PPL,1261870
IN-C02566,Saktī,Chhattisgarh,22.02662,82.96091,21955,PPL,1257673
IN-C02567,Bacheli,Chhattisgarh,18.68435,81.26861,21435,PPL,10781410
IN-C02568,Ahīwāra,Chhattisgarh,21.35799,81.41794,20384,PPL,10447536
IN-C02569,Surajpur,Chhattisgarh,23.21347,82.86836,20189,PPLA2,1255381
IN-C02570,Saraipali,Chhattisgarh,21.3153,83.00629,20043,PPL,1257259
IN-C02571,Takhatpur,Chhattisgarh,22.12915,81.86959,19968,PPL,1255212
IN-C02572,Jūnāgarh,Chhattisgarh,19.85993,82.93385,19656,PPL,1268772
IN-C02573,Bāgbahra,Chhattisgarh,21.04606,82.3864,19529,PPL,1277918
IN-C02574,Arang,Chhattisgarh,21.19639,81.96912,19091,PPL,1278458
IN-C02575,Kirandul,Chhattisgarh,18.63649,81.25827,19053,PPL,8581647
IN-C02576,Kharsia,Chhattisgarh,21.98953,83.10476,18939,PPL,1266872
IN-C02577,Sirgittī,Chhattisgarh,22.04713,82.14871,18428,PPL,10704820
IN-C02578,Kotā,Chhattisgarh,22.29507,82.02366,18405,PPL,1266051
IN-C02579,Gaurela,Chhattisgarh,22.75449,81.90107,18165,PPL,1271464
IN-C02580,Bodrī,Chhattisgarh,22.02346,82.11357,17481,PPL,10704815
IN-C02581,Khongapani,Chhattisgarh,23.1912,82.16265,17400,PPL,13156958
IN-C02582,Bhānpurī,Chhattisgarh,21.0919,80.93218,17270,PPL,1276151
IN-C02583,Deori,Chhattisgarh,22.09901,82.2664,17265,PPL,10705043
IN-C02584,Pathalgaon,Chhattisgarh,22.55656,83.46355,16613,PPL,1260141
IN-C02585,Kotapārh,Chhattisgarh,19.14256,82.32536,16326,PPL,1266029
IN-C02586,Pandaria,Chhattisgarh,22.22495,81.40994,16165,PPL,1260556
IN-C02587,Bījāpur,Chhattisgarh,18.79387,80.81599,16129,PPL,1275700
IN-C02588,Simga,Chhattisgarh,21.6281,81.70376,16027,PPL,1256245
IN-C02589,Lormi,Chhattisgarh,22.27434,81.70181,15156,PPL,1264757
IN-C02590,Sārangarh,Chhattisgarh,21.58614,83.0785,14954,PPL,1257242
IN-C02591,Dongargaon,Chhattisgarh,20.97172,80.85077,14693,PPL,1272400
IN-C02592,Abhanpur,Chhattisgarh,21.05309,81.74088,14432,PPLA3,1279409
IN-C02593,Dharamjaigarh,Chhattisgarh,22.46376,83.21127,14354,PPL,8985840
IN-C02594,Pendra,Chhattisgarh,22.77548,81.95968,14120,PPL,1259924
IN-C02595,Rājim,Chhattisgarh,20.96351,81.87994,14090,PPL,1258857
IN-C02596,Kasdol,Chhattisgarh,21.6186,82.42489,14071,PPL,1267593
IN-C02597,Kunkuri,Chhattisgarh,22.74199,83.95099,13846,PPL,1265583
IN-C02598,Kurud,Chhattisgarh,20.83073,81.72212,13783,PPL,1265472
IN-C02599,Dantewāra,Chhattisgarh,18.88881,81.35068,13633,PPL,1273525
IN-C02600,Baloda,Chhattisgarh,22.1389,82.48171,13630,PPL,1277533
IN-C02601,Nagri,Chhattisgarh,20.34646,81.95998,13308,PPL,1262167
IN-C02602,Gandai,Chhattisgarh,21.66667,81.10013,13278,PPL,1271734
IN-C02603,Kirodimalnagar,Chhattisgarh,21.92685,83.33229,13102,PPL,13156957
IN-C02604,Sakrī,Chhattisgarh,22.1054,82.08209,12861,PPL,1257681
IN-C02605,Mandir Hasaud,Chhattisgarh,21.22369,81.76764,12807,PPL,13156956
IN-C02606,Mana-Camp,Chhattisgarh,21.19395,81.71702,11953,PPL,13156955
IN-C02607,Rāmānuj Ganj,Chhattisgarh,23.80637,83.69981,11893,PPL,1258731
IN-C02608,Rajgamar,Chhattisgarh,22.38197,82.83298,11544,PPL,8846373
