scenario_id,scenario_type,initiating_node,initiating_city,initiating_state,cascade_risk_pct,stress_multiplier,load_multiplier,weather_factor,population_affected,assessment_timestamp,frequency_hz,power_factor,ambient_temp_c,rainfall_mm_hr,wind_kph,lightning_risk,humidity_pct,breaker_state,protection_event,fault_type,restoration_action
IND-S00332,transformer_overload,IN-C06402-SS,Amboditharbail,Karnataka,0.0,2.1243,1.1176,1.016,0,2026-08-19 08:00:00+00:00,49.892,0.984,35.9,0.89,19.8,0.171,60.0,CLOSED,87T differential alarm,thermal overload,No restoration required
IND-S00333,transformer_overload,IN-C11569-GEN10,Sīkar,Rajasthan,0.0,3.0539,1.1066,1.0279,0,2026-08-01 14:55:00+00:00,49.81,0.986,30.3,1.25,16.1,0.443,78.3,CLOSED,87T differential alarm,thermal overload,No restoration required
IND-S00334,line_outage,IN-C07045-FD011,Kanayannur,Kerala,0.2,2.3084,1.1716,1.0128,875623,2026-08-31 12:55:00+00:00,49.852,0.986,35.2,0.84,20.0,0.298,77.1,CLOSED,21 Distance relay operated,line fault,No restoration required
IND-S00335,line_outage,IN-C03118-SS,Samālka,Delhi,0.0,1.51,1.2241,1.0078,0,2026-08-05 16:25:00+00:00,49.953,0.968,33.8,3.58,19.7,0.258,62.6,CLOSED,21 Distance relay operated,line fault,No restoration required
IND-S00336,cascade_emergency,IN-C11199-SS,Begowāl,Punjab,9.02,7.5518,1.5141,1.1791,0,2026-08-08 13:05:00+00:00,49.65,0.964,38.5,6.51,25.2,0.451,63.3,CLOSED,No protection operation,demand stress,No restoration required
IND-S00337,high_demand,IN-C00017-FD012,Rasapūdipalem,Andhra Pradesh,0.23,2.8915,1.3294,1.0232,1990978,2026-08-28 16:35:00+00:00,49.772,0.977,29.9,0.43,19.5,0.0,75.0,CLOSED,No protection operation,demand stress,No restoration required
IND-S00338,normal_operation,IN-C03812-FD011,Fatehābād,Haryana,0.0,1.0548,0.8566,0.9912,0,2026-08-18 06:00:00+00:00,50.014,0.978,36.3,0.03,17.8,0.146,47.8,CLOSED,No protection operation,demand stress,No restoration required
IND-S00339,transformer_overload,IN-C07052-GEN08,Palakkad,Kerala,0.0,3.5407,1.1017,1.0262,0,2026-08-09 13:50:00+00:00,49.747,0.986,37.5,0.69,19.5,0.267,63.5,CLOSED,87T differential alarm,thermal overload,No restoration required
IND-S00340,normal_operation,IN-C03280-GEN01,Ahmedabad,Gujarat,0.0,1.1513,1.0482,1.0171,0,2026-08-08 07:20:00+00:00,49.99,0.99,38.4,0.54,18.0,0.328,79.9,CLOSED,No protection operation,demand stress,No restoration required
IND-S00341,line_outage,IN-C09283-GEN02,Pune,Maharashtra,0.88,1.609,1.2322,1.0459,9141192,2026-08-19 06:00:00+00:00,49.947,0.965,33.2,2.44,22.3,0.273,64.3,CLOSED,21 Distance relay operated,line fault,No restoration required
IND-S00342,cascade_emergency,IN-C15584-FD011,Budaun,Uttar Pradesh,29.35,6.1717,1.5301,1.1548,101914579,2026-08-11 03:20:00+00:00,49.65,0.936,36.6,3.29,14.9,0.407,62.3,CLOSED,No protection operation,demand stress,No restoration required
IND-S00343,heatwave,IN-C01380-GEN07,Purnia,Bihar,0.0,2.8125,1.1603,1.1878,0,2026-08-27 12:20:00+00:00,49.789,0.985,38.7,3.61,12.9,0.523,62.9,CLOSED,No protection operation,thermal derating,No restoration required
IND-S00344,cascade_emergency,IN-BIH-HUB-GEN,Bihar Hub Generation,Bihar,8.54,5.3796,1.4243,1.0555,0,2026-08-06 01:25:00+00:00,49.65,0.961,37.1,1.24,17.6,0.301,52.6,CLOSED,No protection operation,demand stress,No restoration required
IND-S00345,cascade_emergency,IN-C04822-FD022,Jamshedpur,Jharkhand,9.84,8.4687,1.4278,1.0926,20078488,2026-08-01 16:40:00+00:00,49.65,0.96,36.6,2.39,20.6,0.418,89.3,CLOSED,No protection operation,demand stress,No restoration required
IND-S00346,transformer_overload,IN-C07190-SS,Kalliyasshēri,Kerala,0.06,4.2632,1.124,1.0659,31622,2026-08-20 03:10:00+00:00,49.65,0.968,37.0,1.96,17.9,0.429,55.2,CLOSED,87T differential alarm,thermal overload,No restoration required
IND-S00347,cascade_emergency,IN-C12351-GEN12,Thoothukudi,Tamil Nadu,11.27,8.838,1.5514,1.0685,26423101,2026-08-12 15:50:00+00:00,49.65,0.973,32.1,1.46,16.4,0.522,76.0,CLOSED,No protection operation,demand stress,No restoration required
IND-S00348,cascade_emergency,IN-C02528-GEN04,Bilāspur,Chhattisgarh,8.83,6.8193,1.5163,1.0577,365579,2026-08-07 21:40:00+00:00,49.65,0.958,39.0,3.92,21.9,0.295,64.4,CLOSED,No protection operation,demand stress,No restoration required
IND-S00349,normal_operation,IN-C09302-FD011,Malegaon,Maharashtra,0.0,1.0517,0.9826,0.9847,0,2026-08-23 09:50:00+00:00,49.969,0.99,37.7,1.19,23.9,0.42,57.2,CLOSED,No protection operation,demand stress,No restoration required
IND-S00350,cascade_emergency,IN-C15581-FD011,Fatehpur,Uttar Pradesh,9.61,4.9299,1.397,1.1264,17467511,2026-08-16 11:55:00+00:00,49.65,0.957,37.6,4.07,17.2,0.678,70.3,CLOSED,No protection operation,demand stress,No restoration required
IND-S00351,transformer_overload,IN-C02562-SS,Akaltara,Chhattisgarh,0.0,5.9991,1.1366,1.0698,0,2026-08-08 10:40:00+00:00,49.65,0.972,29.6,1.41,30.7,0.219,52.2,CLOSED,87T differential alarm,thermal overload,No restoration required
IND-S00352,cascade_emergency,IN-C01418-FD011,Bangaon,Bihar,32.24,4.5701,1.5789,1.1732,77480469,2026-08-04 20:00:00+00:00,49.65,0.961,38.8,3.31,16.4,0.583,80.9,CLOSED,No protection operation,demand stress,No restoration required
IND-S00353,line_outage,IN-C03286-FD011,Bilimora,Gujarat,0.12,2.3679,1.076,1.0423,510879,2026-08-25 20:45:00+00:00,49.831,0.985,32.4,1.32,19.4,0.363,66.4,CLOSED,21 Distance relay operated,line fault,No restoration required
IND-S00354,high_demand,IN-C05539-GEN10,Shivamogga,Karnataka,0.63,2.4832,1.2782,1.096,0,2026-08-17 08:10:00+00:00,49.819,0.985,37.5,3.23,18.7,0.153,60.1,CLOSED,No protection operation,demand stress,No restoration required
IND-S00355,heatwave,IN-C15552-FD012,Prayagraj,Uttar Pradesh,8.45,1.7729,1.246,1.1316,1073438,2026-08-31 14:45:00+00:00,49.888,0.99,34.1,2.38,20.3,0.437,67.8,CLOSED,No protection operation,thermal derating,No restoration required
IND-S00356,normal_operation,IN-C07058-FD011,Neyyāttinkara,Kerala,0.0,1.0509,0.9272,0.9879,0,2026-08-26 09:35:00+00:00,49.985,0.985,33.4,0.14,20.2,0.208,71.0,CLOSED,No protection operation,demand stress,No restoration required
IND-S00357,transformer_overload,IN-C11056-GEN07,Hoshiārpur,Punjab,0.0,3.5526,1.1036,1.0427,0,2026-08-29 17:20:00+00:00,49.706,0.986,31.3,1.28,22.1,0.425,51.9,CLOSED,87T differential alarm,thermal overload,No restoration required
IND-S00358,line_outage,IN-C10431-FD011,Sambalpur,Odisha,0.1,2.4561,1.1566,1.0546,189366,2026-08-02 22:25:00+00:00,49.829,0.973,34.0,1.62,18.5,0.352,62.2,CLOSED,21 Distance relay operated,line fault,No restoration required
IND-S00359,cascade_emergency,IN-C09486-SS,Kalamb,Maharashtra,8.65,4.4639,1.4686,1.0665,0,2026-08-18 23:05:00+00:00,49.65,0.941,39.7,1.57,19.2,0.356,63.0,CLOSED,No protection operation,demand stress,No restoration required
IND-S00360,high_demand,IN-C11051-FD031,Amritsar,Punjab,8.83,2.6319,1.5027,1.0895,0,2026-08-07 20:10:00+00:00,49.782,0.966,36.5,1.94,22.1,0.426,74.0,CLOSED,No protection operation,demand stress,No restoration required
IND-S00361,normal_operation,IN-C09291-GEN10,Virār,Maharashtra,0.0,1.0433,1.0221,1.0059,0,2026-08-09 03:00:00+00:00,50.0,0.98,35.1,0.83,13.7,0.262,61.7,CLOSED,No protection operation,demand stress,No restoration required
IND-S00362,line_outage,IN-C03284-FD021,Bhavnagar,Gujarat,0.11,1.6407,1.2111,1.0123,605882,2026-08-10 08:25:00+00:00,49.938,0.985,40.0,0.5,12.0,0.335,69.6,CLOSED,21 Distance relay operated,line fault,No restoration required
IND-S00363,transformer_overload,IN-C05583-SS,Hoskote,Karnataka,0.0,5.8883,1.2125,1.0488,0,2026-08-28 15:00:00+00:00,49.65,0.988,33.6,1.21,17.1,0.271,63.7,CLOSED,87T differential alarm,thermal overload,No restoration required
IND-S00364,transformer_overload,IN-C00020-GEN04,Guntur,Andhra Pradesh,0.1,4.9139,1.013,1.0004,166437,2026-08-14 07:20:00+00:00,49.65,0.97,34.8,1.11,15.3,0.236,60.3,CLOSED,87T differential alarm,thermal overload,No restoration required
IND-S00365,heatwave,IN-C19800-SS,Islāmpur,West Bengal,8.51,3.013,1.2915,1.148,0,2026-08-23 05:10:00+00:00,49.81,0.962,36.1,2.74,21.0,0.585,57.2,CLOSED,No protection operation,thermal derating,No restoration required
IND-S00366,high_demand,IN-C07862-GEN06,Punāsa,Madhya Pradesh,10.22,2.3973,1.5194,1.0996,14784969,2026-08-06 16:15:00+00:00,49.846,0.944,34.6,1.89,15.7,0.548,71.2,CLOSED,No protection operation,demand stress,No restoration required
IND-S00367,normal_operation,IN-C07857-SS,Indore,Madhya Pradesh,0.0,1.0361,0.9204,0.9915,0,2026-08-17 10:00:00+00:00,50.013,0.99,39.8,1.54,25.9,0.22,70.4,CLOSED,No protection operation,demand stress,No restoration required
IND-S00368,transformer_overload,IN-C12343-GEN04,Madurai,Tamil Nadu,0.12,3.9852,1.2758,1.0026,1465625,2026-08-05 17:10:00+00:00,49.65,0.968,34.0,0.79,20.5,0.204,70.6,CLOSED,87T differential alarm,thermal overload,No restoration required
IND-S00369,line_outage,IN-C01381-FD021,Arrah,Bihar,0.0,1.5415,1.2958,1.0125,0,2026-08-22 22:40:00+00:00,49.948,0.968,31.8,1.55,21.7,0.161,62.6,CLOSED,21 Distance relay operated,line fault,No restoration required
IND-S00370,transformer_overload,IN-C10389-FD011,Kohima,Nagaland,0.18,3.992,1.1741,1.0301,169735,2026-08-14 01:55:00+00:00,49.652,0.974,38.2,2.93,21.7,0.528,69.7,CLOSED,87T differential alarm,thermal overload,No restoration required
IND-S00371,transformer_overload,IN-C07860-GEN04,Gwalior,Madhya Pradesh,0.11,4.759,1.2605,1.0296,1054420,2026-08-27 04:45:00+00:00,49.65,0.957,35.0,0.76,10.9,0.158,64.2,CLOSED,87T differential alarm,thermal overload,No restoration required
IND-S00372,high_demand,IN-C01489-SS,Bhawanipur,Bihar,0.0,1.7555,1.2707,1.0782,0,2026-08-19 15:05:00+00:00,49.931,0.962,39.8,1.49,18.7,0.36,70.9,CLOSED,No protection operation,demand stress,No restoration required
IND-S00373,heatwave,IN-C01431-SS,Bhabhua,Bihar,8.59,3.2251,1.4007,1.0925,0,2026-08-29 00:45:00+00:00,49.783,0.977,33.8,3.26,21.8,0.382,61.8,CLOSED,No protection operation,thermal derating,No restoration required
IND-S00374,normal_operation,IN-C17754-SS,Amdāri,Uttar Pradesh,0.0,1.0469,0.9597,0.997,0,2026-08-12 11:10:00+00:00,50.019,0.964,38.5,0.52,18.5,0.231,63.6,CLOSED,No protection operation,demand stress,No restoration required
IND-S00375,heatwave,IN-C09287-FD012,Nashik,Maharashtra,8.89,2.5013,1.4467,1.101,1486053,2026-08-02 05:05:00+00:00,49.834,0.956,37.1,2.42,14.6,0.608,64.8,CLOSED,No protection operation,thermal derating,No restoration required
IND-S00376,cascade_emergency,IN-C01119-SS,Guwahati,Assam,32.35,6.3882,1.5659,1.1365,50439820,2026-08-29 03:40:00+00:00,49.65,0.952,35.0,3.67,15.7,0.484,55.1,CLOSED,No protection operation,demand stress,No restoration required
IND-S00377,line_outage,IN-C05530-GEN01,Bengaluru,Karnataka,0.0,1.5971,1.0753,1.0219,0,2026-08-09 18:55:00+00:00,49.953,0.971,33.1,0.6,17.2,0.495,60.0,CLOSED,21 Distance relay operated,line fault,No restoration required
IND-S00378,cascade_emergency,IN-C11054-SS,Bathinda,Punjab,9.07,4.6689,1.5082,1.1602,300996,2026-08-22 01:05:00+00:00,49.65,0.98,37.7,3.7,20.3,0.435,64.3,CLOSED,No protection operation,demand stress,No restoration required
IND-S00379,transformer_overload,IN-C00142-SS,Pālkonda,Andhra Pradesh,0.0,2.189,1.2287,1.079,0,2026-08-11 21:10:00+00:00,49.856,0.968,35.1,2.28,14.2,0.417,89.1,CLOSED,87T differential alarm,thermal overload,No restoration required
IND-S00380,normal_operation,IN-C12380-FD011,Tiruchengode,Tamil Nadu,0.0,1.0144,0.9684,1.0102,0,2026-08-10 20:35:00+00:00,49.991,0.966,34.8,0.99,15.4,0.237,47.1,CLOSED,No protection operation,demand stress,No restoration required
IND-S00381,line_outage,IN-C00250-SS,Dwāraka Tirumala,Andhra Pradesh,0.0,1.9737,1.2974,1.0155,0,2026-08-22 15:25:00+00:00,49.936,0.974,37.1,0.56,23.3,0.106,77.8,CLOSED,21 Distance relay operated,line fault,No restoration required
IND-S00382,high_demand,IN-C10434-GEN11,Baripāda,Odisha,8.78,2.6884,1.4759,1.0914,0,2026-08-30 02:05:00+00:00,49.785,0.952,35.7,1.96,25.1,0.426,57.6,CLOSED,No protection operation,demand stress,No restoration required
IND-S00383,heatwave,IN-C03795-GEN06,Panipat,Haryana,0.29,2.6118,1.2392,1.1262,0,2026-08-19 11:00:00+00:00,49.813,0.965,34.3,2.56,24.0,0.663,70.9,CLOSED,No protection operation,thermal derating,No restoration required
IND-S00384,high_demand,IN-C19756-FD011,Jaigaon,West Bengal,8.53,2.1254,1.4112,1.059,0,2026-08-09 20:50:00+00:00,49.878,0.97,35.1,1.59,19.6,0.084,72.0,CLOSED,No protection operation,demand stress,No restoration required
IND-S00385,normal_operation,IN-C03798-FD011,Panchkula,Haryana,0.0,1.1055,0.8635,1.0173,0,2026-08-10 10:15:00+00:00,49.991,0.99,37.7,0.76,20.2,0.327,63.7,CLOSED,No protection operation,demand stress,No restoration required
IND-S00386,transformer_overload,IN-C03312-FD011,Deesa,Gujarat,0.0,5.0613,1.0291,1.072,0,2026-08-09 20:55:00+00:00,49.65,0.978,38.1,1.79,18.6,0.49,59.8,CLOSED,87T differential alarm,thermal overload,No restoration required
IND-S00387,normal_operation,IN-C12514-SS,Muttayyāpuram,Tamil Nadu,0.0,1.1263,1.0015,1.0131,0,2026-08-20 07:25:00+00:00,49.964,0.97,34.4,2.53,24.0,0.407,62.5,CLOSED,No protection operation,demand stress,No restoration required
IND-S00388,heatwave,IN-C10428-FD011,Rourkela,Odisha,8.98,2.1449,1.3592,1.214,289106,2026-08-09 09:55:00+00:00,49.883,0.965,35.2,3.87,13.1,0.71,48.2,CLOSED,No protection operation,thermal derating,No restoration required
IND-S00389,line_outage,IN-C12340-GEN01,Chennai,Tamil Nadu,0.27,2.497,1.0481,1.0121,4846780,2026-08-03 14:45:00+00:00,49.796,0.977,31.0,0.43,17.1,0.38,74.9,CLOSED,21 Distance relay operated,line fault,No restoration required
IND-S00390,normal_operation,IN-C07857-FD032,Indore,Madhya Pradesh,0.0,1.1166,0.967,1.0063,0,2026-08-01 20:45:00+00:00,49.978,0.99,34.9,0.21,24.4,0.101,64.3,CLOSED,No protection operation,demand stress,No restoration required
IND-S00391,heatwave,IN-C11962-SS,Ainchhāka,Rajasthan,8.63,3.0805,1.3374,1.1553,0,2026-08-30 22:00:00+00:00,49.754,0.966,35.9,3.37,19.9,0.465,63.0,CLOSED,No protection operation,thermal derating,No restoration required
IND-S00392,normal_operation,IN-C04823-FD032,Dhanbad,Jharkhand,0.0,1.1055,1.0246,1.0072,0,2026-08-07 19:20:00+00:00,49.978,0.988,35.5,1.5,17.6,0.344,66.0,CLOSED,No protection operation,demand stress,No restoration required
IND-S00393,normal_operation,IN-C10427-GEN04,Brahmapur,Odisha,0.0,1.0443,0.9968,1.0131,0,2026-08-06 19:10:00+00:00,49.942,0.99,31.1,0.43,24.1,0.148,54.8,CLOSED,No protection operation,demand stress,No restoration required
IND-S00394,high_demand,IN-C10426-GEN03,Cuttack,Odisha,8.57,2.0079,1.3839,1.0891,0,2026-08-20 01:30:00+00:00,49.827,0.949,30.1,3.21,23.0,0.461,51.1,CLOSED,No protection operation,demand stress,No restoration required
IND-S00395,heatwave,IN-C09315-FD011,Shahuwadi,Maharashtra,0.0,2.2365,1.1651,1.1,0,2026-08-21 19:25:00+00:00,49.857,0.973,35.9,2.46,17.7,0.557,69.8,CLOSED,No protection operation,thermal derating,No restoration required
IND-S00396,line_outage,IN-C19729-SS,Kolkata,West Bengal,0.0,1.8567,1.0705,1.0063,0,2026-08-02 03:55:00+00:00,49.95,0.979,33.2,1.04,23.0,0.197,62.1,CLOSED,21 Distance relay operated,line fault,No restoration required
IND-S00397,heatwave,IN-KER-HUB-GEN,Kerala Hub Generation,Kerala,8.57,3.045,1.3908,1.0955,0,2026-08-18 19:50:00+00:00,49.747,0.968,34.9,2.32,19.4,0.114,53.3,CLOSED,No protection operation,thermal derating,No restoration required
IND-S00398,high_demand,IN-C19729-FD032,Kolkata,West Bengal,0.01,2.1032,1.2653,1.0939,0,2026-08-08 08:30:00+00:00,49.897,0.989,36.2,2.14,21.9,0.364,76.2,CLOSED,No protection operation,demand stress,No restoration required
IND-S00399,high_demand,IN-C09290-GEN09,Dombivali,Maharashtra,10.87,1.8176,1.4958,1.0599,17557337,2026-08-26 02:30:00+00:00,49.901,0.99,33.7,1.59,24.5,0.066,70.5,CLOSED,No protection operation,demand stress,No restoration required
IND-S00400,normal_operation,IN-C12345-SS,Tiruchirappalli,Tamil Nadu,0.0,1.1901,1.0158,0.9911,0,2026-08-27 05:05:00+00:00,49.973,0.959,33.5,0.55,18.8,0.089,64.1,CLOSED,No protection operation,demand stress,No restoration required
IND-S00401,normal_operation,IN-C19434-FD011,Rudrapur,Uttarakhand,0.0,1.1874,0.9565,1.0057,0,2026-08-09 06:50:00+00:00,49.97,0.988,33.8,0.33,20.6,0.297,73.3,CLOSED,No protection operation,demand stress,No restoration required
IND-S00402,line_outage,IN-C07883-FD011,Khargone,Madhya Pradesh,0.0,1.3553,1.029,1.014,0,2026-08-08 10:20:00+00:00,49.961,0.99,35.2,1.07,16.9,0.218,62.6,CLOSED,21 Distance relay operated,line fault,No restoration required
IND-S00403,transformer_overload,IN-C09289-GEN08,Kalyān,Maharashtra,0.34,2.8605,1.049,1.0451,2067713,2026-08-23 10:50:00+00:00,49.798,0.972,37.1,1.58,18.9,0.345,64.0,CLOSED,87T differential alarm,thermal overload,No restoration required
IND-S00404,high_demand,IN-C15549-GEN04,Meerut,Uttar Pradesh,10.28,1.7265,1.524,1.0922,23128537,2026-08-23 21:40:00+00:00,49.935,0.969,37.3,2.61,20.0,0.458,53.5,CLOSED,No protection operation,demand stress,No restoration required
IND-S00405,cascade_emergency,IN-C11560-SS,Jaipur,Rajasthan,11.56,7.1007,1.4918,1.1398,26406673,2026-08-19 03:25:00+00:00,49.65,0.951,37.6,3.56,14.0,0.528,64.1,CLOSED,No protection operation,demand stress,No restoration required
IND-S00406,heatwave,IN-C07051-GEN07,Alappuzha,Kerala,8.53,1.5248,1.3029,1.151,0,2026-08-03 23:10:00+00:00,49.965,0.971,43.0,3.3,20.3,0.49,61.5,CLOSED,No protection operation,thermal derating,No restoration required
IND-S00407,transformer_overload,IN-C04236-SS,Agron,Himachal Pradesh,0.0,4.1102,1.1126,1.0776,0,2026-08-03 22:50:00+00:00,49.65,0.976,32.9,2.21,19.2,0.457,60.0,CLOSED,87T differential alarm,thermal overload,No restoration required
IND-S00408,transformer_overload,IN-C05542-FD011,Bidar,Karnataka,0.14,3.1758,1.163,1.0399,216020,2026-08-30 18:15:00+00:00,49.751,0.978,34.1,1.24,22.0,0.178,68.0,CLOSED,87T differential alarm,thermal overload,No restoration required
IND-S00409,cascade_emergency,IN-C04831-GEN10,Chas,Jharkhand,8.37,7.4639,1.3075,1.0841,0,2026-08-05 17:05:00+00:00,49.65,0.974,32.9,2.81,18.4,0.352,68.5,CLOSED,No protection operation,demand stress,No restoration required
IND-S00410,heatwave,IN-C09308-FD011,Chānda,Maharashtra,0.02,2.7079,1.2688,1.0858,500,2026-08-16 12:35:00+00:00,49.812,0.979,39.1,1.87,21.7,0.44,72.2,CLOSED,No protection operation,thermal derating,No restoration required
IND-S00411,cascade_emergency,IN-C00017-FD032,Rasapūdipalem,Andhra Pradesh,34.1,6.7879,1.5253,1.1575,84635255,2026-08-01 06:00:00+00:00,49.65,0.95,40.1,3.81,25.1,0.492,60.9,CLOSED,No protection operation,demand stress,No restoration required
IND-S00412,transformer_overload,IN-C15554-GEN09,Bareilly,Uttar Pradesh,0.01,2.1041,1.2509,1.0061,0,2026-08-19 18:25:00+00:00,49.871,0.957,32.2,0.8,15.9,0.128,70.0,CLOSED,87T differential alarm,thermal overload,No restoration required
IND-S00413,transformer_overload,IN-C00044-SS,Gudivāda,Andhra Pradesh,0.0,3.781,1.1003,1.0133,0,2026-08-04 11:30:00+00:00,49.675,0.99,33.3,1.31,17.7,0.315,64.2,CLOSED,87T differential alarm,thermal overload,No restoration required
IND-S00414,line_outage,IN-C12345-GEN06,Tiruchirappalli,Tamil Nadu,0.14,2.3611,1.1958,1.0075,1461878,2026-08-17 09:30:00+00:00,49.857,0.968,33.2,0.55,24.1,0.103,51.2,CLOSED,21 Distance relay operated,line fault,No restoration required
IND-S00415,normal_operation,IN-C07858-FD031,Bhopal,Madhya Pradesh,0.0,1.1885,1.0401,0.9964,0,2026-08-05 01:35:00+00:00,50.004,0.984,32.6,0.78,18.6,0.084,65.0,CLOSED,No protection operation,demand stress,No restoration required
IND-S00416,high_demand,IN-C09445-SS,Sāngola,Maharashtra,0.0,2.6302,1.2595,1.0315,0,2026-08-04 10:00:00+00:00,49.816,0.977,32.9,3.2,13.6,0.268,59.3,CLOSED,No protection operation,demand stress,No restoration required
IND-S00417,transformer_overload,IN-C11562-GEN03,Kota,Rajasthan,0.08,3.4049,1.266,1.0655,1001694,2026-08-09 14:20:00+00:00,49.741,0.97,39.4,3.14,16.6,0.303,76.0,CLOSED,87T differential alarm,thermal overload,No restoration required
IND-S00418,line_outage,IN-C12347-GEN08,Salem,Tamil Nadu,0.0,1.5525,1.1483,1.0118,0,2026-08-20 22:55:00+00:00,49.978,0.975,36.0,0.4,20.1,0.05,73.3,CLOSED,21 Distance relay operated,line fault,No restoration required
IND-S00419,cascade_emergency,IN-C15552-FD032,Prayagraj,Uttar Pradesh,10.13,8.798,1.3685,1.1711,19887637,2026-08-25 03:55:00+00:00,49.65,0.948,40.5,3.88,18.3,0.465,54.7,CLOSED,No protection operation,demand stress,No restoration required
IND-S00420,transformer_overload,IN-C01387-FD011,Saharsa,Bihar,0.0,3.9863,1.2663,1.0504,0,2026-08-03 09:55:00+00:00,49.695,0.984,36.7,1.59,19.7,0.313,59.4,CLOSED,87T differential alarm,thermal overload,No restoration required
IND-S00421,line_outage,IN-C09894-SS,Ahupe,Maharashtra,0.0,1.4721,1.2469,1.0119,0,2026-08-13 13:05:00+00:00,49.96,0.974,34.9,1.44,18.0,0.093,60.9,CLOSED,21 Distance relay operated,line fault,No restoration required
IND-S00422,cascade_emergency,IN-C05548-SS,Robertsonpet,Karnataka,12.97,8.4081,1.5188,1.1538,47337410,2026-08-31 15:40:00+00:00,49.65,0.95,35.7,3.32,27.2,0.464,61.6,CLOSED,No protection operation,demand stress,No restoration required
IND-S00423,line_outage,IN-C14873-FD011,Sangāreddi,Telangana,0.0,2.168,1.1359,1.0556,0,2026-08-03 14:50:00+00:00,49.898,0.984,37.1,1.4,18.4,0.342,73.7,CLOSED,21 Distance relay operated,line fault,No restoration required
IND-S00424,cascade_emergency,IN-C08161-SS,Pankhedi,Madhya Pradesh,8.61,5.9704,1.3738,1.1139,500,2026-08-14 15:50:00+00:00,49.65,0.985,38.3,5.09,16.2,0.249,83.7,CLOSED,No protection operation,demand stress,No restoration required
IND-S00425,normal_operation,IN-C10425-SS,Bhubaneswar,Odisha,0.0,1.0935,0.9729,0.9979,0,2026-08-27 06:55:00+00:00,49.971,0.988,35.5,0.92,20.7,0.147,67.9,CLOSED,No protection operation,demand stress,No restoration required
IND-S00426,line_outage,IN-C09282-FD032,Mumbai,Maharashtra,0.16,1.9566,1.1503,1.0283,0,2026-08-01 00:05:00+00:00,49.915,0.969,34.1,0.99,15.9,0.156,65.0,CLOSED,21 Distance relay operated,line fault,No restoration required
IND-S00427,cascade_emergency,IN-GOA-HUB-GEN,Goa Hub Generation,Goa,9.51,6.9134,1.3856,1.1461,20680529,2026-08-15 19:40:00+00:00,49.65,0.956,37.4,3.51,21.0,0.476,69.5,CLOSED,No protection operation,demand stress,No restoration required
IND-S00428,line_outage,IN-C15551-FD032,Varanasi,Uttar Pradesh,0.12,2.483,1.2625,1.01,1164404,2026-08-20 04:10:00+00:00,49.855,0.984,30.4,0.65,19.2,0.264,66.1,CLOSED,21 Distance relay operated,line fault,No restoration required
IND-S00429,high_demand,IN-C09283-GEN02,Pune,Maharashtra,10.94,2.0818,1.4937,1.0768,16613986,2026-08-05 03:40:00+00:00,49.877,0.968,35.5,4.61,23.6,0.416,57.5,CLOSED,No protection operation,demand stress,No restoration required
IND-S00430,line_outage,IN-C15574-FD011,Gyānpur,Uttar Pradesh,0.03,1.4989,1.0511,1.0386,10496,2026-08-04 11:50:00+00:00,49.929,0.978,34.5,0.87,10.8,0.26,73.9,CLOSED,21 Distance relay operated,line fault,No restoration required
IND-S00431,cascade_emergency,IN-C03828-SS,Chīka,Haryana,11.72,6.5159,1.5973,1.0516,21843789,2026-08-30 06:50:00+00:00,49.65,0.935,34.7,2.51,21.0,0.087,55.4,CLOSED,No protection operation,demand stress,No restoration required
IND-S00432,line_outage,IN-C07860-FD021,Gwalior,Madhya Pradesh,0.06,1.4183,1.2222,1.0471,0,2026-08-29 18:25:00+00:00,49.977,0.968,38.9,1.88,16.7,0.332,54.2,CLOSED,21 Distance relay operated,line fault,No restoration required
IND-S00433,cascade_emergency,IN-C00025-SS,Kadapa,Andhra Pradesh,8.75,5.4938,1.4665,1.0934,0,2026-08-07 11:40:00+00:00,49.65,0.963,31.5,1.92,16.1,0.419,74.7,CLOSED,No protection operation,demand stress,No restoration required
IND-S00434,high_demand,IN-C13218-SS,Kandanvilai,Tamil Nadu,0.0,2.3629,1.2779,1.0876,0,2026-08-24 19:50:00+00:00,49.865,0.964,39.4,4.48,21.1,0.216,71.8,CLOSED,No protection operation,demand stress,No restoration required
IND-S00435,heatwave,IN-C07591-SS,Airānikulam,Kerala,0.0,3.0655,1.2119,1.1061,0,2026-08-10 08:45:00+00:00,49.781,0.956,33.3,2.34,18.2,0.587,73.6,CLOSED,No protection operation,thermal derating,No restoration required
IND-S00436,transformer_overload,IN-C12342-FD021,Kallakurichi,Tamil Nadu,0.22,5.3495,1.0242,1.0706,1682687,2026-08-05 23:40:00+00:00,49.65,0.986,33.1,2.48,25.2,0.566,65.6,CLOSED,87T differential alarm,thermal overload,No restoration required
IND-S00437,heatwave,IN-C15549-FD011,Meerut,Uttar Pradesh,8.65,2.8969,1.3522,1.1535,0,2026-08-01 07:25:00+00:00,49.764,0.962,37.2,5.17,25.7,0.514,63.2,CLOSED,No protection operation,thermal derating,No restoration required
IND-S00438,cascade_emergency,IN-C02518-FD021,Chandigarh,Chandigarh,10.75,5.5788,1.3217,1.1728,21400401,2026-08-04 19:00:00+00:00,49.65,0.974,35.8,4.49,23.1,0.464,76.1,CLOSED,No protection operation,demand stress,No restoration required
