scenario_id,scenario_type,grid_id,initiating_node,initiating_type,initiating_city,initiating_state,stress_multiplier,load_multiplier,weather_factor,n_line_outages,subgraph_nodes,n_steps,cascade_size,cascade_risk_pct,unserved_energy_frac,population_affected,powerflow_failures,n_failed_in_subgraph,cascade_path,cascade_path_steps,split
IND-S00552,normal_operation,india_national_20k,IN-C14863-SS,substation,Miryalaguda,Telangana,1.0902,1.0079,0.9803,0,5,1,0,0.0,0.0,0,0,0,,,train
IND-S00553,transformer_overload,india_national_20k,IN-C12401-FD011,feeder,Kāsipālaiyam,Tamil Nadu,5.1721,1.1859,1.0241,0,5,3,6,0.17,0.00109,199660,0,5,IN-C12401-SS|IN-C12469-SS|IN-C12401-TR01|IN-C12401-FD011|IN-TAM-HUB|IN-C12393-SS,0|0|0|0|1|1,train
IND-S00554,transformer_overload,india_national_20k,IN-C19737-FD021,feeder,Rajpur Sonarpur,West Bengal,3.7568,1.1341,1.0442,0,6,1,0,0.0,0.0,0,0,0,,,val
IND-S00555,high_demand,india_national_20k,IN-C07863-GEN07,generator,Dewas,Madhya Pradesh,2.7401,1.5227,1.0946,0,46,5,51,9.99,0.00471,13710951,0,0,IN-SR-HUB|IN-ER-HUB|IN-NER-HUB|IN-KAR-HUB|IN-C05537-SS|IN-C05539-SS|IN-C05540-SS|IN-C07848-SS|IN-C10346-SS|IN-C10353-SS|IN-C10362-SS|IN-C10384-SS,0|1|1|1|1|1|1|1|1|1|1|1,train
IND-S00556,high_demand,india_national_20k,IN-C09282-SS,substation,Mumbai,Maharashtra,2.5579,1.5015,1.065,1,152,2,2,9.01,0.00627,12691836,0,2,IN-MAH-HUB|IN-C09282-SS,0|0,train
IND-S00557,heatwave,india_national_20k,IN-C11571-GEN12,generator,Pāli,Rajasthan,2.9923,1.2126,1.1498,0,30,1,0,0.17,0.0,0,0,0,,,train
IND-S00558,normal_operation,india_national_20k,IN-C18636-SS,substation,Arkhāpur,Uttar Pradesh,1.122,0.8758,1.0127,0,3,1,0,0.0,0.0,0,0,0,,,train
IND-S00559,heatwave,india_national_20k,IN-C12341-GEN02,generator,Coimbatore,Tamil Nadu,2.2841,1.4063,1.138,1,78,5,51,9.93,0.00726,10898226,0,5,IN-SR-HUB|IN-TAM-HUB|IN-C12341-SS|IN-C12372-SS|IN-C12378-SS|IN-ER-HUB|IN-NER-HUB|IN-KAR-HUB|IN-C05537-SS|IN-C05540-SS|IN-C11034-SS|IN-C11047-SS,0|0|0|0|0|1|1|1|1|1|1|1,train
IND-S00560,high_demand,india_national_20k,IN-C00001-GEN01,generator,Port Blair,Andaman and Nicobar,2.4673,1.4655,1.0654,1,39,1,0,8.65,0.0,0,0,0,,,train
IND-S00561,heatwave,india_national_20k,IN-C12342-SS,substation,Kallakurichi,Tamil Nadu,2.0561,1.4377,1.179,1,260,2,1,8.99,0.0,500,0,1,IN-C14572-SS,0,train
IND-S00562,cascade_emergency,india_national_20k,IN-C15551-GEN06,generator,Varanasi,Uttar Pradesh,7.7769,1.4828,1.0724,5,120,6,65,10.25,0.01123,22176480,0,9,IN-NR-HUB|IN-WR-HUB|IN-NER-HUB|IN-C15551-SS|IN-C15600-SS|IN-C15672-SS|IN-C16266-SS|IN-C16924-SS|IN-C17022-SS|IN-C17187-SS|IN-C17213-SS|IN-C17279-SS,0|0|0|0|0|0|0|0|0|0|0|0,train
IND-S00563,line_outage,india_national_20k,IN-C09295-FD021,feeder,Bhayandar,Maharashtra,1.762,1.0326,1.0092,1,7,1,0,0.0,0.0,0,0,0,,,train
IND-S00564,cascade_emergency,india_national_20k,IN-C09285-FD031,feeder,Thāne,Maharashtra,4.2436,1.3049,1.1116,1,10,1,0,8.44,0.0,0,0,0,,,train
IND-S00565,heatwave,india_national_20k,IN-C14961-SS,substation,Gorrakunta,Telangana,1.9566,1.3277,1.1016,0,10,2,1,8.49,4e-05,13183,0,1,IN-C14960-SS,0,train
IND-S00566,transformer_overload,india_national_20k,IN-C15566-FD011,feeder,Greater Noida,Uttar Pradesh,4.1764,1.2658,1.018,0,7,3,7,0.23,0.0017,378554,0,4,IN-C15566-SS|IN-C15566-TR01|IN-C15566-FD011|IN-UTT-HUB|IN-C19438-SS|IN-C19462-SS|IN-C19475-SS,0|0|0|0|1|1|1,train
IND-S00567,line_outage,india_national_20k,IN-C09284-FD022,feeder,Nagpur,Maharashtra,2.4969,1.0343,1.0511,2,10,2,3,0.19,0.00378,2405665,0,3,IN-C09284-SS|IN-C09284-TR02|IN-C09284-FD022,0|0|0,train
IND-S00568,line_outage,india_national_20k,IN-C09313-FD011,feeder,Panvel,Maharashtra,1.5802,1.2397,1.0299,3,5,1,0,0.0,0.0,0,0,0,,,train
IND-S00569,heatwave,india_national_20k,IN-C09294-FD021,feeder,Bhiwandi,Maharashtra,3.309,1.2053,1.2163,1,7,1,0,8.46,0.0,0,0,0,,,train
IND-S00570,heatwave,india_national_20k,IN-C15546-FD022,feeder,Kanpur,Uttar Pradesh,2.4658,1.4012,1.1229,0,10,6,41,9.79,0.01086,20363289,0,6,IN-C15546-SS|IN-C15583-SS|IN-C15601-SS|IN-C19257-SS|IN-C15546-TR02|IN-C15546-FD022|IN-UTT-HUB|IN-WR-HUB|IN-C01444-SS|IN-MAH-HUB|IN-C10278-SS|IN-TAM-HUB,0|0|0|0|0|0|0|1|1|1|1|1,train
IND-S00571,transformer_overload,india_national_20k,IN-C05530-FD022,feeder,Bengaluru,Karnataka,3.7829,1.0967,1.031,1,10,1,0,0.0,0.0,0,0,0,,,test
IND-S00572,cascade_emergency,india_national_20k,IN-C04484-FD032,feeder,Srinagar,Jammu and Kashmir,7.7264,1.3221,1.1495,4,10,2,4,8.77,0.00437,1206419,0,4,IN-JAM-HUB|IN-C04484-SS|IN-C04484-TR03|IN-C04484-FD032,0|0|0|0,train
IND-S00573,heatwave,india_national_20k,IN-C07935-SS,substation,Porsa,Madhya Pradesh,2.4684,1.3838,1.121,1,3,1,0,8.64,0.0,0,0,0,,,train
IND-S00574,transformer_overload,india_national_20k,IN-C14846-FD011,feeder,Rāmgundam,Telangana,2.3472,1.0133,1.0798,1,8,1,0,0.0,0.0,0,0,0,,,train
IND-S00575,cascade_emergency,india_national_20k,IN-C19857-SS,substation,Jhalidā,West Bengal,6.1916,1.3861,1.0669,5,5,2,2,8.54,0.0,1000,0,0,IN-C10163-SS|IN-C10167-SS,0|0,val
IND-S00576,transformer_overload,india_national_20k,IN-C03317-FD011,feeder,Anjār,Gujarat,2.9031,1.1968,1.0262,0,5,2,6,0.15,0.00071,112094,0,5,IN-C03317-SS|IN-C03518-SS|IN-C03551-SS|IN-C03678-SS|IN-C03317-TR01|IN-C03317-FD011,0|0|0|0|0|0,train
IND-S00577,high_demand,india_national_20k,IN-C15569-FD011,feeder,Etāwah,Uttar Pradesh,2.4038,1.4584,1.0492,0,7,2,3,8.67,0.00088,257448,0,3,IN-C15569-SS|IN-C15569-TR01|IN-C15569-FD011,0|0|0,train
IND-S00578,transformer_overload,india_national_20k,IN-C19734-FD021,feeder,Bhātpāra,West Bengal,4.4872,1.0833,1.0361,0,7,4,8,0.27,0.00296,631154,0,4,IN-C19734-SS|IN-C19734-TR02|IN-C19734-FD021|IN-ER-HUB|IN-WES-HUB|IN-C19766-SS|IN-C19864-SS|IN-C19963-SS,0|0|0|1|1|2|2|2,val
IND-S00579,cascade_emergency,india_national_20k,IN-C11564-GEN05,generator,Ajmer,Rajasthan,6.8033,1.5655,1.1374,5,31,5,880,30.29,0.16449,88818702,0,4,IN-WR-HUB|IN-ER-HUB|IN-NER-HUB|IN-RAJ-HUB|IN-C11564-SS|IN-C10362-SS|IN-C19963-SS|IN-C10346-SS|IN-WES-HUB|IN-C19729-SS|IN-C19730-SS|IN-C10360-SS,0|0|0|0|0|1|1|1|1|1|1|1,train
IND-S00580,line_outage,india_national_20k,IN-C10439-FD011,feeder,Jeypore,Odisha,1.2804,1.2466,1.013,2,5,1,0,0.02,0.0,0,0,0,,,train
IND-S00581,transformer_overload,india_national_20k,IN-C00041-FD011,feeder,Srikakulam,Andhra Pradesh,5.2633,1.0529,1.0041,1,6,1,0,0.0,0.0,0,0,0,,,test
IND-S00582,line_outage,india_national_20k,IN-C07916-SS,substation,Ashta,Madhya Pradesh,1.5212,1.2578,1.0178,4,5,2,4,0.09,0.0,2000,0,0,IN-C16329-SS|IN-C17545-SS|IN-C17919-SS|IN-C18655-SS,0|0|0|0,train
IND-S00583,normal_operation,india_national_20k,IN-C03302-SS,substation,Pālanpur,Gujarat,1.0834,1.0259,0.9823,0,6,1,0,0.0,0.0,0,0,0,,,train
IND-S00584,transformer_overload,india_national_20k,IN-C15547-GEN02,generator,Lucknow,Uttar Pradesh,5.5601,1.2038,1.0192,0,120,3,5,0.27,0.00419,2556657,0,3,IN-C15547-SS|IN-UTT-HUB|IN-C19438-SS|IN-C19462-SS|IN-C19475-SS,0|0|1|1|1,train
IND-S00585,line_outage,india_national_20k,IN-C03284-GEN05,generator,Bhavnagar,Gujarat,1.3672,1.114,1.0345,4,24,1,0,0.0,0.0,0,0,0,,,train
IND-S00586,heatwave,india_national_20k,IN-C15553-FD011,feeder,Alīgarh,Uttar Pradesh,2.1441,1.3215,1.1189,2,8,2,3,8.6,0.00235,753207,0,3,IN-C15553-SS|IN-C15553-TR01|IN-C15553-FD011,0|0|0,train
IND-S00587,transformer_overload,india_national_20k,IN-C07858-GEN02,generator,Bhopal,Madhya Pradesh,3.9482,1.0553,1.0076,1,52,2,10,0.29,0.00276,2219224,0,7,IN-MAD-HUB|IN-C07858-SS|IN-C07882-SS|IN-C07888-SS|IN-C07892-SS|IN-C07908-SS|IN-C08007-SS|IN-C08067-SS|IN-C08104-SS|IN-C08742-SS,0|0|0|0|0|0|0|0|0|0,train
IND-S00588,cascade_emergency,india_national_20k,IN-C11054-FD011,feeder,Bathinda,Punjab,5.9071,1.3117,1.128,2,8,2,6,8.69,0.0022,302371,0,4,IN-PUN-HUB|IN-C11054-SS|IN-C11054-TR01|IN-C11054-FD011|IN-C12326-SS|IN-C12328-SS,0|0|0|0|0|0,train
IND-S00589,heatwave,india_national_20k,IN-C07857-GEN01,generator,Indore,Madhya Pradesh,2.0988,1.1642,1.0835,1,55,2,2,0.11,0.00169,1994397,0,2,IN-MAD-HUB|IN-C07857-SS,0|0,train
IND-S00590,line_outage,india_national_20k,IN-C15557-FD021,feeder,Loni,Uttar Pradesh,1.5173,1.1722,1.0411,3,8,2,2,0.08,0.00092,0,0,2,IN-C15557-TR02|IN-C15557-FD021,0|0,train
IND-S00591,high_demand,india_national_20k,IN-C07868-GEN12,generator,Murwāra,Madhya Pradesh,2.6013,1.5103,1.0807,1,43,5,42,9.67,0.00204,2588462,0,0,IN-SR-HUB|IN-ER-HUB|IN-NER-HUB|IN-KAR-HUB|IN-C05537-SS|IN-C05539-SS|IN-C05540-SS|IN-C10346-SS|IN-C10362-SS|IN-C11034-SS|IN-C11047-SS|IN-C15600-SS,0|1|1|1|1|1|1|1|1|1|1|1,train
IND-S00592,heatwave,india_national_20k,IN-C17205-SS,substation,Akhār,Uttar Pradesh,3.1647,1.3691,1.1923,2,5,1,0,8.82,0.0,0,0,0,,,train
IND-S00593,line_outage,india_national_20k,IN-C11698-SS,substation,Mandāwa,Rajasthan,1.8694,1.2553,1.0259,3,9,3,17,0.35,0.00055,231171,0,0,IN-C15519-SS|IN-C15527-SS|IN-TRI-HUB|IN-C15502-SS|IN-C15503-SS|IN-C15504-SS|IN-C15506-SS|IN-C15516-SS|IN-C15523-SS|IN-C15525-SS|IN-C15529-SS|IN-C15530-SS,0|0|1|1|1|1|1|1|1|1|1|1,train
IND-S00594,transformer_overload,india_national_20k,IN-C13985-SS,substation,Ammankovilpudūr,Tamil Nadu,5.0277,1.2809,1.0726,0,4,1,0,0.0,0.0,0,0,0,,,train
IND-S00595,high_demand,india_national_20k,IN-C03641-SS,substation,Baliyasan,Gujarat,2.9624,1.3265,1.078,1,5,1,0,8.4,0.0,0,0,0,,,train
IND-S00596,line_outage,india_national_20k,IN-C03284-GEN05,generator,Bhavnagar,Gujarat,1.4456,1.2569,1.0306,4,24,1,0,0.0,0.0,0,0,0,,,train
IND-S00597,transformer_overload,india_national_20k,IN-C03327-FD011,feeder,Dhrāngadhra,Gujarat,2.3394,1.1535,1.0361,1,5,1,0,0.0,0.0,0,0,0,,,train
IND-S00598,heatwave,india_national_20k,IN-C09970-SS,substation,Allītola,Maharashtra,2.1876,1.2285,1.1189,0,6,1,0,0.0,0.0,0,0,0,,,train
IND-S00599,transformer_overload,india_national_20k,IN-C19730-GEN02,generator,Howrah,West Bengal,3.3077,1.0265,1.0199,1,27,3,6,0.25,0.00374,5807089,0,3,IN-WES-HUB|IN-C19729-SS|IN-C19730-SS|IN-C19766-SS|IN-C19864-SS|IN-C19963-SS,0|0|0|1|1|1,val
IND-S00600,normal_operation,india_national_20k,IN-C14844-SS,substation,Hyderabad,Telangana,1.1025,0.9174,1.0065,0,100,1,0,0.0,0.0,0,0,0,,,train
IND-S00601,high_demand,india_national_20k,IN-C19432-FD021,feeder,Dehradun,Uttarakhand,2.9419,1.4542,1.0854,0,8,6,38,9.66,0.00842,17791416,0,4,IN-UTT-HUB|IN-C19432-SS|IN-C19432-TR02|IN-C19432-FD021|IN-WR-HUB|IN-C01444-SS|IN-MAH-HUB|IN-C10278-SS|IN-TAM-HUB|IN-C12372-SS|IN-C12378-SS|IN-C12392-SS,0|0|0|0|1|1|1|1|1|1|1|1,train
IND-S00602,line_outage,india_national_20k,IN-C13042-SS,substation,Sankaramanallur,Tamil Nadu,1.3017,1.2274,1.0577,4,4,1,0,0.0,0.0,0,0,0,,,train
IND-S00603,high_demand,india_national_20k,IN-C15555-GEN10,generator,Morādābād,Uttar Pradesh,2.9403,1.2884,1.0479,0,117,1,0,0.02,0.0,0,0,0,,,train
IND-S00604,high_demand,india_national_20k,IN-GUJ-HUB-GEN,generator,Gujarat Hub Generation,Gujarat,1.9872,1.257,1.0323,0,80,1,0,0.0,0.0,0,0,0,,,train
IND-S00605,high_demand,india_national_20k,IN-C11561-FD022,feeder,Jodhpur,Rajasthan,2.6675,1.3746,1.0419,1,10,1,0,8.4,0.0,0,0,0,,,train
IND-S00606,normal_operation,india_national_20k,IN-C03282-GEN03,generator,Vadodara,Gujarat,1.0625,0.8856,0.9808,0,29,1,0,0.0,0.0,0,0,0,,,train
IND-S00607,transformer_overload,india_national_20k,IN-C11562-GEN03,generator,Kota,Rajasthan,4.5183,1.2807,1.0639,1,37,2,2,0.09,0.00142,1001694,0,2,IN-RAJ-HUB|IN-C11562-SS,0|0,train
IND-S00608,transformer_overload,india_national_20k,IN-MAH-HUB-GEN,generator,Maharashtra Hub Generation,Maharashtra,2.2464,1.1293,1.0312,1,144,5,14,0.33,0.00026,209224,0,2,IN-WR-HUB|IN-MAH-HUB|IN-ER-HUB|IN-NER-HUB|IN-C10346-SS|IN-C10360-SS|IN-C10362-SS|IN-C15523-SS|IN-C19963-SS|IN-C15525-SS|IN-C15530-SS|IN-C15543-SS,0|0|1|1|2|2|2|2|2|3|3|3,train
IND-S00609,line_outage,india_national_20k,IN-C04822-GEN01,generator,Jamshedpur,Jharkhand,2.0916,1.2523,1.0461,2,33,2,3,0.07,0.00023,267061,0,3,IN-JHA-HUB|IN-C04826-SS|IN-C04854-SS,0|0|0,train
IND-S00610,normal_operation,india_national_20k,IN-C12342-FD011,feeder,Kallakurichi,Tamil Nadu,1.109,0.9041,0.9931,0,10,1,0,0.0,0.0,0,0,0,,,train
IND-S00611,cascade_emergency,india_national_20k,IN-C11053-GEN04,generator,Patiāla,Punjab,6.3796,1.4863,1.1038,3,23,5,115,11.34,0.01285,19953939,0,2,IN-WR-HUB|IN-NER-HUB|IN-PUN-HUB|IN-C11053-SS|IN-C01444-SS|IN-CHH-HUB|IN-C02530-SS|IN-C02531-SS|IN-C02533-SS|IN-DEL-HUB|IN-C03059-SS|IN-HAR-HUB,0|0|0|0|1|1|1|1|1|1|1|1,train
IND-S00612,high_demand,india_national_20k,IN-C00021-GEN05,generator,Nellore,Andhra Pradesh,2.6925,1.3349,1.0746,1,40,1,0,8.4,0.0,0,0,0,,,test
IND-S00613,high_demand,india_national_20k,IN-C11050-FD011,feeder,Ludhiana,Punjab,2.9387,1.4025,1.0786,1,10,1,0,8.56,0.0,0,0,0,,,train
IND-S00614,heatwave,india_national_20k,IN-C03797-FD011,feeder,Yamuna Nagar,Haryana,2.0666,1.2772,1.1189,2,6,2,4,8.51,0.00119,217071,0,4,IN-HAR-HUB|IN-C03797-SS|IN-C03797-TR01|IN-C03797-FD011,0|0|0|0,train
IND-S00615,high_demand,india_national_20k,IN-C03288-GEN09,generator,Gandhinagar,Gujarat,2.7064,1.3813,1.0765,0,24,1,0,8.52,0.0,0,0,0,,,train
IND-S00616,line_outage,india_national_20k,IN-C00034-FD011,feeder,Adoni,Andhra Pradesh,2.0787,1.1031,1.057,1,6,1,0,0.0,0.0,0,0,0,,,test
IND-S00617,transformer_overload,india_national_20k,IN-MAH-HUB-GEN,generator,Maharashtra Hub Generation,Maharashtra,3.0296,1.186,1.0374,0,144,5,20,0.6,0.00282,4984235,0,2,IN-WR-HUB|IN-MAH-HUB|IN-ER-HUB|IN-NER-HUB|IN-C10346-SS|IN-C10353-SS|IN-C10360-SS|IN-C10362-SS|IN-C10384-SS|IN-NAG-HUB|IN-C10388-SS|IN-C15523-SS,0|0|1|1|2|2|2|2|2|2|2|2,train
IND-S00618,transformer_overload,india_national_20k,IN-C02529-FD011,feeder,Durg,Chhattisgarh,2.4795,1.2997,1.033,0,8,2,3,0.09,0.00095,268806,0,3,IN-C02529-SS|IN-C02529-TR01|IN-C02529-FD011,0|0|0,train
IND-S00619,normal_operation,india_national_20k,IN-C19729-FD011,feeder,Kolkata,West Bengal,1.004,0.9337,1.0087,0,10,1,0,0.0,0.0,0,0,0,,,val
IND-S00620,cascade_emergency,india_national_20k,IN-C12340-FD011,feeder,Chennai,Tamil Nadu,6.3181,1.5923,1.0551,3,10,6,88,11.42,0.02616,41091693,0,5,IN-SR-HUB|IN-ER-HUB|IN-KER-HUB|IN-C07054-SS|IN-C10346-SS|IN-C10353-SS|IN-C10362-SS|IN-TAM-HUB|IN-C12340-SS|IN-C12350-SS|IN-C12392-SS|IN-C12427-SS,0|0|0|0|0|0|0|0|0|0|0|0,train
IND-S00621,transformer_overload,india_national_20k,IN-C03058-GEN01,generator,Delhi,Delhi,4.6533,1.1548,1.0419,1,21,3,50,1.35,0.00951,16467009,0,3,IN-NR-HUB|IN-DEL-HUB|IN-C03058-SS|IN-C15550-SS|IN-C15552-SS|IN-C15554-SS|IN-C15555-SS|IN-C15556-SS|IN-C15557-SS|IN-C15600-SS|IN-C15605-SS|IN-C15628-SS,0|0|0|1|1|1|1|1|1|1|1|1,train
IND-S00622,high_demand,india_national_20k,IN-C05531-FD021,feeder,Hubballi,Karnataka,2.1001,1.29,1.0354,1,8,1,0,0.0,0.0,0,0,0,,,test
IND-S00623,transformer_overload,india_national_20k,IN-C14855-FD011,feeder,Khammam,Telangana,4.8195,1.1591,1.0299,1,6,1,0,0.0,0.0,0,0,0,,,train
IND-S00624,heatwave,india_national_20k,IN-C15555-FD021,feeder,Morādābād,Uttar Pradesh,2.594,1.396,1.1516,2,8,7,52,10.08,0.01113,21572788,0,4,IN-C15555-SS|IN-C15555-TR02|IN-C15555-FD021|IN-NR-HUB|IN-WR-HUB|IN-NER-HUB|IN-UTT-HUB|IN-C01444-SS|IN-DEL-HUB|IN-C03058-SS|IN-MAH-HUB|IN-C09291-SS,0|0|0|1|1|1|1|2|2|2|2|2,train
IND-S00625,line_outage,india_national_20k,IN-C08124-SS,substation,Mangawān,Madhya Pradesh,1.5964,1.1556,1.0327,4,9,1,0,0.0,0.0,0,0,0,,,train
IND-S00626,line_outage,india_national_20k,IN-C15553-GEN08,generator,Alīgarh,Uttar Pradesh,1.4696,1.168,1.0322,4,116,1,0,0.0,0.0,0,0,0,,,train
IND-S00627,high_demand,india_national_20k,IN-C09299-FD021,feeder,Nanded,Maharashtra,1.554,1.3991,1.0411,1,7,1,0,8.45,0.0,0,0,0,,,train
IND-S00628,line_outage,india_national_20k,IN-C11561-FD031,feeder,Jodhpur,Rajasthan,1.847,1.028,1.0044,4,10,2,3,0.09,0.00083,24771,0,2,IN-C11561-TR03|IN-C11561-FD031|IN-C15764-SS,0|0|0,train
IND-S00629,cascade_emergency,india_national_20k,IN-C03283-GEN04,generator,Rājkot,Gujarat,4.4557,1.5627,1.0884,1,28,6,95,11.2,0.01512,28745406,0,3,IN-WR-HUB|IN-SR-HUB|IN-ER-HUB|IN-NER-HUB|IN-GUJ-HUB|IN-C03283-SS|IN-KER-HUB|IN-C07054-SS|IN-C10346-SS|IN-C10362-SS|IN-C15600-SS|IN-UTT-HUB,0|0|0|0|0|0|0|0|0|0|0|0,train
IND-S00630,cascade_emergency,india_national_20k,IN-C19729-SS,substation,Kolkata,West Bengal,7.5746,1.3207,1.1271,3,61,3,5,9.23,0.01842,4779417,0,3,IN-WES-HUB|IN-C19729-SS|IN-C19766-SS|IN-C19864-SS|IN-C19963-SS,0|0|1|1|1,val
IND-S00631,line_outage,india_national_20k,IN-C05535-FD011,feeder,Belagavi,Karnataka,1.3686,1.2084,1.0164,1,8,1,0,0.0,0.0,0,0,0,,,test
IND-S00632,line_outage,india_national_20k,IN-C01377-GEN04,generator,Muzaffarpur,Bihar,1.8474,1.0475,1.0259,1,42,2,6,0.14,0.00062,497118,0,2,IN-BIH-HUB|IN-C01377-SS|IN-C01444-SS|IN-C01445-SS|IN-C01481-SS|IN-C01486-SS,0|0|0|0|0|0,val
IND-S00633,cascade_emergency,india_national_20k,IN-C03058-GEN01,generator,Delhi,Delhi,6.6094,1.3591,1.0599,1,21,4,84,10.48,0.01634,24811301,0,3,IN-NR-HUB|IN-WR-HUB|IN-ER-HUB|IN-NER-HUB|IN-DEL-HUB|IN-C03058-SS|IN-C10290-SS|IN-C10346-SS|IN-C10353-SS|IN-C10360-SS|IN-C10362-SS|IN-C10384-SS,0|0|0|0|0|0|1|1|1|1|1|1,train
IND-S00634,transformer_overload,india_national_20k,IN-C01242-SS,substation,Sarbhog,Assam,2.5576,1.148,1.0521,0,3,1,0,0.0,0.0,0,0,0,,,val
IND-S00635,line_outage,india_national_20k,IN-C10424-FD012,feeder,Nowrangapur,Odisha,1.5045,1.1116,1.0043,1,10,1,0,0.0,0.0,0,0,0,,,train
IND-S00636,transformer_overload,india_national_20k,IN-C09282-FD012,feeder,Mumbai,Maharashtra,5.9618,1.2989,1.0784,1,10,1,0,0.07,0.0,0,0,0,,,train
IND-S00637,normal_operation,india_national_20k,IN-C05556-FD011,feeder,Bagalkot,Karnataka,1.0475,0.8528,0.9838,0,6,1,0,0.0,0.0,0,0,0,,,test
IND-S00638,line_outage,india_national_20k,IN-C05540-GEN11,generator,Tumkūr,Karnataka,1.4345,1.2148,1.0214,2,49,1,0,0.0,0.0,0,0,0,,,test
IND-S00639,high_demand,india_national_20k,IN-C03282-FD031,feeder,Vadodara,Gujarat,2.243,1.2957,1.0329,0,10,2,3,0.15,0.00268,1822221,0,3,IN-C03282-SS|IN-C03282-TR03|IN-C03282-FD031,0|0|0,train
IND-S00640,high_demand,india_national_20k,IN-C04840-SS,substation,Chāībāsa,Jharkhand,1.7586,1.5289,1.0234,0,11,1,0,8.66,0.0,0,0,0,,,train
IND-S00641,high_demand,india_national_20k,IN-C04130-FD011,feeder,Shimla,Himachal Pradesh,2.1792,1.2763,1.0777,1,7,1,0,0.0,0.0,0,0,0,,,train
IND-S00642,transformer_overload,india_national_20k,IN-C03293-FD011,feeder,Mahesāna,Gujarat,3.2595,1.2707,1.0637,0,5,1,0,0.0,0.0,0,0,0,,,train
IND-S00643,high_demand,india_national_20k,IN-C11603-FD011,feeder,Chaumu,Rajasthan,2.22,1.5216,1.0609,1,5,1,0,8.78,0.0,0,0,0,,,train
IND-S00644,line_outage,india_national_20k,IN-C11788-SS,substation,Dariāwad,Rajasthan,1.91,1.0372,1.0236,3,5,1,0,0.0,0.0,0,0,0,,,train
IND-S00645,cascade_emergency,india_national_20k,IN-C09283-SS,substation,Pune,Maharashtra,7.7675,1.3406,1.1702,2,156,5,77,10.84,0.02242,23182001,0,5,IN-WR-HUB|IN-SR-HUB|IN-MAH-HUB|IN-C09283-SS|IN-C09346-SS|IN-NER-HUB|IN-C11034-SS|IN-C11047-SS|IN-C01444-SS|IN-HAR-HUB|IN-C03795-SS|IN-JAM-HUB,0|0|0|0|0|1|1|1|2|2|2|2,train
IND-S00646,transformer_overload,india_national_20k,IN-C04863-SS,substation,Jāridih,Jharkhand,3.4669,1.2153,1.076,0,3,1,0,0.0,0.0,0,0,0,,,train
IND-S00647,high_demand,india_national_20k,IN-C09288-GEN07,generator,Pimpri,Maharashtra,2.1729,1.4985,1.088,0,44,5,122,11.5,0.01349,20912488,0,5,IN-WR-HUB|IN-SR-HUB|IN-ER-HUB|IN-MAH-HUB|IN-C09286-SS|IN-C09288-SS|IN-C09950-SS|IN-ASS-HUB|IN-C01120-SS|IN-C01122-SS|IN-C01444-SS|IN-CHH-HUB,0|0|0|0|0|0|0|1|1|1|1|1,train
IND-S00648,cascade_emergency,india_national_20k,IN-C08084-SS,substation,Khaniādhāna,Madhya Pradesh,8.0004,1.59,1.1415,2,8,1,0,9.02,0.0,0,0,0,,,train
IND-S00649,normal_operation,india_national_20k,IN-C14844-SS,substation,Hyderabad,Telangana,1.0563,0.989,1.0164,0,100,1,0,0.0,0.0,0,0,0,,,train
IND-S00650,transformer_overload,india_national_20k,IN-C07997-SS,substation,Beohāri,Madhya Pradesh,4.5885,1.1259,1.014,1,8,1,0,0.0,0.0,0,0,0,,,train
IND-S00651,line_outage,india_national_20k,IN-C11561-FD031,feeder,Jodhpur,Rajasthan,1.9462,1.0469,1.027,1,10,1,0,0.0,0.0,0,0,0,,,train
IND-S00652,line_outage,india_national_20k,IN-C04824-FD021,feeder,Ranchi,Jharkhand,2.1481,1.0929,1.0324,4,10,2,3,0.11,0.00161,1120374,0,3,IN-C04824-SS|IN-C04824-TR02|IN-C04824-FD021,0|0|0,train
IND-S00653,transformer_overload,india_national_20k,IN-C02518-GEN01,generator,Chandigarh,Chandigarh,5.0593,1.2508,1.0149,0,14,3,56,1.37,0.00621,8484841,0,3,IN-NR-HUB|IN-CHA-HUB|IN-C02518-SS|IN-C15549-SS|IN-C15550-SS|IN-C15552-SS|IN-C15553-SS|IN-C15554-SS|IN-C15555-SS|IN-C15556-SS|IN-C15557-SS|IN-C15600-SS,0|0|0|1|1|1|1|1|1|1|1|1,train
IND-S00654,transformer_overload,india_national_20k,IN-C10425-GEN02,generator,Bhubaneswar,Odisha,4.4872,1.206,1.0724,0,26,1,0,0.0,0.0,0,0,0,,,train
IND-S00655,transformer_overload,india_national_20k,IN-C11578-FD011,feeder,Nimach,Rajasthan,4.2389,1.0918,1.0726,1,6,1,0,0.0,0.0,0,0,0,,,train
IND-S00656,heatwave,india_national_20k,IN-C12343-FD032,feeder,Madurai,Tamil Nadu,3.3307,1.3056,1.125,0,10,2,3,8.63,0.00278,1465625,0,3,IN-C12343-SS|IN-C12343-TR03|IN-C12343-FD032,0|0|0,train
