scenario_id,initiating_city,initiating_state,cascade_risk_pct,topology_structure,transformers_before,transformers_after,reserve_margin_pct,n_minus_1_secure,estimated_loss_reduction_pct,estimated_capex_reduction_pct,dispatch_action
IND-S00000,Murwāra,Madhya Pradesh,8.52,ring-main,15,13,22.5,False,4.24,11.16,Reconfigure ties; balance 13 transformer banks
IND-S00794,Bengaluru,Karnataka,0.34,meshed-N-1,15,13,21.2,True,3.24,11.85,Reconfigure ties; balance 13 transformer banks
IND-S00795,Mahāsamund,Chhattisgarh,9.02,radial-spur,15,13,17.4,False,3.57,12.44,Reconfigure ties; balance 13 transformer banks
IND-S00796,Mumbai,Maharashtra,0.0,parallel-bank,15,13,28.5,True,3.71,11.53,Reconfigure ties; balance 13 transformer banks
IND-S00797,Bhilad,Gujarat,8.58,sectionalized-ring,15,13,25.7,True,3.09,10.62,Reconfigure ties; balance 13 transformer banks
IND-S00798,Indore,Madhya Pradesh,8.44,ring-main,15,13,25.2,False,5.42,12.47,Reconfigure ties; balance 13 transformer banks
IND-S00799,Vejalpur,Gujarat,8.53,double-bus,15,13,23.2,True,3.63,11.76,Reconfigure ties; balance 13 transformer banks
IND-S00800,Prayagraj,Uttar Pradesh,0.18,meshed-N-1,15,13,21.0,True,2.05,11.22,Reconfigure ties; balance 13 transformer banks
IND-S00801,Brahmapur,Odisha,0.0,radial-spur,15,13,26.8,False,4.89,11.36,Reconfigure ties; balance 13 transformer banks
IND-S00802,Kharakvasla,Maharashtra,0.0,parallel-bank,15,13,19.0,True,2.67,11.99,Reconfigure ties; balance 13 transformer banks
IND-S00803,Modīnagar,Uttar Pradesh,0.2,sectionalized-ring,15,13,28.7,True,4.43,11.2,Reconfigure ties; balance 13 transformer banks
IND-S00804,Karnāl,Haryana,0.0,ring-main,15,13,28.4,False,4.38,10.52,Reconfigure ties; balance 13 transformer banks
IND-S00805,Bālāghāt,Madhya Pradesh,0.0,double-bus,15,13,24.3,True,3.56,11.88,Reconfigure ties; balance 13 transformer banks
IND-S00806,Kalyān,Maharashtra,0.54,meshed-N-1,15,13,20.9,True,3.29,10.96,Reconfigure ties; balance 13 transformer banks
IND-S00807,Annehalli,Karnataka,0.0,radial-spur,15,13,19.4,False,5.1,12.62,Reconfigure ties; balance 13 transformer banks
IND-S00808,Koratti,Kerala,8.46,parallel-bank,15,13,17.3,True,5.78,12.68,Reconfigure ties; balance 13 transformer banks
IND-S00809,Bhayandar,Maharashtra,0.16,sectionalized-ring,15,13,13.2,True,4.92,10.77,Reconfigure ties; balance 13 transformer banks
IND-S00810,Ahmedabad,Gujarat,0.01,ring-main,15,13,29.4,False,3.29,11.88,Reconfigure ties; balance 13 transformer banks
IND-S00811,Satna,Madhya Pradesh,10.41,double-bus,15,13,26.6,True,4.06,12.86,Reconfigure ties; balance 13 transformer banks
IND-S00812,Virār,Maharashtra,11.57,meshed-N-1,15,13,17.1,True,3.46,11.26,Reconfigure ties; balance 13 transformer banks
IND-S00813,Ambarnath,Maharashtra,8.63,radial-spur,15,13,25.7,False,2.73,11.86,Reconfigure ties; balance 13 transformer banks
IND-S00814,Raigarh,Chhattisgarh,12.23,parallel-bank,15,13,13.9,True,3.74,10.12,Reconfigure ties; balance 13 transformer banks
IND-S00815,Dombivali,Maharashtra,0.11,sectionalized-ring,15,13,25.9,True,2.34,11.29,Reconfigure ties; balance 13 transformer banks
IND-S00816,Alūr,Karnataka,8.53,ring-main,15,13,15.7,False,4.82,10.81,Reconfigure ties; balance 13 transformer banks
IND-S00817,Ludhiana,Punjab,11.27,double-bus,15,13,21.9,True,4.01,10.86,Reconfigure ties; balance 13 transformer banks
IND-S00818,Thāne,Maharashtra,10.74,meshed-N-1,15,13,21.2,True,4.12,11.82,Reconfigure ties; balance 13 transformer banks
IND-S00819,Bhawānipatna,Odisha,0.0,radial-spur,15,13,22.3,False,2.45,11.43,Reconfigure ties; balance 13 transformer banks
IND-S00820,Delhi,Delhi,11.75,parallel-bank,15,13,17.8,True,2.89,10.9,Reconfigure ties; balance 13 transformer banks
IND-S00821,Chennai,Tamil Nadu,0.0,sectionalized-ring,15,13,15.9,True,3.29,10.24,Reconfigure ties; balance 13 transformer banks
IND-S00822,Nadiād,Gujarat,0.0,ring-main,15,13,20.1,False,4.28,11.74,Reconfigure ties; balance 13 transformer banks
IND-S00823,Indore,Madhya Pradesh,8.65,double-bus,15,13,26.1,True,5.23,11.12,Reconfigure ties; balance 13 transformer banks
IND-S00824,Kurnool,Andhra Pradesh,28.79,meshed-N-1,15,13,21.8,True,3.81,12.26,Reconfigure ties; balance 13 transformer banks
IND-S00825,Jāmuria,West Bengal,9.02,radial-spur,15,13,13.7,False,3.17,12.43,Reconfigure ties; balance 13 transformer banks
IND-S00826,Ahmedabad,Gujarat,0.0,parallel-bank,15,13,18.4,True,4.7,10.68,Reconfigure ties; balance 13 transformer banks
IND-S00827,Arrāhi,Bihar,8.64,sectionalized-ring,15,13,17.8,True,3.44,11.7,Reconfigure ties; balance 13 transformer banks
IND-S00828,Bhopal,Madhya Pradesh,8.97,ring-main,15,13,16.7,False,1.58,11.16,Reconfigure ties; balance 13 transformer banks
IND-S00829,Nagpur,Maharashtra,0.0,double-bus,15,13,15.6,True,4.37,10.53,Reconfigure ties; balance 13 transformer banks
IND-S00830,Sonīpat,Haryana,0.15,meshed-N-1,15,13,16.9,True,2.09,11.67,Reconfigure ties; balance 13 transformer banks
IND-S00831,Chennai,Tamil Nadu,0.2,radial-spur,15,13,19.0,False,2.88,12.19,Reconfigure ties; balance 13 transformer banks
IND-S00832,Bengaluru,Karnataka,0.32,parallel-bank,15,13,19.9,True,3.85,11.15,Reconfigure ties; balance 13 transformer banks
IND-S00833,Dhamtari,Chhattisgarh,0.0,sectionalized-ring,15,13,15.3,True,3.95,11.75,Reconfigure ties; balance 13 transformer banks
IND-S00834,Tindivanam,Tamil Nadu,8.57,ring-main,15,13,23.0,False,3.89,10.94,Reconfigure ties; balance 13 transformer banks
IND-S00835,Verāval,Gujarat,0.0,double-bus,15,13,19.6,True,6.05,11.38,Reconfigure ties; balance 13 transformer banks
IND-S00836,Varanasi,Uttar Pradesh,34.67,meshed-N-1,15,13,21.4,True,1.77,9.83,Reconfigure ties; balance 13 transformer banks
IND-S00837,Jaleshwar,Odisha,8.38,radial-spur,15,13,19.8,False,4.17,11.98,Reconfigure ties; balance 13 transformer banks
IND-S00838,Palakkad,Kerala,8.61,parallel-bank,15,13,15.7,True,4.5,11.76,Reconfigure ties; balance 13 transformer banks
IND-S00839,Mangaluru,Karnataka,10.46,sectionalized-ring,15,13,24.3,True,3.33,11.12,Reconfigure ties; balance 13 transformer banks
IND-S00840,Bhubaneswar,Odisha,0.23,ring-main,15,13,21.9,False,3.26,11.17,Reconfigure ties; balance 13 transformer banks
IND-S00841,Madurai,Tamil Nadu,0.13,double-bus,15,13,30.3,True,2.49,11.97,Reconfigure ties; balance 13 transformer banks
IND-S00842,Vadodara,Gujarat,0.0,meshed-N-1,15,13,21.8,True,3.45,11.84,Reconfigure ties; balance 13 transformer banks
IND-S00843,Māndal,Rajasthan,0.0,radial-spur,15,13,18.2,False,5.56,11.36,Reconfigure ties; balance 13 transformer banks
IND-S00844,Hubballi,Karnataka,0.0,parallel-bank,15,13,22.5,True,4.97,10.79,Reconfigure ties; balance 13 transformer banks
IND-S00845,Mohali,Punjab,0.0,sectionalized-ring,15,13,19.3,True,3.48,12.05,Reconfigure ties; balance 13 transformer banks
IND-S00846,Panipat,Haryana,8.53,ring-main,15,13,21.7,False,3.36,10.88,Reconfigure ties; balance 13 transformer banks
IND-S00847,Tripura Hub Generation,Tripura,0.0,double-bus,15,13,13.0,True,1.43,11.91,Reconfigure ties; balance 13 transformer banks
IND-S00848,Nowrangapur,Odisha,8.71,meshed-N-1,15,13,19.9,True,3.87,11.17,Reconfigure ties; balance 13 transformer banks
IND-S00849,Hanumāngarh,Rajasthan,9.02,radial-spur,15,13,15.2,False,4.43,12.51,Reconfigure ties; balance 13 transformer banks
IND-S00850,Thiruvananthapuram,Kerala,0.17,parallel-bank,15,13,20.7,True,3.48,11.58,Reconfigure ties; balance 13 transformer banks
IND-S00851,Gwalior,Madhya Pradesh,11.78,sectionalized-ring,15,13,22.5,True,3.41,11.91,Reconfigure ties; balance 13 transformer banks
IND-S00852,Srinagar,Jammu and Kashmir,8.4,ring-main,15,13,23.3,False,3.2,12.42,Reconfigure ties; balance 13 transformer banks
IND-S00853,Kadayal,Tamil Nadu,0.0,double-bus,15,13,20.6,True,3.61,11.38,Reconfigure ties; balance 13 transformer banks
IND-S00854,Jūnāgadh,Gujarat,0.0,meshed-N-1,15,13,15.9,True,6.23,10.23,Reconfigure ties; balance 13 transformer banks
IND-S00855,Puruliya,West Bengal,0.0,radial-spur,15,13,25.8,False,5.05,11.3,Reconfigure ties; balance 13 transformer banks
IND-S00856,Siddhapur,Gujarat,0.0,parallel-bank,15,13,26.1,True,3.64,11.81,Reconfigure ties; balance 13 transformer banks
IND-S00857,Muhamma,Kerala,8.45,sectionalized-ring,15,13,24.3,True,4.95,12.02,Reconfigure ties; balance 13 transformer banks
IND-S00858,Jamnagar,Gujarat,0.19,ring-main,15,13,23.4,False,4.97,10.7,Reconfigure ties; balance 13 transformer banks
IND-S00859,Māvelikara,Kerala,0.0,double-bus,15,13,25.6,True,3.14,11.95,Reconfigure ties; balance 13 transformer banks
IND-S00860,Jaipur,Rajasthan,29.62,meshed-N-1,15,13,22.8,True,4.34,12.39,Reconfigure ties; balance 13 transformer banks
IND-S00861,Pune,Maharashtra,0.0,radial-spur,15,13,23.7,False,1.25,11.97,Reconfigure ties; balance 13 transformer banks
IND-S00862,Surat,Gujarat,32.07,parallel-bank,15,13,26.3,True,4.0,11.9,Reconfigure ties; balance 13 transformer banks
IND-S00863,Telangana Hub Generation,Telangana,0.0,sectionalized-ring,15,13,30.5,True,3.36,12.26,Reconfigure ties; balance 13 transformer banks
IND-S00864,Nowrangapur,Odisha,0.0,ring-main,15,13,22.3,False,2.29,11.11,Reconfigure ties; balance 13 transformer banks
IND-S00865,Surat,Gujarat,0.0,double-bus,15,13,17.7,True,4.51,12.81,Reconfigure ties; balance 13 transformer banks
IND-S00866,Hirmi,Chhattisgarh,0.0,meshed-N-1,15,13,23.5,True,2.93,11.52,Reconfigure ties; balance 13 transformer banks
IND-S00867,Delhi,Delhi,2.24,radial-spur,15,13,13.4,False,2.13,12.35,Reconfigure ties; balance 13 transformer banks
IND-S00868,Tiruchirappalli,Tamil Nadu,0.0,parallel-bank,15,13,22.1,True,3.47,12.09,Reconfigure ties; balance 13 transformer banks
IND-S00869,Gajuwaka,Andhra Pradesh,8.72,sectionalized-ring,15,13,20.0,True,5.05,11.79,Reconfigure ties; balance 13 transformer banks
IND-S00870,Ujjain,Madhya Pradesh,0.01,ring-main,15,13,21.5,False,3.91,11.06,Reconfigure ties; balance 13 transformer banks
IND-S00871,Gangavati,Karnataka,0.13,double-bus,15,13,24.7,True,3.95,11.08,Reconfigure ties; balance 13 transformer banks
IND-S00872,Srinagar,Jammu and Kashmir,0.0,meshed-N-1,15,13,18.3,True,4.48,11.24,Reconfigure ties; balance 13 transformer banks
IND-S00873,Varanasi,Uttar Pradesh,0.12,radial-spur,15,13,22.5,False,3.12,11.84,Reconfigure ties; balance 13 transformer banks
IND-S00874,Cuttack,Odisha,8.6,parallel-bank,15,13,25.9,True,2.48,12.07,Reconfigure ties; balance 13 transformer banks
IND-S00875,Surat,Gujarat,9.77,sectionalized-ring,15,13,22.7,True,4.84,12.58,Reconfigure ties; balance 13 transformer banks
IND-S00876,Ghāziābād,Uttar Pradesh,0.16,ring-main,15,13,21.9,False,1.9,11.64,Reconfigure ties; balance 13 transformer banks
IND-S00877,Kakrāla,Uttar Pradesh,0.0,double-bus,15,13,20.0,True,4.3,10.3,Reconfigure ties; balance 13 transformer banks
IND-S00878,Durgapur,West Bengal,0.0,meshed-N-1,15,13,17.3,True,5.51,10.69,Reconfigure ties; balance 13 transformer banks
IND-S00879,Belagavi,Karnataka,8.63,radial-spur,15,13,18.6,False,4.49,11.28,Reconfigure ties; balance 13 transformer banks
IND-S00880,Bengaluru,Karnataka,0.0,parallel-bank,15,13,21.0,True,4.68,12.4,Reconfigure ties; balance 13 transformer banks
IND-S00881,Arrekandige,Karnataka,8.77,sectionalized-ring,15,13,18.5,True,2.92,10.81,Reconfigure ties; balance 13 transformer banks
IND-S00882,Ahmedabad,Gujarat,0.0,ring-main,15,13,25.3,False,6.95,11.58,Reconfigure ties; balance 13 transformer banks
IND-S00883,Navsari,Gujarat,0.0,double-bus,15,13,17.4,True,4.47,11.27,Reconfigure ties; balance 13 transformer banks
IND-S00884,Jamkhandi,Karnataka,36.74,meshed-N-1,15,13,19.4,True,4.74,11.02,Reconfigure ties; balance 13 transformer banks
IND-S00885,Gokak,Karnataka,0.09,radial-spur,15,13,20.0,False,2.02,12.28,Reconfigure ties; balance 13 transformer banks
IND-S00886,Jabalpur,Madhya Pradesh,8.52,parallel-bank,15,13,16.9,True,1.81,11.12,Reconfigure ties; balance 13 transformer banks
IND-S00887,Bārān,Rajasthan,8.47,sectionalized-ring,15,13,20.7,True,2.9,11.09,Reconfigure ties; balance 13 transformer banks
IND-S00888,Bar Bigha,Bihar,8.8,ring-main,15,13,19.6,False,4.72,12.44,Reconfigure ties; balance 13 transformer banks
IND-S00889,Puducherry,Puducherry,0.0,double-bus,15,13,20.2,True,2.41,12.65,Reconfigure ties; balance 13 transformer banks
IND-S00890,Jharkhand Hub Generation,Jharkhand,8.52,meshed-N-1,15,13,19.1,True,2.13,11.3,Reconfigure ties; balance 13 transformer banks
IND-S00891,Mirzāpur,Uttar Pradesh,0.0,radial-spur,15,13,22.9,False,3.43,12.65,Reconfigure ties; balance 13 transformer banks
IND-S00892,Nāgireddipalli,Andhra Pradesh,8.74,parallel-bank,15,13,25.2,True,2.76,11.79,Reconfigure ties; balance 13 transformer banks
IND-S00893,Shahdol,Madhya Pradesh,0.1,sectionalized-ring,15,13,12.0,True,3.7,11.62,Reconfigure ties; balance 13 transformer banks
IND-S00894,Ajmer,Rajasthan,0.0,ring-main,15,13,18.8,False,4.67,12.32,Reconfigure ties; balance 13 transformer banks
IND-S00895,Kotma,Madhya Pradesh,8.65,double-bus,15,13,26.2,True,3.16,10.84,Reconfigure ties; balance 13 transformer banks
IND-S00896,Ankadihi,Odisha,0.0,meshed-N-1,15,13,19.8,True,3.21,10.13,Reconfigure ties; balance 13 transformer banks
IND-S00897,Bhubaneswar,Odisha,0.0,radial-spur,15,13,24.6,False,2.63,11.33,Reconfigure ties; balance 13 transformer banks
IND-S00898,Rasapūdipalem,Andhra Pradesh,0.09,parallel-bank,15,13,23.6,True,4.67,11.62,Reconfigure ties; balance 13 transformer banks
IND-S00899,Ghāziābād,Uttar Pradesh,8.71,sectionalized-ring,15,13,18.9,True,4.34,13.2,Reconfigure ties; balance 13 transformer banks
IND-S00900,Bīsalpur,Uttar Pradesh,0.05,ring-main,15,13,28.6,False,2.89,10.9,Reconfigure ties; balance 13 transformer banks
IND-S00901,Bhubaneswar,Odisha,0.21,double-bus,15,13,23.8,True,2.64,11.4,Reconfigure ties; balance 13 transformer banks
IND-S00902,Tiruchirappalli,Tamil Nadu,0.1,meshed-N-1,15,13,12.0,True,3.31,10.76,Reconfigure ties; balance 13 transformer banks
IND-S00903,Avaniyāpuram,Tamil Nadu,8.77,radial-spur,15,13,19.1,False,5.37,12.34,Reconfigure ties; balance 13 transformer banks
IND-S00904,Patna,Bihar,0.0,parallel-bank,15,13,21.6,True,3.98,11.94,Reconfigure ties; balance 13 transformer banks
IND-S00905,Dhāmpur,Uttar Pradesh,11.75,sectionalized-ring,15,13,26.2,True,2.87,11.44,Reconfigure ties; balance 13 transformer banks
IND-S00906,Āsansol,West Bengal,8.75,ring-main,15,13,18.9,False,1.2,12.46,Reconfigure ties; balance 13 transformer banks
IND-S00907,Jhanjhārpur,Bihar,0.0,double-bus,15,13,22.4,True,4.14,10.55,Reconfigure ties; balance 13 transformer banks
IND-S00908,Kolār,Karnataka,0.0,meshed-N-1,15,13,17.9,True,3.61,11.69,Reconfigure ties; balance 13 transformer banks
IND-S00909,Budaun,Uttar Pradesh,8.83,radial-spur,15,13,23.1,False,2.27,11.67,Reconfigure ties; balance 13 transformer banks
IND-S00910,Meerut,Uttar Pradesh,9.51,parallel-bank,15,13,19.1,True,4.03,11.22,Reconfigure ties; balance 13 transformer banks
IND-S00911,Chennai,Tamil Nadu,10.11,sectionalized-ring,15,13,17.3,True,1.5,12.54,Reconfigure ties; balance 13 transformer banks
IND-S00912,Mannargudi,Tamil Nadu,8.47,ring-main,15,13,19.9,False,3.03,11.41,Reconfigure ties; balance 13 transformer banks
IND-S00913,Ambala Sadar,Haryana,0.01,double-bus,15,13,24.8,True,4.16,11.91,Reconfigure ties; balance 13 transformer banks
IND-S00914,Dewas,Madhya Pradesh,0.08,meshed-N-1,15,13,13.8,True,3.81,11.41,Reconfigure ties; balance 13 transformer banks
IND-S00915,Gujarat Hub Generation,Gujarat,8.64,radial-spur,15,13,20.5,False,5.14,11.67,Reconfigure ties; balance 13 transformer banks
IND-S00916,Āsansol,West Bengal,0.04,parallel-bank,15,13,22.3,True,4.99,10.9,Reconfigure ties; balance 13 transformer banks
IND-S00917,Ambattur,Tamil Nadu,0.01,sectionalized-ring,15,13,22.3,True,5.03,10.7,Reconfigure ties; balance 13 transformer banks
IND-S00918,Nizāmābād,Telangana,0.0,ring-main,15,13,17.0,False,1.94,12.24,Reconfigure ties; balance 13 transformer banks
IND-S00919,Meghnagar,Madhya Pradesh,8.64,double-bus,15,13,20.6,True,3.11,11.03,Reconfigure ties; balance 13 transformer banks
IND-S00920,Madurai,Tamil Nadu,0.15,meshed-N-1,15,13,25.3,True,2.12,11.27,Reconfigure ties; balance 13 transformer banks
IND-S00921,Naya Bāzār,Sikkim,0.0,radial-spur,15,13,21.8,False,3.99,11.73,Reconfigure ties; balance 13 transformer banks
IND-S00922,Ahmedabad,Gujarat,0.21,parallel-bank,15,13,32.5,True,4.14,12.12,Reconfigure ties; balance 13 transformer banks
IND-S00923,Ahmedabad,Gujarat,8.62,sectionalized-ring,15,13,16.9,True,4.26,12.32,Reconfigure ties; balance 13 transformer banks
IND-S00924,Bhilwara,Rajasthan,8.47,ring-main,15,13,15.6,False,4.28,10.99,Reconfigure ties; balance 13 transformer banks
IND-S00925,Munger,Bihar,8.81,double-bus,15,13,26.5,True,1.65,11.12,Reconfigure ties; balance 13 transformer banks
IND-S00926,Mangaluru,Karnataka,0.0,meshed-N-1,15,13,26.6,True,4.74,11.57,Reconfigure ties; balance 13 transformer banks
IND-S00927,Dehradun,Uttarakhand,9.16,radial-spur,15,13,12.0,False,2.32,12.54,Reconfigure ties; balance 13 transformer banks
IND-S00928,Mulugu,Telangana,0.0,parallel-bank,15,13,24.8,True,4.52,12.64,Reconfigure ties; balance 13 transformer banks
IND-S00929,Amritsar,Punjab,0.0,sectionalized-ring,15,13,19.6,True,2.36,11.17,Reconfigure ties; balance 13 transformer banks
IND-S00930,Telangana Hub Generation,Telangana,0.0,ring-main,15,13,22.1,False,5.69,11.9,Reconfigure ties; balance 13 transformer banks
IND-S00931,Silvassa,Dadra and Nagar Haveli and Daman and Diu,0.02,double-bus,15,13,20.2,True,2.43,11.22,Reconfigure ties; balance 13 transformer banks
IND-S00932,Surat,Gujarat,0.45,meshed-N-1,15,13,23.7,True,4.83,11.13,Reconfigure ties; balance 13 transformer banks
IND-S00933,Howrah,West Bengal,0.3,radial-spur,15,13,19.4,False,4.38,11.08,Reconfigure ties; balance 13 transformer banks
IND-S00934,Soron,Uttar Pradesh,0.09,parallel-bank,15,13,24.0,True,2.81,11.84,Reconfigure ties; balance 13 transformer banks
IND-S00935,Ongole,Andhra Pradesh,8.93,sectionalized-ring,15,13,28.0,True,1.45,11.77,Reconfigure ties; balance 13 transformer banks
IND-S00936,Dalūpura,Delhi,0.0,ring-main,15,13,17.9,False,2.73,11.26,Reconfigure ties; balance 13 transformer banks
IND-S00937,Jalandhar,Punjab,8.36,double-bus,15,13,18.2,True,5.62,11.94,Reconfigure ties; balance 13 transformer banks
IND-S00938,Mumbai,Maharashtra,0.0,meshed-N-1,15,13,18.4,True,4.17,10.95,Reconfigure ties; balance 13 transformer banks
IND-S00939,Erode,Tamil Nadu,8.41,radial-spur,15,13,26.8,False,5.69,11.52,Reconfigure ties; balance 13 transformer banks
IND-S00940,Sholapur,Maharashtra,0.86,parallel-bank,15,13,22.7,True,1.39,12.5,Reconfigure ties; balance 13 transformer banks
IND-S00941,Siliguri,West Bengal,0.0,sectionalized-ring,15,13,22.9,True,2.62,11.34,Reconfigure ties; balance 13 transformer banks
IND-S00942,Dombivali,Maharashtra,0.55,ring-main,15,13,24.0,False,4.35,12.2,Reconfigure ties; balance 13 transformer banks
IND-S00943,Kallamchavadi,Tamil Nadu,8.75,double-bus,15,13,18.5,True,4.93,11.82,Reconfigure ties; balance 13 transformer banks
IND-S00944,Kunnamangalam,Kerala,8.38,meshed-N-1,15,13,19.2,True,4.65,11.9,Reconfigure ties; balance 13 transformer banks
IND-S00945,Pimpri,Maharashtra,9.48,radial-spur,15,13,20.2,False,3.17,11.3,Reconfigure ties; balance 13 transformer banks
IND-S00946,Virār,Maharashtra,0.14,parallel-bank,15,13,21.2,True,4.97,11.08,Reconfigure ties; balance 13 transformer banks
IND-S00947,Sāhibganj,Jharkhand,8.68,sectionalized-ring,15,13,20.2,True,1.2,11.59,Reconfigure ties; balance 13 transformer banks
IND-S00948,Āsansol,West Bengal,8.49,ring-main,15,13,17.6,False,3.63,12.27,Reconfigure ties; balance 13 transformer banks
IND-S00949,Jasdan,Gujarat,0.0,double-bus,15,13,20.4,True,3.43,12.87,Reconfigure ties; balance 13 transformer banks
IND-S00950,Kollam,Kerala,8.61,meshed-N-1,15,13,27.2,True,4.22,11.86,Reconfigure ties; balance 13 transformer banks
IND-S00951,Raipur,Chhattisgarh,0.24,radial-spur,15,13,23.4,False,6.55,11.38,Reconfigure ties; balance 13 transformer banks
IND-S00952,Kukatpally,Telangana,8.71,parallel-bank,15,13,26.2,True,4.1,11.12,Reconfigure ties; balance 13 transformer banks
IND-S00953,Amrethu,Uttar Pradesh,8.81,sectionalized-ring,15,13,25.6,True,3.43,11.25,Reconfigure ties; balance 13 transformer banks
IND-S00954,Pathānkot,Punjab,0.0,ring-main,15,13,16.5,False,4.19,12.31,Reconfigure ties; balance 13 transformer banks
IND-S00955,Kanchipuram,Tamil Nadu,45.85,double-bus,15,13,21.3,True,2.82,11.7,Reconfigure ties; balance 13 transformer banks
IND-S00956,Raigarh,Chhattisgarh,0.0,meshed-N-1,15,13,27.5,True,3.17,10.71,Reconfigure ties; balance 13 transformer banks
IND-S00957,Guntur,Andhra Pradesh,0.35,radial-spur,15,13,15.1,False,3.32,10.83,Reconfigure ties; balance 13 transformer banks
IND-S00958,Gandhinagar,Gujarat,0.0,parallel-bank,15,13,15.4,True,3.92,11.96,Reconfigure ties; balance 13 transformer banks
IND-S00959,Mumbai,Maharashtra,9.71,sectionalized-ring,15,13,25.0,True,4.37,10.89,Reconfigure ties; balance 13 transformer banks
IND-S00960,Bahadurgarh,Haryana,0.0,ring-main,15,13,19.3,False,5.38,11.55,Reconfigure ties; balance 13 transformer banks
IND-S00961,Merta,Rajasthan,8.73,double-bus,15,13,20.3,True,4.34,10.73,Reconfigure ties; balance 13 transformer banks
IND-S00962,Varanasi,Uttar Pradesh,0.09,meshed-N-1,15,13,22.7,True,3.89,11.05,Reconfigure ties; balance 13 transformer banks
IND-S00963,Pathānkot,Punjab,0.01,radial-spur,15,13,20.1,False,3.23,11.16,Reconfigure ties; balance 13 transformer banks
IND-S00964,Anakapalle,Andhra Pradesh,0.0,parallel-bank,15,13,23.3,True,3.54,11.52,Reconfigure ties; balance 13 transformer banks
IND-S00965,Faridabad,Haryana,0.0,sectionalized-ring,15,13,21.1,True,3.58,10.96,Reconfigure ties; balance 13 transformer banks
IND-S00966,Aurangābād,Bihar,0.0,ring-main,15,13,19.7,False,3.64,10.86,Reconfigure ties; balance 13 transformer banks
IND-S00967,Ujjain,Madhya Pradesh,11.96,double-bus,15,13,18.7,True,3.98,11.42,Reconfigure ties; balance 13 transformer banks
IND-S00968,Jamālpur,Bihar,8.82,meshed-N-1,15,13,19.7,True,3.32,12.39,Reconfigure ties; balance 13 transformer banks
IND-S00969,Madurai,Tamil Nadu,0.0,radial-spur,15,13,24.9,False,3.13,10.71,Reconfigure ties; balance 13 transformer banks
IND-S00970,Ānaiyūr,Tamil Nadu,0.0,parallel-bank,15,13,20.1,True,3.78,11.44,Reconfigure ties; balance 13 transformer banks
IND-S00971,Jharkhand Hub Generation,Jharkhand,0.0,sectionalized-ring,15,13,24.3,True,2.64,11.6,Reconfigure ties; balance 13 transformer banks
IND-S00972,Panipat,Haryana,0.0,ring-main,15,13,16.0,False,4.41,10.68,Reconfigure ties; balance 13 transformer banks
IND-S00973,Jamnagar,Gujarat,0.07,double-bus,15,13,22.7,True,4.13,11.16,Reconfigure ties; balance 13 transformer banks
IND-S00974,Sirsi,Karnataka,8.82,meshed-N-1,15,13,20.6,True,3.76,10.64,Reconfigure ties; balance 13 transformer banks
IND-S00975,Deoghar,Jharkhand,0.0,radial-spur,15,13,24.1,False,3.41,10.93,Reconfigure ties; balance 13 transformer banks
IND-S00976,Sholapur,Maharashtra,9.72,parallel-bank,15,13,24.5,True,4.47,11.71,Reconfigure ties; balance 13 transformer banks
IND-S00977,Māler Kotla,Punjab,8.44,sectionalized-ring,15,13,24.3,True,3.32,11.41,Reconfigure ties; balance 13 transformer banks
IND-S00978,Bāmor Kalān,Madhya Pradesh,0.0,ring-main,15,13,16.7,False,3.44,12.36,Reconfigure ties; balance 13 transformer banks
IND-S00979,Vijayawada,Andhra Pradesh,0.08,double-bus,15,13,22.8,True,5.95,11.27,Reconfigure ties; balance 13 transformer banks
IND-S00980,Dhanbad,Jharkhand,8.86,meshed-N-1,15,13,18.0,True,3.77,12.26,Reconfigure ties; balance 13 transformer banks
IND-S00981,Rajamahendravaram,Andhra Pradesh,0.0,radial-spur,15,13,23.5,False,1.6,12.64,Reconfigure ties; balance 13 transformer banks
IND-S00982,Durgapur,West Bengal,0.15,parallel-bank,15,13,21.2,True,5.07,11.47,Reconfigure ties; balance 13 transformer banks
IND-S00983,Satwās,Madhya Pradesh,0.0,sectionalized-ring,15,13,23.8,True,2.59,11.61,Reconfigure ties; balance 13 transformer banks
IND-S00984,Tellicherry,Kerala,0.0,ring-main,15,13,16.7,False,3.54,13.59,Reconfigure ties; balance 13 transformer banks
IND-S00985,Godhra,Gujarat,8.4,double-bus,15,13,21.9,True,3.71,12.09,Reconfigure ties; balance 13 transformer banks
IND-S00986,Najafgarh,Delhi,1.8,meshed-N-1,15,13,23.3,True,5.61,10.35,Reconfigure ties; balance 13 transformer banks
IND-S00987,Satna,Madhya Pradesh,0.0,radial-spur,15,13,20.3,False,3.01,10.49,Reconfigure ties; balance 13 transformer banks
IND-S00988,Itārsi,Madhya Pradesh,0.0,parallel-bank,15,13,22.5,True,4.86,12.67,Reconfigure ties; balance 13 transformer banks
IND-S00989,Surat,Gujarat,10.14,sectionalized-ring,15,13,18.6,True,3.14,11.22,Reconfigure ties; balance 13 transformer banks
IND-S00990,Manglaur,Uttarakhand,0.0,ring-main,15,13,20.9,False,3.64,11.37,Reconfigure ties; balance 13 transformer banks
IND-S00991,Surat,Gujarat,11.43,double-bus,15,13,17.5,True,3.66,12.09,Reconfigure ties; balance 13 transformer banks
