scenario_id,initiating_node,timestamp,offset_minutes,load_pct,voltage_pu,frequency_hz,temperature_c,power_factor,breaker_state
IND-S00732,IN-C15549-GEN04,2026-08-23 11:40:00+00:00,30,79.85,0.9915,49.869,57.4,0.979,CLOSED
IND-S00732,IN-C15549-GEN04,2026-08-23 11:45:00+00:00,35,81.38,0.9902,49.879,57.11,0.979,CLOSED
IND-S00732,IN-C15549-GEN04,2026-08-23 11:50:00+00:00,40,78.61,0.9968,49.873,56.68,0.979,CLOSED
IND-S00732,IN-C15549-GEN04,2026-08-23 11:55:00+00:00,45,80.67,0.9925,49.872,56.67,0.979,CLOSED
IND-S00732,IN-C15549-GEN04,2026-08-23 12:00:00+00:00,50,72.28,1.0017,49.867,56.61,0.979,CLOSED
IND-S00732,IN-C15549-GEN04,2026-08-23 12:05:00+00:00,55,77.02,0.9909,49.867,58.69,0.979,CLOSED
IND-S00732,IN-C15549-GEN04,2026-08-23 12:10:00+00:00,60,80.49,0.9862,49.875,58.16,0.979,CLOSED
IND-S00733,IN-C07865-GEN09,2026-08-26 19:30:00+00:00,-55,122.31,0.9246,49.643,72.36,0.95,CLOSED
IND-S00733,IN-C07865-GEN09,2026-08-26 19:35:00+00:00,-50,119.52,0.9273,49.65,72.93,0.95,CLOSED
IND-S00733,IN-C07865-GEN09,2026-08-26 19:40:00+00:00,-45,116.41,0.9398,49.649,73.04,0.95,CLOSED
IND-S00733,IN-C07865-GEN09,2026-08-26 19:45:00+00:00,-40,119.58,0.9296,49.651,69.47,0.95,CLOSED
IND-S00733,IN-C07865-GEN09,2026-08-26 19:50:00+00:00,-35,123.94,0.9307,49.649,71.21,0.95,CLOSED
IND-S00733,IN-C07865-GEN09,2026-08-26 19:55:00+00:00,-30,124.55,0.928,49.66,73.85,0.95,CLOSED
IND-S00733,IN-C07865-GEN09,2026-08-26 20:00:00+00:00,-25,120.1,0.9336,49.651,73.02,0.95,CLOSED
IND-S00733,IN-C07865-GEN09,2026-08-26 20:05:00+00:00,-20,125.95,0.9244,49.653,73.04,0.95,CLOSED
IND-S00733,IN-C07865-GEN09,2026-08-26 20:10:00+00:00,-15,124.42,0.9185,49.651,74.04,0.95,CLOSED
IND-S00733,IN-C07865-GEN09,2026-08-26 20:15:00+00:00,-10,124.48,0.9179,49.641,74.22,0.95,CLOSED
IND-S00733,IN-C07865-GEN09,2026-08-26 20:20:00+00:00,-5,126.4,0.9214,49.646,72.79,0.95,CLOSED
IND-S00733,IN-C07865-GEN09,2026-08-26 20:25:00+00:00,0,125.22,0.9276,49.644,73.51,0.95,CLOSED
IND-S00733,IN-C07865-GEN09,2026-08-26 20:30:00+00:00,5,123.91,0.9319,49.649,73.19,0.95,CLOSED
IND-S00733,IN-C07865-GEN09,2026-08-26 20:35:00+00:00,10,125.88,0.9195,49.641,74.25,0.95,CLOSED
IND-S00733,IN-C07865-GEN09,2026-08-26 20:40:00+00:00,15,122.7,0.9262,49.646,74.5,0.95,CLOSED
IND-S00733,IN-C07865-GEN09,2026-08-26 20:45:00+00:00,20,122.34,0.9274,49.651,75.1,0.95,CLOSED
IND-S00733,IN-C07865-GEN09,2026-08-26 20:50:00+00:00,25,122.1,0.9289,49.648,73.89,0.95,CLOSED
IND-S00733,IN-C07865-GEN09,2026-08-26 20:55:00+00:00,30,124.65,0.9223,49.648,77.2,0.95,CLOSED
IND-S00733,IN-C07865-GEN09,2026-08-26 21:00:00+00:00,35,121.27,0.9334,49.644,71.48,0.95,CLOSED
IND-S00733,IN-C07865-GEN09,2026-08-26 21:05:00+00:00,40,124.17,0.9322,49.645,74.87,0.95,CLOSED
IND-S00733,IN-C07865-GEN09,2026-08-26 21:10:00+00:00,45,124.24,0.9269,49.641,73.22,0.95,CLOSED
IND-S00733,IN-C07865-GEN09,2026-08-26 21:15:00+00:00,50,124.96,0.9312,49.641,73.77,0.95,CLOSED
IND-S00733,IN-C07865-GEN09,2026-08-26 21:20:00+00:00,55,121.79,0.931,49.64,71.08,0.95,CLOSED
IND-S00733,IN-C07865-GEN09,2026-08-26 21:25:00+00:00,60,126.62,0.9178,49.64,72.29,0.95,CLOSED
IND-S00734,IN-C12787-SS,2026-08-25 09:45:00+00:00,-55,71.69,1.0074,49.906,56.77,0.949,CLOSED
IND-S00734,IN-C12787-SS,2026-08-25 09:50:00+00:00,-50,77.08,0.9903,49.901,59.98,0.949,CLOSED
IND-S00734,IN-C12787-SS,2026-08-25 09:55:00+00:00,-45,81.34,0.989,49.905,61.81,0.949,CLOSED
IND-S00734,IN-C12787-SS,2026-08-25 10:00:00+00:00,-40,79.23,0.9914,49.899,58.05,0.949,CLOSED
IND-S00734,IN-C12787-SS,2026-08-25 10:05:00+00:00,-35,80.15,0.9878,49.904,59.88,0.949,CLOSED
IND-S00734,IN-C12787-SS,2026-08-25 10:10:00+00:00,-30,76.77,0.9893,49.901,58.98,0.949,CLOSED
IND-S00734,IN-C12787-SS,2026-08-25 10:15:00+00:00,-25,75.79,0.9951,49.908,57.74,0.949,CLOSED
IND-S00734,IN-C12787-SS,2026-08-25 10:20:00+00:00,-20,80.23,0.9804,49.901,58.66,0.949,CLOSED
IND-S00734,IN-C12787-SS,2026-08-25 10:25:00+00:00,-15,86.77,0.9852,49.904,59.27,0.949,CLOSED
IND-S00734,IN-C12787-SS,2026-08-25 10:30:00+00:00,-10,75.76,1.0027,49.905,57.69,0.949,CLOSED
IND-S00734,IN-C12787-SS,2026-08-25 10:35:00+00:00,-5,80.55,0.9939,49.893,60.86,0.949,CLOSED
IND-S00734,IN-C12787-SS,2026-08-25 10:40:00+00:00,0,76.72,0.9998,49.901,60.24,0.949,CLOSED
IND-S00734,IN-C12787-SS,2026-08-25 10:45:00+00:00,5,83.43,0.9837,49.9,59.77,0.949,CLOSED
IND-S00734,IN-C12787-SS,2026-08-25 10:50:00+00:00,10,80.19,0.9892,49.904,60.26,0.949,CLOSED
IND-S00734,IN-C12787-SS,2026-08-25 10:55:00+00:00,15,82.11,0.9832,49.904,58.16,0.949,CLOSED
IND-S00734,IN-C12787-SS,2026-08-25 11:00:00+00:00,20,77.93,0.9928,49.899,59.38,0.949,CLOSED
IND-S00734,IN-C12787-SS,2026-08-25 11:05:00+00:00,25,76.75,0.9988,49.903,61.11,0.949,CLOSED
IND-S00734,IN-C12787-SS,2026-08-25 11:10:00+00:00,30,78.91,0.9912,49.897,58.44,0.949,CLOSED
IND-S00734,IN-C12787-SS,2026-08-25 11:15:00+00:00,35,83.59,0.978,49.903,59.91,0.949,CLOSED
IND-S00734,IN-C12787-SS,2026-08-25 11:20:00+00:00,40,78.61,1.0021,49.9,58.62,0.949,CLOSED
IND-S00734,IN-C12787-SS,2026-08-25 11:25:00+00:00,45,79.41,0.9962,49.894,60.59,0.949,CLOSED
IND-S00734,IN-C12787-SS,2026-08-25 11:30:00+00:00,50,77.8,0.9911,49.896,59.19,0.949,CLOSED
IND-S00734,IN-C12787-SS,2026-08-25 11:35:00+00:00,55,79.94,0.9871,49.892,60.94,0.949,CLOSED
IND-S00734,IN-C12787-SS,2026-08-25 11:40:00+00:00,60,76.37,0.9984,49.894,56.37,0.949,CLOSED
IND-S00735,IN-C15547-FD012,2026-08-14 04:35:00+00:00,-55,129.28,0.9162,49.659,74.18,0.958,CLOSED
IND-S00735,IN-C15547-FD012,2026-08-14 04:40:00+00:00,-50,129.7,0.9147,49.651,75.9,0.958,CLOSED
IND-S00735,IN-C15547-FD012,2026-08-14 04:45:00+00:00,-45,128.29,0.9164,49.649,74.6,0.958,CLOSED
IND-S00735,IN-C15547-FD012,2026-08-14 04:50:00+00:00,-40,129.13,0.9137,49.645,74.42,0.958,CLOSED
IND-S00735,IN-C15547-FD012,2026-08-14 04:55:00+00:00,-35,133.27,0.9118,49.653,76.07,0.958,CLOSED
IND-S00735,IN-C15547-FD012,2026-08-14 05:00:00+00:00,-30,135.0,0.9076,49.648,77.86,0.958,CLOSED
IND-S00735,IN-C15547-FD012,2026-08-14 05:05:00+00:00,-25,130.99,0.9123,49.65,75.97,0.958,CLOSED
IND-S00735,IN-C15547-FD012,2026-08-14 05:10:00+00:00,-20,130.58,0.916,49.649,74.57,0.958,CLOSED
IND-S00735,IN-C15547-FD012,2026-08-14 05:15:00+00:00,-15,127.24,0.9211,49.644,72.1,0.958,CLOSED
IND-S00735,IN-C15547-FD012,2026-08-14 05:20:00+00:00,-10,133.79,0.912,49.643,77.57,0.958,CLOSED
IND-S00735,IN-C15547-FD012,2026-08-14 05:25:00+00:00,-5,130.37,0.9195,49.646,75.43,0.958,CLOSED
IND-S00735,IN-C15547-FD012,2026-08-14 05:30:00+00:00,0,133.76,0.9121,49.641,77.06,0.958,CLOSED
IND-S00735,IN-C15547-FD012,2026-08-14 05:35:00+00:00,5,130.98,0.91,49.644,73.62,0.958,CLOSED
IND-S00735,IN-C15547-FD012,2026-08-14 05:40:00+00:00,10,134.2,0.9142,49.64,75.71,0.958,CLOSED
IND-S00735,IN-C15547-FD012,2026-08-14 05:45:00+00:00,15,131.42,0.9113,49.64,75.83,0.958,CLOSED
IND-S00735,IN-C15547-FD012,2026-08-14 05:50:00+00:00,20,135.0,0.9034,49.638,77.46,0.958,CLOSED
IND-S00735,IN-C15547-FD012,2026-08-14 05:55:00+00:00,25,132.72,0.9144,49.642,76.0,0.958,CLOSED
IND-S00735,IN-C15547-FD012,2026-08-14 06:00:00+00:00,30,135.0,0.906,49.644,76.32,0.958,CLOSED
IND-S00735,IN-C15547-FD012,2026-08-14 06:05:00+00:00,35,134.54,0.9111,49.637,77.13,0.958,CLOSED
IND-S00735,IN-C15547-FD012,2026-08-14 06:10:00+00:00,40,131.8,0.9162,49.644,75.1,0.958,CLOSED
IND-S00735,IN-C15547-FD012,2026-08-14 06:15:00+00:00,45,129.67,0.9177,49.637,76.63,0.958,CLOSED
IND-S00735,IN-C15547-FD012,2026-08-14 06:20:00+00:00,50,133.65,0.9044,49.639,75.94,0.958,CLOSED
IND-S00735,IN-C15547-FD012,2026-08-14 06:25:00+00:00,55,135.0,0.9036,49.638,76.41,0.958,CLOSED
IND-S00735,IN-C15547-FD012,2026-08-14 06:30:00+00:00,60,135.0,0.9045,49.641,73.94,0.958,CLOSED
IND-S00736,IN-C03286-GEN07,2026-08-11 11:10:00+00:00,-55,86.74,0.9827,49.847,57.09,0.985,CLOSED
IND-S00736,IN-C03286-GEN07,2026-08-11 11:15:00+00:00,-50,85.66,0.9826,49.851,55.41,0.985,CLOSED
IND-S00736,IN-C03286-GEN07,2026-08-11 11:20:00+00:00,-45,86.69,0.9768,49.849,59.55,0.985,CLOSED
IND-S00736,IN-C03286-GEN07,2026-08-11 11:25:00+00:00,-40,83.1,0.9777,49.856,55.6,0.985,CLOSED
IND-S00736,IN-C03286-GEN07,2026-08-11 11:30:00+00:00,-35,86.59,0.9844,49.851,58.07,0.985,CLOSED
IND-S00736,IN-C03286-GEN07,2026-08-11 11:35:00+00:00,-30,83.31,0.9926,49.853,56.25,0.985,CLOSED
IND-S00736,IN-C03286-GEN07,2026-08-11 11:40:00+00:00,-25,83.21,0.9846,49.851,55.84,0.985,CLOSED
IND-S00736,IN-C03286-GEN07,2026-08-11 11:45:00+00:00,-20,81.48,0.9842,49.856,55.96,0.985,CLOSED
IND-S00736,IN-C03286-GEN07,2026-08-11 11:50:00+00:00,-15,79.34,0.9973,49.858,53.25,0.985,CLOSED
IND-S00736,IN-C03286-GEN07,2026-08-11 11:55:00+00:00,-10,85.21,0.9832,49.856,56.39,0.985,CLOSED
IND-S00736,IN-C03286-GEN07,2026-08-11 12:00:00+00:00,-5,83.77,0.9837,49.856,54.78,0.985,CLOSED
IND-S00736,IN-C03286-GEN07,2026-08-11 12:05:00+00:00,0,81.83,0.9875,49.848,53.15,0.985,CLOSED
IND-S00736,IN-C03286-GEN07,2026-08-11 12:10:00+00:00,5,85.47,0.9815,49.85,56.73,0.985,CLOSED
IND-S00736,IN-C03286-GEN07,2026-08-11 12:15:00+00:00,10,81.82,0.9872,49.854,56.72,0.985,CLOSED
IND-S00736,IN-C03286-GEN07,2026-08-11 12:20:00+00:00,15,84.41,0.9823,49.845,56.38,0.985,CLOSED
IND-S00736,IN-C03286-GEN07,2026-08-11 12:25:00+00:00,20,83.68,0.9867,49.852,58.87,0.985,CLOSED
IND-S00736,IN-C03286-GEN07,2026-08-11 12:30:00+00:00,25,83.52,0.99,49.851,54.31,0.985,CLOSED
IND-S00736,IN-C03286-GEN07,2026-08-11 12:35:00+00:00,30,86.98,0.9799,49.849,57.03,0.985,CLOSED
IND-S00736,IN-C03286-GEN07,2026-08-11 12:40:00+00:00,35,85.8,0.9858,49.857,56.7,0.985,CLOSED
IND-S00736,IN-C03286-GEN07,2026-08-11 12:45:00+00:00,40,84.44,0.9799,49.853,55.71,0.985,CLOSED
IND-S00736,IN-C03286-GEN07,2026-08-11 12:50:00+00:00,45,83.09,0.9866,49.857,56.39,0.985,CLOSED
IND-S00736,IN-C03286-GEN07,2026-08-11 12:55:00+00:00,50,81.73,0.9865,49.849,53.78,0.985,CLOSED
IND-S00736,IN-C03286-GEN07,2026-08-11 13:00:00+00:00,55,83.49,0.9837,49.85,54.96,0.985,CLOSED
IND-S00736,IN-C03286-GEN07,2026-08-11 13:05:00+00:00,60,85.41,0.9837,49.853,55.78,0.985,CLOSED
IND-S00737,IN-C03299-FD011,2026-08-19 23:20:00+00:00,-55,93.18,0.9652,49.793,63.05,0.986,CLOSED
IND-S00737,IN-C03299-FD011,2026-08-19 23:25:00+00:00,-50,92.67,0.9676,49.797,58.19,0.986,CLOSED
IND-S00737,IN-C03299-FD011,2026-08-19 23:30:00+00:00,-45,95.01,0.9623,49.796,60.73,0.986,CLOSED
IND-S00737,IN-C03299-FD011,2026-08-19 23:35:00+00:00,-40,96.35,0.9624,49.795,62.65,0.986,CLOSED
IND-S00737,IN-C03299-FD011,2026-08-19 23:40:00+00:00,-35,95.07,0.9624,49.796,63.49,0.986,CLOSED
IND-S00737,IN-C03299-FD011,2026-08-19 23:45:00+00:00,-30,97.15,0.9616,49.796,61.69,0.986,CLOSED
IND-S00737,IN-C03299-FD011,2026-08-19 23:50:00+00:00,-25,92.31,0.9659,49.792,61.18,0.986,CLOSED
IND-S00737,IN-C03299-FD011,2026-08-19 23:55:00+00:00,-20,93.13,0.9688,49.802,59.61,0.986,CLOSED
IND-S00737,IN-C03299-FD011,2026-08-20 00:00:00+00:00,-15,96.34,0.9635,49.8,61.26,0.986,CLOSED
IND-S00737,IN-C03299-FD011,2026-08-20 00:05:00+00:00,-10,94.23,0.971,49.809,60.97,0.986,CLOSED
IND-S00737,IN-C03299-FD011,2026-08-20 00:10:00+00:00,-5,92.5,0.9736,49.803,61.74,0.986,CLOSED
IND-S00737,IN-C03299-FD011,2026-08-20 00:15:00+00:00,0,96.39,0.9677,49.803,59.58,0.986,CLOSED
IND-S00737,IN-C03299-FD011,2026-08-20 00:20:00+00:00,5,94.2,0.9741,49.796,61.29,0.986,CLOSED
IND-S00737,IN-C03299-FD011,2026-08-20 00:25:00+00:00,10,90.63,0.973,49.797,57.42,0.986,CLOSED
IND-S00737,IN-C03299-FD011,2026-08-20 00:30:00+00:00,15,98.54,0.9628,49.799,61.39,0.986,CLOSED
IND-S00737,IN-C03299-FD011,2026-08-20 00:35:00+00:00,20,92.83,0.9702,49.797,60.69,0.986,CLOSED
IND-S00737,IN-C03299-FD011,2026-08-20 00:40:00+00:00,25,95.24,0.961,49.802,61.53,0.986,CLOSED
IND-S00737,IN-C03299-FD011,2026-08-20 00:45:00+00:00,30,95.78,0.9573,49.806,63.35,0.986,CLOSED
IND-S00737,IN-C03299-FD011,2026-08-20 00:50:00+00:00,35,95.4,0.9674,49.797,63.02,0.986,CLOSED
IND-S00737,IN-C03299-FD011,2026-08-20 00:55:00+00:00,40,86.72,0.9789,49.798,59.69,0.986,CLOSED
IND-S00737,IN-C03299-FD011,2026-08-20 01:00:00+00:00,45,98.21,0.9612,49.796,64.07,0.986,CLOSED
IND-S00737,IN-C03299-FD011,2026-08-20 01:05:00+00:00,50,95.24,0.9715,49.802,60.52,0.986,CLOSED
IND-S00737,IN-C03299-FD011,2026-08-20 01:10:00+00:00,55,93.68,0.9715,49.797,61.59,0.986,CLOSED
IND-S00737,IN-C03299-FD011,2026-08-20 01:15:00+00:00,60,96.42,0.9598,49.799,60.13,0.986,CLOSED
IND-S00738,IN-C11561-FD021,2026-08-10 00:30:00+00:00,-55,81.12,0.9877,49.866,56.42,0.983,CLOSED
IND-S00738,IN-C11561-FD021,2026-08-10 00:35:00+00:00,-50,82.18,0.9851,49.866,57.16,0.983,CLOSED
IND-S00738,IN-C11561-FD021,2026-08-10 00:40:00+00:00,-45,82.8,0.9897,49.867,55.57,0.983,CLOSED
IND-S00738,IN-C11561-FD021,2026-08-10 00:45:00+00:00,-40,81.14,0.9873,49.869,54.92,0.983,CLOSED
IND-S00738,IN-C11561-FD021,2026-08-10 00:50:00+00:00,-35,82.29,0.9852,49.867,56.62,0.983,CLOSED
IND-S00738,IN-C11561-FD021,2026-08-10 00:55:00+00:00,-30,81.13,0.9913,49.869,55.64,0.983,CLOSED
IND-S00738,IN-C11561-FD021,2026-08-10 01:00:00+00:00,-25,81.53,0.9852,49.869,55.41,0.983,CLOSED
IND-S00738,IN-C11561-FD021,2026-08-10 01:05:00+00:00,-20,84.79,0.9783,49.864,55.72,0.983,CLOSED
IND-S00738,IN-C11561-FD021,2026-08-10 01:10:00+00:00,-15,84.37,0.9826,49.868,57.83,0.983,CLOSED
IND-S00738,IN-C11561-FD021,2026-08-10 01:15:00+00:00,-10,86.18,0.9794,49.863,57.98,0.983,CLOSED
IND-S00738,IN-C11561-FD021,2026-08-10 01:20:00+00:00,-5,82.92,0.9885,49.863,54.53,0.983,CLOSED
IND-S00738,IN-C11561-FD021,2026-08-10 01:25:00+00:00,0,79.86,0.9924,49.868,56.46,0.983,CLOSED
IND-S00738,IN-C11561-FD021,2026-08-10 01:30:00+00:00,5,82.88,0.9929,49.881,54.26,0.983,CLOSED
IND-S00738,IN-C11561-FD021,2026-08-10 01:35:00+00:00,10,82.1,0.9809,49.871,56.33,0.983,CLOSED
IND-S00738,IN-C11561-FD021,2026-08-10 01:40:00+00:00,15,82.19,0.9873,49.867,58.74,0.983,CLOSED
IND-S00738,IN-C11561-FD021,2026-08-10 01:45:00+00:00,20,82.23,0.988,49.87,57.23,0.983,CLOSED
IND-S00738,IN-C11561-FD021,2026-08-10 01:50:00+00:00,25,82.11,0.9842,49.871,57.72,0.983,CLOSED
IND-S00738,IN-C11561-FD021,2026-08-10 01:55:00+00:00,30,79.43,0.9876,49.872,54.78,0.983,CLOSED
IND-S00738,IN-C11561-FD021,2026-08-10 02:00:00+00:00,35,81.27,0.9916,49.865,55.73,0.983,CLOSED
IND-S00738,IN-C11561-FD021,2026-08-10 02:05:00+00:00,40,84.36,0.9837,49.868,58.09,0.983,CLOSED
IND-S00738,IN-C11561-FD021,2026-08-10 02:10:00+00:00,45,76.42,0.9924,49.866,56.38,0.983,CLOSED
IND-S00738,IN-C11561-FD021,2026-08-10 02:15:00+00:00,50,81.29,0.9873,49.862,55.11,0.983,CLOSED
IND-S00738,IN-C11561-FD021,2026-08-10 02:20:00+00:00,55,76.13,0.9977,49.87,54.51,0.983,CLOSED
IND-S00738,IN-C11561-FD021,2026-08-10 02:25:00+00:00,60,78.03,0.9924,49.868,55.57,0.983,CLOSED
IND-S00739,IN-C03288-GEN09,2026-08-03 05:20:00+00:00,-55,94.76,0.9661,49.808,63.8,0.99,CLOSED
IND-S00739,IN-C03288-GEN09,2026-08-03 05:25:00+00:00,-50,92.31,0.9714,49.805,63.11,0.99,CLOSED
IND-S00739,IN-C03288-GEN09,2026-08-03 05:30:00+00:00,-45,90.87,0.977,49.808,61.37,0.99,CLOSED
IND-S00739,IN-C03288-GEN09,2026-08-03 05:35:00+00:00,-40,91.68,0.9754,49.808,64.59,0.99,CLOSED
IND-S00739,IN-C03288-GEN09,2026-08-03 05:40:00+00:00,-35,85.9,0.9791,49.809,60.82,0.99,CLOSED
IND-S00739,IN-C03288-GEN09,2026-08-03 05:45:00+00:00,-30,91.13,0.982,49.817,62.47,0.99,CLOSED
IND-S00739,IN-C03288-GEN09,2026-08-03 05:50:00+00:00,-25,89.84,0.9805,49.804,63.84,0.99,CLOSED
IND-S00739,IN-C03288-GEN09,2026-08-03 05:55:00+00:00,-20,93.03,0.9704,49.809,64.03,0.99,CLOSED
IND-S00739,IN-C03288-GEN09,2026-08-03 06:00:00+00:00,-15,86.7,0.981,49.803,62.64,0.99,CLOSED
IND-S00739,IN-C03288-GEN09,2026-08-03 06:05:00+00:00,-10,93.53,0.969,49.803,63.73,0.99,CLOSED
IND-S00739,IN-C03288-GEN09,2026-08-03 06:10:00+00:00,-5,87.26,0.9855,49.811,62.3,0.99,CLOSED
IND-S00739,IN-C03288-GEN09,2026-08-03 06:15:00+00:00,0,92.45,0.9709,49.805,66.24,0.99,CLOSED
IND-S00739,IN-C03288-GEN09,2026-08-03 06:20:00+00:00,5,90.09,0.9814,49.805,62.09,0.99,CLOSED
IND-S00739,IN-C03288-GEN09,2026-08-03 06:25:00+00:00,10,94.63,0.9782,49.805,63.79,0.99,CLOSED
IND-S00739,IN-C03288-GEN09,2026-08-03 06:30:00+00:00,15,93.04,0.9725,49.804,66.99,0.99,CLOSED
IND-S00739,IN-C03288-GEN09,2026-08-03 06:35:00+00:00,20,90.16,0.9657,49.806,63.61,0.99,CLOSED
IND-S00739,IN-C03288-GEN09,2026-08-03 06:40:00+00:00,25,89.38,0.9781,49.805,60.15,0.99,CLOSED
IND-S00739,IN-C03288-GEN09,2026-08-03 06:45:00+00:00,30,86.51,0.9792,49.808,60.27,0.99,CLOSED
IND-S00739,IN-C03288-GEN09,2026-08-03 06:50:00+00:00,35,92.43,0.9723,49.804,64.29,0.99,CLOSED
IND-S00739,IN-C03288-GEN09,2026-08-03 06:55:00+00:00,40,92.03,0.9696,49.809,59.24,0.99,CLOSED
IND-S00739,IN-C03288-GEN09,2026-08-03 07:00:00+00:00,45,91.16,0.9804,49.803,63.62,0.99,CLOSED
IND-S00739,IN-C03288-GEN09,2026-08-03 07:05:00+00:00,50,92.07,0.9688,49.806,64.45,0.99,CLOSED
IND-S00739,IN-C03288-GEN09,2026-08-03 07:10:00+00:00,55,87.68,0.9706,49.808,63.54,0.99,CLOSED
IND-S00739,IN-C03288-GEN09,2026-08-03 07:15:00+00:00,60,83.47,0.9813,49.81,62.75,0.99,CLOSED
IND-S00740,IN-C19732-GEN04,2026-08-14 00:15:00+00:00,-55,124.28,0.9263,49.65,73.37,0.99,CLOSED
IND-S00740,IN-C19732-GEN04,2026-08-14 00:20:00+00:00,-50,128.87,0.9127,49.651,75.9,0.99,CLOSED
IND-S00740,IN-C19732-GEN04,2026-08-14 00:25:00+00:00,-45,134.43,0.9098,49.647,77.6,0.99,CLOSED
IND-S00740,IN-C19732-GEN04,2026-08-14 00:30:00+00:00,-40,132.11,0.9143,49.661,76.88,0.99,CLOSED
IND-S00740,IN-C19732-GEN04,2026-08-14 00:35:00+00:00,-35,135.0,0.9096,49.65,74.62,0.99,CLOSED
IND-S00740,IN-C19732-GEN04,2026-08-14 00:40:00+00:00,-30,134.97,0.9031,49.652,77.35,0.99,CLOSED
IND-S00740,IN-C19732-GEN04,2026-08-14 00:45:00+00:00,-25,134.1,0.9145,49.65,74.99,0.99,CLOSED
IND-S00740,IN-C19732-GEN04,2026-08-14 00:50:00+00:00,-20,130.9,0.9041,49.648,74.68,0.99,CLOSED
IND-S00740,IN-C19732-GEN04,2026-08-14 00:55:00+00:00,-15,130.52,0.9151,49.643,75.77,0.99,CLOSED
IND-S00740,IN-C19732-GEN04,2026-08-14 01:00:00+00:00,-10,133.74,0.9055,49.648,75.4,0.99,CLOSED
IND-S00740,IN-C19732-GEN04,2026-08-14 01:05:00+00:00,-5,131.59,0.9174,49.659,78.37,0.99,CLOSED
IND-S00740,IN-C19732-GEN04,2026-08-14 01:10:00+00:00,0,131.83,0.9102,49.652,76.74,0.99,CLOSED
IND-S00740,IN-C19732-GEN04,2026-08-14 01:15:00+00:00,5,135.0,0.9036,49.657,74.63,0.99,CLOSED
IND-S00740,IN-C19732-GEN04,2026-08-14 01:20:00+00:00,10,129.82,0.913,49.651,74.15,0.99,CLOSED
IND-S00740,IN-C19732-GEN04,2026-08-14 01:25:00+00:00,15,135.0,0.9055,49.65,76.89,0.99,CLOSED
IND-S00740,IN-C19732-GEN04,2026-08-14 01:30:00+00:00,20,135.0,0.9048,49.653,75.33,0.99,CLOSED
IND-S00740,IN-C19732-GEN04,2026-08-14 01:35:00+00:00,25,134.01,0.9099,49.652,76.9,0.99,CLOSED
IND-S00740,IN-C19732-GEN04,2026-08-14 01:40:00+00:00,30,135.0,0.9146,49.652,76.99,0.99,CLOSED
IND-S00740,IN-C19732-GEN04,2026-08-14 01:45:00+00:00,35,131.06,0.9099,49.649,74.16,0.99,CLOSED
IND-S00740,IN-C19732-GEN04,2026-08-14 01:50:00+00:00,40,130.73,0.915,49.645,77.34,0.99,CLOSED
IND-S00740,IN-C19732-GEN04,2026-08-14 01:55:00+00:00,45,132.15,0.9147,49.654,73.67,0.99,CLOSED
IND-S00740,IN-C19732-GEN04,2026-08-14 02:00:00+00:00,50,135.0,0.9099,49.651,75.4,0.99,CLOSED
IND-S00740,IN-C19732-GEN04,2026-08-14 02:05:00+00:00,55,135.0,0.9136,49.65,78.86,0.99,CLOSED
IND-S00740,IN-C19732-GEN04,2026-08-14 02:10:00+00:00,60,128.64,0.9109,49.645,73.73,0.99,CLOSED
IND-S00741,IN-C15780-SS,2026-08-22 14:00:00+00:00,-55,82.07,0.9887,49.862,61.88,0.985,CLOSED
IND-S00741,IN-C15780-SS,2026-08-22 14:05:00+00:00,-50,81.42,0.9899,49.873,60.2,0.985,CLOSED
IND-S00741,IN-C15780-SS,2026-08-22 14:10:00+00:00,-45,82.73,0.9818,49.861,59.76,0.985,CLOSED
IND-S00741,IN-C15780-SS,2026-08-22 14:15:00+00:00,-40,83.84,0.9832,49.866,60.5,0.985,CLOSED
IND-S00741,IN-C15780-SS,2026-08-22 14:20:00+00:00,-35,80.5,0.9826,49.861,61.19,0.985,CLOSED
IND-S00741,IN-C15780-SS,2026-08-22 14:25:00+00:00,-30,79.88,0.9907,49.856,60.12,0.985,CLOSED
IND-S00741,IN-C15780-SS,2026-08-22 14:30:00+00:00,-25,81.2,0.9882,49.857,62.42,0.985,CLOSED
IND-S00741,IN-C15780-SS,2026-08-22 14:35:00+00:00,-20,81.4,0.9905,49.865,59.66,0.985,CLOSED
IND-S00741,IN-C15780-SS,2026-08-22 14:40:00+00:00,-15,81.01,0.9846,49.863,61.97,0.985,CLOSED
IND-S00741,IN-C15780-SS,2026-08-22 14:45:00+00:00,-10,79.94,0.992,49.857,61.26,0.985,CLOSED
IND-S00741,IN-C15780-SS,2026-08-22 14:50:00+00:00,-5,78.46,0.9913,49.866,59.05,0.985,CLOSED
IND-S00741,IN-C15780-SS,2026-08-22 14:55:00+00:00,0,82.13,0.9911,49.87,59.9,0.985,CLOSED
IND-S00741,IN-C15780-SS,2026-08-22 15:00:00+00:00,5,81.67,0.9836,49.855,61.87,0.985,CLOSED
IND-S00741,IN-C15780-SS,2026-08-22 15:05:00+00:00,10,81.11,0.9836,49.862,63.75,0.985,CLOSED
IND-S00741,IN-C15780-SS,2026-08-22 15:10:00+00:00,15,80.54,0.9876,49.861,62.71,0.985,CLOSED
IND-S00741,IN-C15780-SS,2026-08-22 15:15:00+00:00,20,83.69,0.9769,49.864,62.9,0.985,CLOSED
