scenario_id,step,node_id,loading_pct,temp_c,voltage_pu_proxy,alive
IND-S01351,1,IN-MAH-HUB,0.0,92.92,0.0,0
IND-S01351,1,IN-C09282-SS,97.54,46.75,0.9327,1
IND-S01351,1,IN-C09283-SS,97.54,48.48,0.9477,1
IND-S01351,1,IN-C09284-SS,97.54,48.62,0.9777,1
IND-S01351,1,IN-C09285-SS,97.54,46.2,0.9597,1
IND-S01351,1,IN-C09286-SS,89.53,45.38,0.9925,1
IND-S01351,1,IN-C09287-SS,89.53,52.82,0.9315,1
IND-S01351,1,IN-C09288-SS,89.53,49.03,0.9245,1
IND-S01351,1,IN-C09289-SS,0.0,85.61,0.0,0
IND-S01351,1,IN-C09290-SS,0.0,149.48,0.0,0
IND-S01351,1,IN-C09291-SS,89.53,53.8,0.9255,1
IND-S01351,1,IN-C09292-SS,89.53,52.95,0.9915,1
IND-S01351,1,IN-C09293-SS,89.53,50.98,0.9485,1
IND-S01351,1,IN-C09294-SS,0.0,54.22,0.994,1
IND-S01351,1,IN-C09295-SS,0.0,53.25,1.031,1
IND-S01351,1,IN-C09296-SS,0.0,46.6,0.976,1
IND-S01351,1,IN-C09297-SS,0.0,46.7,1.026,1
IND-S01351,1,IN-C09298-SS,0.0,51.58,0.986,1
IND-S01351,1,IN-C09299-SS,0.0,45.58,1.003,1
IND-S01351,1,IN-C09300-SS,0.0,54.0,1.008,1
IND-S01351,1,IN-C09301-SS,0.0,149.48,0.0,0
IND-S01351,1,IN-C09302-SS,0.0,54.8,1.026,1
IND-S01351,1,IN-C09303-SS,0.0,48.22,0.982,1
IND-S01351,1,IN-C09304-SS,0.0,45.55,1.034,1
IND-S01351,1,IN-C09305-SS,0.0,49.9,1.024,1
IND-S01351,1,IN-C09312-SS,0.0,105.42,0.0,0
IND-S01351,1,IN-C09473-SS,0.0,50.12,0.982,1
IND-S01351,1,IN-C09289-TR01,0.0,50.88,1.025,1
IND-S01351,1,IN-C09289-FD011,0.0,44.42,1.015,1
IND-S01351,1,IN-C09289-FD012,0.0,50.78,1.024,1
IND-S01351,1,IN-C09289-TR02,0.0,54.28,0.965,1
IND-S01351,1,IN-C09289-FD021,0.0,46.62,0.991,1
IND-S01351,1,IN-C09289-FD022,0.0,52.22,1.033,1
IND-S01351,1,IN-C09289-TR03,0.0,54.48,1.007,1
IND-S01351,1,IN-C09289-FD031,0.0,47.3,1.024,1
IND-S01351,1,IN-C09289-FD032,0.0,48.85,0.965,1
IND-S01351,1,IN-C09301-TR01,0.0,48.88,1.025,1
IND-S01351,1,IN-C09301-TR02,0.0,51.22,1.009,1
IND-S01351,1,IN-C09289-GEN08,0.0,49.6,0.976,1
IND-S01351,1,IN-MAH-HUB-GEN,0.0,52.45,1.016,1
IND-S01351,2,IN-WR-HUB,0.0,89.82,0.0,0
IND-S01351,2,IN-MAH-HUB,0.0,92.39,0.0,0
IND-S01351,2,IN-C09282-SS,97.54,46.75,0.9327,1
IND-S01351,2,IN-C09283-SS,97.54,48.48,0.9477,1
IND-S01351,2,IN-C09284-SS,97.54,48.62,0.9777,1
IND-S01351,2,IN-C09285-SS,97.54,46.2,0.9597,1
IND-S01351,2,IN-C09286-SS,89.53,45.38,0.9925,1
IND-S01351,2,IN-C09287-SS,89.53,52.82,0.9315,1
IND-S01351,2,IN-C09288-SS,89.53,49.03,0.9245,1
IND-S01351,2,IN-C09289-SS,0.0,85.09,0.0,0
IND-S01351,2,IN-C09290-SS,0.0,148.95,0.0,0
IND-S01351,2,IN-C09291-SS,89.53,53.8,0.9255,1
IND-S01351,2,IN-C09292-SS,89.53,52.95,0.9915,1
IND-S01351,2,IN-C09293-SS,89.53,50.98,0.9485,1
IND-S01351,2,IN-C09294-SS,0.0,53.7,0.994,1
IND-S01351,2,IN-C09295-SS,0.0,52.72,1.031,1
IND-S01351,2,IN-C09296-SS,0.0,46.08,0.976,1
IND-S01351,2,IN-C09297-SS,0.0,46.18,1.026,1
IND-S01351,2,IN-C09298-SS,0.0,51.05,0.986,1
IND-S01351,2,IN-C09299-SS,0.0,45.05,1.003,1
IND-S01351,2,IN-C09300-SS,0.0,53.48,1.008,1
IND-S01351,2,IN-C09301-SS,0.0,148.95,0.0,0
IND-S01351,2,IN-C09302-SS,0.0,54.28,1.026,1
IND-S01351,2,IN-C09303-SS,0.0,47.7,0.982,1
IND-S01351,2,IN-C09304-SS,0.0,45.03,1.034,1
IND-S01351,2,IN-C09305-SS,0.0,49.38,1.024,1
IND-S01351,2,IN-C09312-SS,0.0,104.89,0.0,0
IND-S01351,2,IN-C09473-SS,0.0,49.6,0.982,1
IND-S01351,2,IN-C09289-TR01,0.0,50.35,1.025,1
IND-S01351,2,IN-C09289-FD011,0.0,43.9,1.015,1
IND-S01351,2,IN-C09289-FD012,0.0,50.25,1.024,1
IND-S01351,2,IN-C09289-TR02,0.0,53.75,0.965,1
IND-S01351,2,IN-C09289-FD021,0.0,46.1,0.991,1
IND-S01351,2,IN-C09289-FD022,0.0,51.7,1.033,1
IND-S01351,2,IN-C09289-TR03,0.0,53.95,1.007,1
IND-S01351,2,IN-C09289-FD031,0.0,46.78,1.024,1
IND-S01351,2,IN-C09289-FD032,0.0,48.32,0.965,1
IND-S01351,2,IN-C09301-TR01,0.0,48.35,1.025,1
IND-S01351,2,IN-C09301-TR02,0.0,50.7,1.009,1
IND-S01351,2,IN-C09289-GEN08,0.0,49.08,0.976,1
IND-S01351,2,IN-MAH-HUB-GEN,0.0,51.92,1.016,1
IND-S01351,3,IN-WR-HUB,0.0,89.29,0.0,0
IND-S01351,3,IN-MAH-HUB,0.0,91.87,0.0,0
IND-S01351,3,IN-C09282-SS,97.54,46.75,0.9327,1
IND-S01351,3,IN-C09283-SS,97.54,48.48,0.9477,1
IND-S01351,3,IN-C09284-SS,97.54,48.62,0.9777,1
IND-S01351,3,IN-C09285-SS,97.54,46.2,0.9597,1
IND-S01351,3,IN-C09286-SS,89.53,45.38,0.9925,1
IND-S01351,3,IN-C09287-SS,89.53,52.82,0.9315,1
IND-S01351,3,IN-C09288-SS,89.53,49.03,0.9245,1
IND-S01351,3,IN-C09289-SS,0.0,84.56,0.0,0
IND-S01351,3,IN-C09290-SS,0.0,148.42,0.0,0
IND-S01351,3,IN-C09291-SS,89.53,53.8,0.9255,1
IND-S01351,3,IN-C09292-SS,89.53,52.95,0.9915,1
IND-S01351,3,IN-C09293-SS,89.53,50.98,0.9485,1
IND-S01351,3,IN-C09294-SS,0.0,53.18,0.994,1
IND-S01351,3,IN-C09295-SS,0.0,52.2,1.031,1
IND-S01351,3,IN-C09296-SS,0.0,45.55,0.976,1
IND-S01351,3,IN-C09297-SS,0.0,45.65,1.026,1
IND-S01351,3,IN-C09298-SS,0.0,50.53,0.986,1
IND-S01351,3,IN-C09299-SS,0.0,44.53,1.003,1
IND-S01351,3,IN-C09300-SS,0.0,52.95,1.008,1
IND-S01351,3,IN-C09301-SS,0.0,148.42,0.0,0
IND-S01351,3,IN-C09302-SS,0.0,53.75,1.026,1
IND-S01351,3,IN-C09303-SS,0.0,47.18,0.982,1
IND-S01351,3,IN-C09304-SS,0.0,44.5,1.034,1
IND-S01351,3,IN-C09305-SS,0.0,48.85,1.024,1
IND-S01351,3,IN-C09312-SS,0.0,104.37,0.0,0
IND-S01351,3,IN-C09473-SS,0.0,49.08,0.982,1
IND-S01351,3,IN-C09289-TR01,0.0,49.82,1.025,1
IND-S01351,3,IN-C09289-FD011,0.0,43.38,1.015,1
IND-S01351,3,IN-C09289-FD012,0.0,49.72,1.024,1
IND-S01351,3,IN-C09289-TR02,0.0,53.22,0.965,1
IND-S01351,3,IN-C09289-FD021,0.0,45.58,0.991,1
IND-S01351,3,IN-C09289-FD022,0.0,51.18,1.033,1
IND-S01351,3,IN-C09289-TR03,0.0,53.42,1.007,1
IND-S01351,3,IN-C09289-FD031,0.0,46.25,1.024,1
IND-S01351,3,IN-C09289-FD032,0.0,47.8,0.965,1
IND-S01351,3,IN-C09301-TR01,0.0,47.83,1.025,1
IND-S01351,3,IN-C09301-TR02,0.0,50.18,1.009,1
IND-S01351,3,IN-C09289-GEN08,0.0,48.55,0.976,1
IND-S01351,3,IN-MAH-HUB-GEN,0.0,51.4,1.016,1
IND-S01351,4,IN-WR-HUB,0.0,88.77,0.0,0
IND-S01351,4,IN-MAH-HUB,0.0,91.34,0.0,0
IND-S01351,4,IN-C09282-SS,97.54,46.75,0.9327,1
IND-S01351,4,IN-C09283-SS,97.54,48.48,0.9477,1
IND-S01351,4,IN-C09284-SS,97.54,48.62,0.9777,1
IND-S01351,4,IN-C09285-SS,97.54,46.2,0.9597,1
IND-S01351,4,IN-C09286-SS,89.53,45.38,0.9925,1
IND-S01351,4,IN-C09287-SS,89.53,52.82,0.9315,1
IND-S01351,4,IN-C09288-SS,89.53,49.03,0.9245,1
IND-S01351,4,IN-C09289-SS,0.0,84.04,0.0,0
IND-S01351,4,IN-C09290-SS,0.0,147.9,0.0,0
IND-S01351,4,IN-C09291-SS,89.53,53.8,0.9255,1
IND-S01351,4,IN-C09292-SS,89.53,52.95,0.9915,1
IND-S01351,4,IN-C09293-SS,89.53,50.98,0.9485,1
IND-S01351,4,IN-C09294-SS,0.0,52.65,0.994,1
IND-S01351,4,IN-C09295-SS,0.0,51.68,1.031,1
IND-S01351,4,IN-C09296-SS,0.0,45.03,0.976,1
IND-S01351,4,IN-C09297-SS,0.0,45.13,1.026,1
IND-S01351,4,IN-C09298-SS,0.0,50.0,0.986,1
IND-S01351,4,IN-C09299-SS,0.0,44.0,1.003,1
IND-S01351,4,IN-C09300-SS,0.0,52.42,1.008,1
IND-S01351,4,IN-C09301-SS,0.0,147.9,0.0,0
IND-S01351,4,IN-C09302-SS,0.0,53.23,1.026,1
IND-S01351,4,IN-C09303-SS,0.0,46.65,0.982,1
IND-S01351,4,IN-C09304-SS,0.0,43.98,1.034,1
IND-S01351,4,IN-C09305-SS,0.0,48.32,1.024,1
IND-S01351,4,IN-C09312-SS,0.0,103.84,0.0,0
IND-S01351,4,IN-C09473-SS,0.0,48.55,0.982,1
IND-S01351,4,IN-C09289-TR01,0.0,49.3,1.025,1
IND-S01351,4,IN-C09289-FD011,0.0,42.85,1.015,1
IND-S01351,4,IN-C09289-FD012,0.0,49.2,1.024,1
IND-S01351,4,IN-C09289-TR02,0.0,52.7,0.965,1
IND-S01351,4,IN-C09289-FD021,0.0,45.05,0.991,1
IND-S01351,4,IN-C09289-FD022,0.0,50.65,1.033,1
IND-S01351,4,IN-C09289-TR03,0.0,52.9,1.007,1
IND-S01351,4,IN-C09289-FD031,0.0,45.73,1.024,1
IND-S01351,4,IN-C09289-FD032,0.0,47.28,0.965,1
IND-S01351,4,IN-C09301-TR01,0.0,47.3,1.025,1
IND-S01351,4,IN-C09301-TR02,0.0,49.65,1.009,1
IND-S01351,4,IN-C09289-GEN08,0.0,48.03,0.976,1
IND-S01351,4,IN-MAH-HUB-GEN,0.0,50.88,1.016,1
IND-S01352,0,IN-C12989-SS,0.0,39.52,0.974,1
IND-S01352,0,IN-C13196-SS,0.0,35.95,1.01,1
IND-S01352,0,IN-C13941-SS,0.0,37.72,1.028,1
IND-S01352,0,IN-C14201-SS,0.0,37.5,1.02,1
IND-S01352,0,IN-C14323-SS,0.0,45.82,1.02,1
IND-S01352,0,IN-C14406-SS,0.0,42.9,0.965,1
IND-S01352,0,IN-C14489-SS,0.0,41.38,0.967,1
IND-S01353,0,IN-C15551-SS,65.39,49.59,0.9981,1
IND-S01353,0,IN-C17279-SS,77.13,50.32,1.0092,1
IND-S01353,0,IN-C17309-SS,77.12,46.0,0.9452,1
IND-S01353,0,IN-C15551-TR01,65.39,52.67,0.9921,1
IND-S01353,0,IN-C15551-TR02,65.39,49.59,0.9781,1
IND-S01353,0,IN-C15551-FD021,0.0,53.52,0.967,1
IND-S01353,0,IN-C15551-FD022,65.39,53.44,0.9991,1
IND-S01353,0,IN-C15551-TR03,65.39,54.67,1.0071,1
IND-S01353,0,IN-C15551-GEN06,55.61,48.84,0.9828,1
IND-S01353,0,IN-UTT-HUB,89.11,39.15,0.949,1
IND-S01354,0,IN-MAD-HUB,91.84,48.97,0.965,1
IND-S01354,0,IN-C07868-SS,91.84,54.55,0.987,1
IND-S01354,0,IN-C08800-SS,2.35,46.69,1.023,1
IND-S01354,0,IN-C08882-SS,1.66,44.31,1.016,1
IND-S01354,0,IN-C07868-TR01,0.0,49.03,0.997,1
IND-S01354,0,IN-C07868-FD011,0.0,51.02,1.034,1
IND-S01354,0,IN-C07868-GEN12,52.3,52.62,0.9725,1
IND-S01355,0,IN-NR-HUB,90.8,39.62,0.9371,1
IND-S01355,0,IN-PUN-HUB,117.57,47.85,0.9517,1
IND-S01355,0,IN-C11050-SS,90.02,40.28,0.973,1
IND-S01355,0,IN-C11051-SS,90.02,38.48,0.96,1
IND-S01355,0,IN-C11052-SS,90.02,47.45,0.979,1
IND-S01355,0,IN-C11053-SS,90.32,41.12,0.9306,1
IND-S01355,0,IN-C11054-SS,90.02,40.42,0.959,1
IND-S01355,0,IN-C11055-SS,90.41,35.08,0.9316,1
IND-S01355,0,IN-C11056-SS,90.4,42.0,0.9906,1
IND-S01355,0,IN-C11057-SS,117.57,55.75,0.8877,1
IND-S01355,0,IN-C11058-SS,90.45,42.78,0.9185,1
IND-S01355,0,IN-C11059-SS,90.02,46.78,0.992,1
IND-S01355,0,IN-C11060-SS,90.02,47.2,0.947,1
IND-S01355,0,IN-C11061-SS,90.02,45.0,0.981,1
IND-S01355,0,IN-C11079-SS,90.02,44.3,0.926,1
IND-S01355,0,IN-C11089-SS,90.02,47.08,0.921,1
IND-S01355,0,IN-C11162-SS,90.02,45.7,0.95,1
IND-S01355,0,IN-C11208-SS,90.02,41.35,0.956,1
IND-S01355,0,IN-C11057-TR01,90.02,46.78,0.928,1
IND-S01355,0,IN-C11057-FD011,90.02,44.5,0.993,1
IND-S01355,0,IN-C11057-GEN08,0.0,38.63,0.969,1
IND-S01355,0,IN-PUN-HUB-GEN,32.01,41.49,1.005,1
IND-S01355,1,IN-NR-HUB,89.33,39.62,0.9387,1
IND-S01355,1,IN-PUN-HUB,0.0,47.32,0.0,0
IND-S01355,1,IN-C11050-SS,80.04,40.28,0.984,1
IND-S01355,1,IN-C11051-SS,80.04,38.48,0.971,1
IND-S01355,1,IN-C11052-SS,80.04,47.45,0.99,1
IND-S01355,1,IN-C11053-SS,70.68,41.12,0.9523,1
IND-S01355,1,IN-C11054-SS,90.02,40.42,0.959,1
IND-S01355,1,IN-C11055-SS,86.96,35.08,0.9353,1
IND-S01355,1,IN-C11056-SS,84.14,42.0,0.9974,1
IND-S01355,1,IN-C11057-SS,0.0,55.22,0.0,0
IND-S01355,1,IN-C11058-SS,81.52,42.78,0.9283,1
IND-S01355,1,IN-C11059-SS,0.0,46.25,1.036,1
IND-S01355,1,IN-C11060-SS,0.0,46.68,0.991,1
IND-S01355,1,IN-C11061-SS,0.0,44.48,1.025,1
IND-S01355,1,IN-C11079-SS,0.0,43.78,0.97,1
IND-S01355,1,IN-C11089-SS,0.0,46.55,0.965,1
IND-S01355,1,IN-C11162-SS,0.0,45.18,0.994,1
IND-S01355,1,IN-C11208-SS,0.0,40.83,1.0,1
IND-S01355,1,IN-C11057-TR01,0.0,46.25,0.972,1
IND-S01355,1,IN-C11057-FD011,0.0,43.98,1.037,1
IND-S01355,1,IN-C11057-GEN08,0.0,38.1,0.969,1
IND-S01355,1,IN-PUN-HUB-GEN,0.0,40.97,1.005,1
IND-S01356,0,IN-NR-HUB,50.56,39.48,0.9814,1
IND-S01356,0,IN-JAM-HUB,50.4,38.68,0.9826,1
IND-S01356,0,IN-C04484-SS,50.39,44.25,0.9896,1
IND-S01356,0,IN-C04485-SS,50.39,44.2,1.0066,1
IND-S01356,0,IN-C04486-SS,50.39,37.38,0.9606,1
IND-S01356,0,IN-C04487-SS,50.4,40.13,0.9616,1
IND-S01356,0,IN-C04488-SS,50.4,41.23,0.9596,1
IND-S01356,0,IN-C04489-SS,50.4,42.3,1.0206,1
IND-S01356,0,IN-C04490-SS,50.39,38.78,1.0326,1
IND-S01356,0,IN-C04491-SS,50.39,44.2,1.0346,1
IND-S01356,0,IN-C04737-SS,46.92,47.18,0.967,1
IND-S01356,0,IN-C04739-SS,44.68,35.86,0.992,1
IND-S01356,0,IN-C04795-SS,1.12,40.68,0.976,1
IND-S01356,0,IN-C04486-TR01,50.39,45.28,0.9616,1
IND-S01356,0,IN-C04486-FD011,50.39,37.23,1.0366,1
IND-S01356,0,IN-C04486-GEN03,28.03,42.21,0.971,1
IND-S01356,0,IN-JAM-HUB-GEN,15.36,40.12,0.999,1
IND-S01357,0,IN-WR-HUB,78.72,48.8,0.9994,1
IND-S01357,0,IN-MAH-HUB,76.34,51.38,0.94,1
IND-S01357,0,IN-C09282-SS,73.19,46.75,0.9595,1
IND-S01357,0,IN-C09283-SS,73.19,48.48,0.9745,1
IND-S01357,0,IN-C09284-SS,73.63,48.62,1.004,1
IND-S01357,0,IN-C09285-SS,73.19,46.2,0.9865,1
IND-S01357,0,IN-C09286-SS,73.19,45.38,1.0105,1
IND-S01357,0,IN-C09287-SS,73.2,52.82,0.9495,1
IND-S01357,0,IN-C09288-SS,73.2,49.03,0.9425,1
IND-S01357,0,IN-C09289-SS,73.2,49.3,0.9485,1
IND-S01357,0,IN-C09290-SS,73.23,50.4,0.9944,1
IND-S01357,0,IN-C09291-SS,73.37,53.8,0.9433,1
IND-S01357,0,IN-C09292-SS,73.42,52.95,1.0092,1
IND-S01357,0,IN-C09293-SS,73.36,50.98,0.9663,1
IND-S01357,0,IN-C09294-SS,73.04,54.75,0.9687,1
IND-S01357,0,IN-C09295-SS,73.04,53.78,1.0057,1
IND-S01357,0,IN-C09296-SS,73.04,47.12,0.9507,1
IND-S01357,0,IN-C09297-SS,73.04,47.22,1.0007,1
IND-S01357,0,IN-C09298-SS,73.04,52.1,0.9607,1
IND-S01357,0,IN-C09299-SS,73.04,46.1,0.9777,1
IND-S01357,0,IN-C09300-SS,73.04,54.52,0.9827,1
IND-S01357,0,IN-C09301-SS,73.25,48.4,0.9614,1
IND-S01357,0,IN-C09302-SS,73.04,55.32,1.0007,1
IND-S01357,0,IN-C09303-SS,73.04,48.75,0.9567,1
IND-S01357,0,IN-C09304-SS,73.04,46.08,1.0087,1
IND-S01357,0,IN-C09305-SS,73.04,50.42,0.9987,1
IND-S01357,0,IN-C09377-SS,73.04,50.92,1.0097,1
IND-S01357,0,IN-C09416-SS,73.04,52.65,0.9707,1
IND-S01357,0,IN-C09508-SS,73.04,52.45,0.9547,1
IND-S01357,0,IN-C09574-SS,73.04,50.1,0.9677,1
IND-S01357,0,IN-C09606-SS,73.04,47.5,0.9677,1
IND-S01357,0,IN-C09868-SS,28.62,53.66,0.983,1
IND-S01357,0,IN-C09284-TR01,73.04,47.35,0.9457,1
IND-S01357,0,IN-C09284-FD011,73.04,53.78,0.9707,1
IND-S01357,0,IN-C09284-FD012,73.04,54.58,0.9527,1
IND-S01357,0,IN-C09284-TR02,73.04,43.5,0.9607,1
IND-S01357,0,IN-C09284-FD021,73.04,51.78,0.9917,1
IND-S01357,0,IN-C09284-FD022,73.04,51.52,0.9457,1
IND-S01357,0,IN-C09284-TR03,73.04,51.12,0.9727,1
IND-S01357,0,IN-C09284-FD031,73.04,44.18,0.9367,1
IND-S01357,0,IN-C09284-FD032,73.04,47.2,0.9527,1
IND-S01357,0,IN-C09284-GEN03,58.37,47.96,0.9698,1
IND-S01357,0,IN-MAH-HUB-GEN,73.19,52.97,0.9905,1
IND-S01358,0,IN-C09340-SS,0.0,52.35,1.005,1
IND-S01358,0,IN-C09611-SS,0.0,49.05,1.031,1
IND-S01358,0,IN-C09759-SS,0.0,50.28,0.993,1
IND-S01358,0,IN-C09340-TR01,0.0,51.55,0.993,1
IND-S01358,0,IN-C09340-FD011,0.0,50.72,0.963,1
IND-S01359,0,IN-SR-HUB,57.06,39.28,0.9592,1
IND-S01359,0,IN-TAM-HUB,55.87,45.19,0.9735,1
IND-S01359,0,IN-C12340-SS,55.67,41.39,0.9788,1
IND-S01359,0,IN-C12341-SS,55.67,47.72,0.9868,1
IND-S01359,0,IN-C12342-SS,55.74,46.99,0.9737,1
IND-S01359,0,IN-C12343-SS,55.74,42.07,0.9747,1
IND-S01359,0,IN-C12344-SS,55.74,42.44,0.9547,1
IND-S01359,0,IN-C12345-SS,55.74,49.14,0.9707,1
IND-S01359,0,IN-C12346-SS,55.74,41.94,1.0157,1
IND-S01359,0,IN-C12347-SS,55.67,49.79,0.9618,1
IND-S01359,0,IN-C12348-SS,55.76,40.92,0.9747,1
IND-S01359,0,IN-C12349-SS,55.76,44.59,0.9877,1
IND-S01359,0,IN-C12350-SS,55.7,43.24,0.9997,1
IND-S01359,0,IN-C12351-SS,55.76,38.44,0.9567,1
IND-S01359,0,IN-C12352-SS,55.67,47.94,1.0128,1
IND-S01359,0,IN-C12353-SS,55.67,45.54,1.0098,1
IND-S01359,0,IN-C12354-SS,55.67,42.39,1.0298,1
IND-S01359,0,IN-C12355-SS,55.67,43.84,1.0298,1
IND-S01359,0,IN-C12356-SS,55.67,45.27,0.9618,1
IND-S01359,0,IN-C12357-SS,55.67,44.34,0.9888,1
IND-S01359,0,IN-C12358-SS,55.67,44.32,1.0078,1
IND-S01359,0,IN-C12359-SS,55.67,42.42,0.9688,1
IND-S01359,0,IN-C12360-SS,55.67,48.77,1.0278,1
IND-S01359,0,IN-C12361-SS,55.67,48.42,1.0338,1
IND-S01359,0,IN-C12362-SS,55.67,43.47,1.0188,1
IND-S01359,0,IN-C12363-SS,55.67,47.87,0.9578,1
IND-S01359,0,IN-C12364-SS,55.74,49.69,1.0237,1
IND-S01359,0,IN-C12365-SS,55.67,42.94,1.0158,1
IND-S01359,0,IN-C12366-SS,55.67,37.14,0.9708,1
IND-S01359,0,IN-C12367-SS,55.67,45.24,0.9608,1
IND-S01359,0,IN-C12368-SS,55.67,44.64,0.9768,1
IND-S01359,0,IN-C12369-SS,55.67,37.72,0.9588,1
IND-S01359,0,IN-C12370-SS,55.67,41.04,1.0018,1
IND-S01359,0,IN-C12371-SS,55.67,42.39,1.0198,1
IND-S01359,0,IN-C12372-SS,55.28,37.81,1.0342,1
IND-S01359,0,IN-C12373-SS,55.67,43.24,1.0318,1
IND-S01359,0,IN-C12374-SS,55.67,41.22,0.9548,1
IND-S01359,0,IN-C12375-SS,55.67,45.89,1.0218,1
IND-S01359,0,IN-C12376-SS,55.67,44.22,0.9728,1
IND-S01359,0,IN-C12377-SS,55.67,47.14,0.9798,1
IND-S01359,0,IN-C12378-SS,55.67,40.69,1.0228,1
IND-S01359,0,IN-C12379-SS,55.67,42.52,0.9938,1
IND-S01359,0,IN-C12380-SS,55.67,48.12,1.0088,1
IND-S01359,0,IN-C12381-SS,55.67,43.87,0.9938,1
IND-S01359,0,IN-C12382-SS,55.67,37.64,0.9788,1
IND-S01359,0,IN-C12383-SS,55.67,45.14,1.0028,1
IND-S01359,0,IN-C12384-SS,55.67,50.99,0.9778,1
IND-S01359,0,IN-C12385-SS,55.67,39.69,1.0138,1
IND-S01359,0,IN-C12386-SS,55.67,37.37,0.9828,1
IND-S01359,0,IN-C12387-SS,55.67,39.09,0.9778,1
IND-S01359,0,IN-C12388-SS,55.67,42.94,1.0008,1
IND-S01359,0,IN-C12389-SS,55.67,42.49,0.9878,1
IND-S01359,0,IN-C12390-SS,55.87,37.24,0.9905,1
IND-S01359,0,IN-C12391-SS,55.67,40.89,1.0318,1
IND-S01359,0,IN-C12392-SS,55.7,45.97,1.0227,1
IND-S01359,0,IN-C12393-SS,55.81,45.32,0.9766,1
IND-S01359,0,IN-C12394-SS,55.67,37.87,0.9978,1
IND-S01359,0,IN-C12395-SS,55.67,39.94,1.0238,1
IND-S01359,0,IN-C12396-SS,55.67,44.94,1.0048,1
IND-S01359,0,IN-C12397-SS,55.67,46.54,0.9548,1
IND-S01359,0,IN-C12398-SS,55.67,39.27,1.0028,1
IND-S01359,0,IN-C12399-SS,55.67,43.04,1.0328,1
IND-S01359,0,IN-C12400-SS,55.67,44.57,1.0278,1
IND-S01359,0,IN-C12401-SS,55.8,49.62,0.9656,1
IND-S01359,0,IN-C13046-SS,55.67,38.97,0.9848,1
IND-S01359,0,IN-C13185-SS,19.29,44.22,1.015,1
IND-S01359,0,IN-C14546-SS,1.23,42.13,0.968,1
IND-S01359,0,IN-C12347-TR01,55.67,38.69,0.9788,1
IND-S01359,0,IN-C12347-FD011,55.67,42.12,0.9898,1
IND-S01359,0,IN-C12347-TR02,55.67,42.59,0.9678,1
IND-S01359,0,IN-C12347-FD021,55.67,44.49,0.9958,1
IND-S01359,0,IN-C12347-GEN08,44.19,46.11,0.976,1
IND-S01359,0,IN-TAM-HUB-GEN,55.73,42.82,0.9977,1
IND-S01360,0,IN-WR-HUB,72.81,48.8,1.0059,1
IND-S01360,0,IN-MAH-HUB,76.71,51.38,0.9396,1
IND-S01360,0,IN-C09282-SS,65.94,46.72,0.9675,1
IND-S01360,0,IN-C09283-SS,65.94,48.44,0.9825,1
IND-S01360,0,IN-C09284-SS,76.71,48.62,1.0006,1
IND-S01360,0,IN-C09285-SS,65.94,46.17,0.9945,1
IND-S01360,0,IN-C09286-SS,65.94,45.34,1.0185,1
IND-S01360,0,IN-C09287-SS,65.95,52.79,0.9575,1
IND-S01360,0,IN-C09288-SS,65.95,48.99,0.9505,1
IND-S01360,0,IN-C09289-SS,65.95,49.27,0.9565,1
IND-S01360,0,IN-C09290-SS,65.98,50.37,1.0024,1
IND-S01360,0,IN-C09291-SS,66.13,53.77,0.9513,1
IND-S01360,0,IN-C09292-SS,66.19,52.92,1.0172,1
IND-S01360,0,IN-C09293-SS,66.12,50.95,0.9743,1
IND-S01360,0,IN-C09294-SS,65.77,54.72,0.9767,1
IND-S01360,0,IN-C09295-SS,65.77,53.74,1.0137,1
IND-S01360,0,IN-C09296-SS,65.77,47.09,0.9587,1
IND-S01360,0,IN-C09297-SS,65.77,47.19,1.0087,1
IND-S01360,0,IN-C09298-SS,65.77,52.07,0.9687,1
IND-S01360,0,IN-C09299-SS,65.77,46.07,0.9857,1
IND-S01360,0,IN-C09300-SS,65.77,54.49,0.9907,1
IND-S01360,0,IN-C09301-SS,66.0,48.37,0.9694,1
IND-S01360,0,IN-C09302-SS,65.77,55.29,1.0087,1
IND-S01360,0,IN-C09303-SS,65.77,48.72,0.9647,1
IND-S01360,0,IN-C09304-SS,65.77,46.04,1.0167,1
IND-S01360,0,IN-C09305-SS,65.77,50.39,1.0067,1
IND-S01360,0,IN-C09377-SS,65.77,50.89,1.0177,1
IND-S01360,0,IN-C09416-SS,65.77,52.62,0.9787,1
IND-S01360,0,IN-C09508-SS,65.77,52.42,0.9627,1
IND-S01360,0,IN-C09574-SS,65.77,50.07,0.9757,1
IND-S01360,0,IN-C09606-SS,65.77,47.47,0.9757,1
IND-S01360,0,IN-C09868-SS,25.77,53.64,0.983,1
IND-S01360,0,IN-C09284-TR01,65.77,47.32,0.9537,1
IND-S01360,0,IN-C09284-FD011,65.77,53.74,0.9787,1
IND-S01360,0,IN-C09284-FD012,65.77,54.54,0.9607,1
IND-S01360,0,IN-C09284-TR02,65.77,43.47,0.9687,1
IND-S01360,0,IN-C09284-FD021,65.77,51.74,0.9997,1
IND-S01360,0,IN-C09284-FD022,65.77,51.49,0.9537,1
IND-S01360,0,IN-C09284-TR03,65.77,51.09,0.9807,1
IND-S01360,0,IN-C09284-FD031,65.77,44.14,0.9447,1
IND-S01360,0,IN-C09284-FD032,65.77,47.17,0.9607,1
IND-S01360,0,IN-C09284-GEN03,48.41,47.89,0.979,1
