asset_id,asset_class,city,state,region,lat,lon,voltage_kv,capacity_mva,age_years,base_load_pct,voltage_pu,ambient_temp_c,transformer_bank_id,breaker_state,protection_relay,power_factor_nominal,health_index,dga_hydrogen_ppm,dga_acetylene_ppm,last_inspection_date,maintenance_priority
IN-C04360-SS,substation,Andoi,Himachal Pradesh,NR,32.14122,75.65388,132,25,27,36.2,1.013,27.2,,CLOSED,50/51 Overcurrent,0.979,65.7,16.1,3.2,2025-02-25,MEDIUM
IN-C04361-SS,substation,Andola,Himachal Pradesh,NR,30.62601,77.6607,132,25,35,64.8,1.012,29.6,,CLOSED,50/51 Overcurrent,0.955,57.5,17.8,2.0,2025-09-11,HIGH
IN-C04362-SS,substation,Andor,Himachal Pradesh,NR,32.01958,76.54594,132,25,13,35.9,0.975,32.8,,CLOSED,50/51 Overcurrent,0.913,85.4,33.1,4.4,2024-09-22,ROUTINE
IN-C04363-SS,substation,Andrail,Himachal Pradesh,NR,31.17444,77.09694,132,25,16,31.9,0.971,31.7,,CLOSED,50/51 Overcurrent,0.924,80.8,15.6,3.3,2024-10-24,ROUTINE
IN-C04364-SS,substation,Andrala Nāl,Himachal Pradesh,NR,32.33373,76.0487,132,25,15,39.1,0.99,31.6,,CLOSED,50/51 Overcurrent,0.953,91.4,25.1,1.3,2025-09-07,ROUTINE
IN-C04365-SS,substation,Andrauli,Himachal Pradesh,NR,31.90744,76.4326,132,25,2,60.0,1.036,29.5,,CLOSED,50/51 Overcurrent,0.99,94.2,22.4,3.3,2026-08-08,ROUTINE
IN-C04366-SS,substation,Andresar,Himachal Pradesh,NR,32.7155,76.04411,132,25,17,55.5,1.014,26.5,,CLOSED,50/51 Overcurrent,0.924,76.5,18.2,4.1,2024-12-07,MEDIUM
IN-C04367-SS,substation,Andreta,Himachal Pradesh,NR,32.03716,76.57263,132,25,23,53.6,0.975,29.8,,CLOSED,50/51 Overcurrent,0.965,80.7,30.9,1.7,2024-12-03,ROUTINE
IN-C04368-SS,substation,Andri,Himachal Pradesh,NR,32.61525,76.27,132,25,26,41.6,0.971,28.4,,CLOSED,50/51 Overcurrent,0.987,69.5,48.1,6.9,2025-08-19,MEDIUM
IN-C04369-SS,substation,Androl,Himachal Pradesh,NR,31.64211,76.90354,132,25,9,48.2,0.979,31.8,,CLOSED,50/51 Overcurrent,0.923,91.5,23.1,2.1,2024-10-20,ROUTINE
IN-C04370-SS,substation,Androla,Himachal Pradesh,NR,31.13253,76.653,132,25,4,31.2,0.991,33.7,,CLOSED,50/51 Overcurrent,0.917,93.9,41.9,4.7,2025-03-24,ROUTINE
IN-C04371-SS,substation,Andruf,Himachal Pradesh,NR,33.09175,76.47491,132,25,17,49.1,1.026,28.1,,CLOSED,50/51 Overcurrent,0.955,83.1,10.1,4.8,2026-04-30,ROUTINE
IN-C04372-SS,substation,Andrun Bhataor,Himachal Pradesh,NR,33.14494,76.46817,132,25,35,47.2,1.036,27.5,,CLOSED,50/51 Overcurrent,0.939,61.6,36.8,4.0,2025-03-18,MEDIUM
IN-C04373-SS,substation,Andrāha,Himachal Pradesh,NR,32.10365,75.85304,132,25,8,64.6,1.011,31.7,,CLOSED,50/51 Overcurrent,0.91,94.3,28.7,2.9,2025-08-17,ROUTINE
IN-C04374-SS,substation,Andrālu,Himachal Pradesh,NR,31.87501,76.82736,132,25,34,58.2,0.98,29.5,,CLOSED,50/51 Overcurrent,0.978,67.1,47.3,1.4,2025-09-14,MEDIUM
IN-C04375-SS,substation,Andrār,Himachal Pradesh,NR,32.40382,76.01547,132,25,20,62.6,1.002,26.8,,CLOSED,50/51 Overcurrent,0.929,74.9,23.3,4.2,2026-05-15,MEDIUM
IN-C04376-SS,substation,Andwās,Himachal Pradesh,NR,32.89544,76.12024,132,25,16,65.1,0.993,32.2,,CLOSED,50/51 Overcurrent,0.942,79.2,9.8,10.1,2026-01-29,ROUTINE
IN-C04377-SS,substation,Andāra,Himachal Pradesh,NR,31.77922,76.39587,132,25,9,43.1,1.024,30.3,,CLOSED,50/51 Overcurrent,0.914,90.6,29.7,10.3,2025-09-18,ROUTINE
IN-C04378-SS,substation,Andāura,Himachal Pradesh,NR,32.13696,75.6904,132,25,28,49.8,1.011,29.7,,CLOSED,50/51 Overcurrent,0.92,70.5,35.2,2.2,2025-10-08,MEDIUM
IN-C04379-SS,substation,Anehr,Himachal Pradesh,NR,32.14961,75.65868,132,25,26,31.0,0.974,28.4,,CLOSED,50/51 Overcurrent,0.953,65.8,11.7,1.7,2025-10-25,MEDIUM
IN-C04380-SS,substation,Anela,Himachal Pradesh,NR,32.64256,76.0644,132,25,38,64.2,0.974,28.0,,CLOSED,50/51 Overcurrent,0.957,57.9,13.8,1.6,2025-09-05,HIGH
IN-C04381-SS,substation,Angela,Himachal Pradesh,NR,32.46824,75.94496,132,25,5,63.0,0.963,32.1,,CLOSED,50/51 Overcurrent,0.933,95.6,41.7,2.8,2025-01-18,ROUTINE
IN-C04382-SS,substation,Angreh,Himachal Pradesh,NR,31.8886,76.28515,132,25,21,50.2,1.037,32.8,,CLOSED,50/51 Overcurrent,0.962,78.4,17.0,10.3,2026-06-13,ROUTINE
IN-C04383-SS,substation,Angrer,Himachal Pradesh,NR,31.79031,76.31145,132,25,38,57.9,1.013,30.6,,CLOSED,50/51 Overcurrent,0.934,53.1,58.0,2.9,2026-03-23,HIGH
IN-C04384-SS,substation,Angriāla,Himachal Pradesh,NR,32.89667,76.21322,132,25,31,50.4,1.022,27.2,,CLOSED,50/51 Overcurrent,0.986,69.0,14.9,4.1,2025-07-30,MEDIUM
IN-C04385-SS,substation,Angāri,Himachal Pradesh,NR,32.49672,76.29448,132,25,34,47.9,1.026,30.9,,CLOSED,50/51 Overcurrent,0.966,56.2,29.8,8.7,2025-07-14,HIGH
IN-C04386-SS,substation,Ani,Himachal Pradesh,NR,31.43277,77.41847,132,25,17,58.9,1.024,31.1,,CLOSED,50/51 Overcurrent,0.948,77.5,29.1,6.9,2025-10-31,MEDIUM
IN-C04387-SS,substation,Anil Sheola,Himachal Pradesh,NR,30.87501,77.17155,132,25,27,36.3,1.025,31.2,,CLOSED,50/51 Overcurrent,0.971,72.3,29.5,2.2,2025-06-17,MEDIUM
IN-C04388-SS,substation,Anji,Himachal Pradesh,NR,30.9642,77.06669,132,25,37,44.1,0.984,30.8,,CLOSED,50/51 Overcurrent,0.912,56.5,9.2,5.3,2026-08-19,HIGH
IN-C04389-SS,substation,Anmbor,Himachal Pradesh,NR,30.8689,77.18327,132,25,16,37.0,0.975,31.7,,CLOSED,50/51 Overcurrent,0.916,88.2,15.1,2.9,2025-07-28,ROUTINE
IN-C04390-SS,substation,Anmejaras,Himachal Pradesh,NR,31.41975,78.27493,132,25,1,47.0,0.962,28.2,,CLOSED,50/51 Overcurrent,0.978,98.8,33.0,4.7,2025-05-12,ROUTINE
IN-C04391-SS,substation,Annandale,Himachal Pradesh,NR,31.11046,77.15649,132,25,3,36.4,0.999,30.1,,CLOSED,50/51 Overcurrent,0.958,92.5,22.8,1.1,2024-10-24,ROUTINE
IN-C04392-SS,substation,Annūn,Himachal Pradesh,NR,31.26531,77.05433,132,25,6,35.4,0.962,32.0,,CLOSED,50/51 Overcurrent,0.985,95.5,7.1,3.1,2025-03-27,ROUTINE
IN-C04393-SS,substation,Anog,Himachal Pradesh,NR,30.84721,77.60625,132,25,1,33.0,1.031,30.5,,CLOSED,50/51 Overcurrent,0.957,93.9,32.0,3.0,2024-10-24,ROUTINE
IN-C04394-SS,substation,Anoh,Himachal Pradesh,NR,32.03283,75.94376,132,25,24,64.1,0.965,28.8,,CLOSED,50/51 Overcurrent,0.989,73.9,29.9,6.1,2025-07-10,MEDIUM
IN-C04395-SS,substation,Anoh Bohala,Himachal Pradesh,NR,31.81034,76.2482,132,25,32,52.3,1.013,31.5,,CLOSED,50/51 Overcurrent,0.966,60.9,38.3,5.7,2026-08-10,MEDIUM
IN-C04396-SS,substation,Anor,Himachal Pradesh,NR,31.97205,76.10611,132,25,4,61.3,0.982,29.7,,CLOSED,50/51 Overcurrent,0.91,98.7,9.9,2.6,2024-11-23,ROUTINE
IN-C04397-SS,substation,Anrog,Himachal Pradesh,NR,30.60264,77.71951,132,25,30,41.5,1.019,33.3,,CLOSED,50/51 Overcurrent,0.94,70.2,23.9,8.6,2026-07-05,MEDIUM
IN-C04398-SS,substation,Ansohi,Himachal Pradesh,NR,32.18919,76.25237,132,25,23,36.2,1.014,30.4,,CLOSED,50/51 Overcurrent,0.947,79.3,40.6,4.0,2025-06-15,ROUTINE
IN-C04399-SS,substation,Ansoli,Himachal Pradesh,NR,32.14409,76.29067,132,25,17,39.9,1.026,28.4,,CLOSED,50/51 Overcurrent,0.955,78.9,10.6,4.4,2024-11-12,ROUTINE
IN-C04400-SS,substation,Antrāoli,Himachal Pradesh,NR,30.9197,77.56208,132,25,26,32.0,1.003,32.9,,CLOSED,50/51 Overcurrent,0.968,66.1,20.1,1.7,2025-03-24,MEDIUM
IN-C04401-SS,substation,Antu,Himachal Pradesh,NR,30.74456,77.31903,132,25,19,56.5,1.035,33.3,,CLOSED,50/51 Overcurrent,0.91,78.6,12.3,5.9,2025-04-18,ROUTINE
IN-C04402-SS,substation,Antūnd,Himachal Pradesh,NR,32.95224,76.162,132,25,13,30.5,1.037,29.3,,CLOSED,50/51 Overcurrent,0.932,80.0,18.8,4.5,2025-08-12,ROUTINE
IN-C04403-SS,substation,Anu,Himachal Pradesh,NR,31.25902,77.36141,132,25,32,35.1,0.979,31.2,,CLOSED,50/51 Overcurrent,0.931,56.3,22.9,0.6,2024-12-30,HIGH
IN-C04404-SS,substation,Anu Bāsa,Himachal Pradesh,NR,31.1028,77.77219,132,25,26,49.3,1.012,30.6,,CLOSED,50/51 Overcurrent,0.966,70.6,13.8,4.0,2026-01-21,MEDIUM
IN-C04405-SS,substation,Anua Bāsa,Himachal Pradesh,NR,31.40142,77.73547,132,25,6,61.1,0.987,33.6,,CLOSED,50/51 Overcurrent,0.989,98.2,28.9,1.8,2025-07-19,ROUTINE
IN-C04406-SS,substation,Anuhi,Himachal Pradesh,NR,32.20805,76.04197,132,25,10,38.2,0.992,27.4,,CLOSED,50/51 Overcurrent,0.922,92.0,103.5,5.7,2026-08-25,ROUTINE
IN-C04407-SS,substation,Anun,Himachal Pradesh,NR,30.8738,77.16503,132,25,35,42.3,1.016,32.0,,CLOSED,50/51 Overcurrent,0.973,57.3,17.5,3.9,2026-07-24,HIGH
IN-C04408-SS,substation,Anābi,Himachal Pradesh,NR,32.44316,75.99153,132,25,30,30.3,0.989,31.1,,CLOSED,50/51 Overcurrent,0.916,71.3,15.6,10.6,2025-09-18,MEDIUM
IN-C04409-SS,substation,Anānka,Himachal Pradesh,NR,32.43501,76.36125,132,25,37,45.6,1.009,31.8,,CLOSED,50/51 Overcurrent,0.932,53.1,24.4,3.9,2025-03-07,HIGH
IN-C04410-SS,substation,Anāīn,Himachal Pradesh,NR,32.23249,76.12982,132,25,31,54.1,0.962,27.7,,CLOSED,50/51 Overcurrent,0.947,67.4,19.1,1.6,2026-07-20,MEDIUM
IN-C04411-SS,substation,Anūn,Himachal Pradesh,NR,30.85392,76.97514,132,25,5,50.6,0.964,33.4,,CLOSED,50/51 Overcurrent,0.933,93.7,36.6,1.8,2025-09-04,ROUTINE
IN-C04412-SS,substation,Anūr,Himachal Pradesh,NR,32.05956,76.00715,132,25,10,49.8,1.018,27.9,,CLOSED,50/51 Overcurrent,0.93,85.5,35.3,2.8,2026-03-14,ROUTINE
IN-C04413-SS,substation,Aohheran Got,Himachal Pradesh,NR,32.96826,76.16024,132,25,15,55.4,1.038,28.9,,CLOSED,50/51 Overcurrent,0.911,85.8,16.6,2.3,2025-04-18,ROUTINE
IN-C04414-SS,substation,Aojeh,Himachal Pradesh,NR,31.8583,76.06512,132,25,1,59.9,1.006,32.4,,CLOSED,50/51 Overcurrent,0.954,99.0,31.6,5.3,2026-05-27,ROUTINE
IN-C04415-SS,substation,Ar,Himachal Pradesh,NR,30.87366,77.6959,132,25,31,51.1,1.0,31.9,,CLOSED,50/51 Overcurrent,0.989,63.4,25.2,1.9,2026-01-13,MEDIUM
IN-C04416-SS,substation,Arah,Himachal Pradesh,NR,30.89626,77.75644,132,25,7,42.4,1.037,32.1,,CLOSED,50/51 Overcurrent,0.915,85.5,15.6,5.9,2025-04-30,ROUTINE
IN-C04417-SS,substation,Arandwāla,Himachal Pradesh,NR,30.55196,77.17505,132,25,24,62.9,1.025,29.1,,CLOSED,50/51 Overcurrent,0.921,68.9,20.3,1.9,2025-04-20,MEDIUM
IN-C04418-SS,substation,Arar,Himachal Pradesh,NR,32.43418,76.33983,132,25,14,58.9,1.012,27.2,,CLOSED,50/51 Overcurrent,0.976,85.2,28.1,11.2,2025-07-31,ROUTINE
IN-C04419-SS,substation,Arat,Himachal Pradesh,NR,30.73073,77.50232,132,25,11,65.0,1.032,31.3,,CLOSED,50/51 Overcurrent,0.947,89.3,28.6,1.2,2025-05-23,ROUTINE
IN-C04420-SS,substation,Arath Uparli,Himachal Pradesh,NR,32.10529,76.47143,132,25,30,40.9,1.029,33.0,,CLOSED,50/51 Overcurrent,0.978,69.8,7.6,1.8,2025-06-06,MEDIUM
IN-C04421-SS,substation,Araun,Himachal Pradesh,NR,30.86051,76.97163,132,25,20,62.9,0.984,33.2,,CLOSED,50/51 Overcurrent,0.947,75.4,57.3,4.3,2026-04-19,MEDIUM
IN-C04422-SS,substation,Arbal,Himachal Pradesh,NR,31.16802,77.58583,132,25,16,51.0,0.973,28.8,,CLOSED,50/51 Overcurrent,0.924,92.9,31.3,3.8,2026-06-11,ROUTINE
IN-C04423-SS,substation,Ardhi,Himachal Pradesh,NR,32.16398,76.47035,132,25,6,48.6,1.004,31.2,,CLOSED,50/51 Overcurrent,0.91,95.4,65.9,0.9,2025-03-02,ROUTINE
IN-C04424-SS,substation,Ardhiāl,Himachal Pradesh,NR,32.12659,75.81682,132,25,12,40.8,1.006,32.9,,CLOSED,50/51 Overcurrent,0.922,83.9,28.9,4.9,2025-12-14,ROUTINE
IN-C04425-SS,substation,Arel,Himachal Pradesh,NR,32.48385,76.17192,132,25,31,56.2,0.979,32.2,,CLOSED,50/51 Overcurrent,0.94,68.4,61.3,0.6,2025-07-06,MEDIUM
IN-C04426-SS,substation,Aren Dogri,Himachal Pradesh,NR,31.58479,78.38439,132,25,28,55.5,0.997,28.6,,CLOSED,50/51 Overcurrent,0.918,69.0,11.9,5.1,2025-08-04,MEDIUM
IN-C04427-SS,substation,Arghāūn,Himachal Pradesh,NR,31.03101,77.15621,132,25,17,40.7,1.011,29.3,,CLOSED,50/51 Overcurrent,0.964,84.5,11.4,13.4,2025-04-19,ROUTINE
IN-C04428-SS,substation,Arhu,Himachal Pradesh,NR,32.58501,76.05131,132,25,22,61.0,1.01,29.4,,CLOSED,50/51 Overcurrent,0.929,76.3,50.9,3.8,2025-05-01,MEDIUM
IN-C04429-SS,substation,Aria,Himachal Pradesh,NR,30.96451,76.98563,132,25,32,35.9,1.038,30.5,,CLOSED,50/51 Overcurrent,0.936,54.5,13.8,4.7,2024-12-28,HIGH
IN-C04430-SS,substation,Arich,Himachal Pradesh,NR,32.99609,76.42539,132,25,31,34.0,1.032,30.7,,CLOSED,50/51 Overcurrent,0.94,61.5,69.2,0.7,2025-12-17,MEDIUM
IN-C04431-SS,substation,Arjan Lāhr,Himachal Pradesh,NR,31.88069,76.3018,132,25,20,38.0,1.001,31.3,,CLOSED,50/51 Overcurrent,0.91,68.1,37.0,0.9,2025-07-19,MEDIUM
IN-C04432-SS,substation,Arjan Naga,Himachal Pradesh,NR,31.87745,76.31781,132,25,3,60.1,1.009,30.7,,CLOSED,50/51 Overcurrent,0.937,94.7,14.8,4.9,2025-01-06,ROUTINE
IN-C04433-SS,substation,Arji,Himachal Pradesh,NR,30.64985,77.31953,132,25,15,39.7,1.003,28.7,,CLOSED,50/51 Overcurrent,0.96,85.4,22.5,2.4,2026-01-17,ROUTINE
IN-C04434-SS,substation,Arjot,Himachal Pradesh,NR,31.33646,77.15415,132,25,19,34.5,0.998,33.0,,CLOSED,50/51 Overcurrent,0.974,81.3,44.2,3.8,2025-02-09,ROUTINE
IN-C04435-SS,substation,Arkog,Himachal Pradesh,NR,32.74385,76.1066,132,25,4,52.6,1.018,29.8,,CLOSED,50/51 Overcurrent,0.948,87.7,48.7,0.8,2025-03-12,ROUTINE
IN-C04436-SS,substation,Arla,Himachal Pradesh,NR,32.32601,76.04622,132,25,1,51.7,0.994,29.0,,CLOSED,50/51 Overcurrent,0.968,99.0,12.1,2.2,2024-12-14,ROUTINE
IN-C04437-SS,substation,Arla Khās,Himachal Pradesh,NR,32.07606,76.49752,132,25,15,47.2,0.97,32.4,,CLOSED,50/51 Overcurrent,0.939,86.0,64.9,5.3,2025-06-14,ROUTINE
IN-C04438-SS,substation,Arlot,Himachal Pradesh,NR,31.18389,77.04167,132,25,26,43.7,1.022,32.2,,CLOSED,50/51 Overcurrent,0.914,70.1,23.7,5.4,2025-08-11,MEDIUM
IN-C04439-SS,substation,Arlu,Himachal Pradesh,NR,30.70628,77.39013,132,25,9,34.5,0.981,29.4,,CLOSED,50/51 Overcurrent,0.967,87.0,20.2,2.9,2026-06-22,ROUTINE
IN-C04440-SS,substation,Arnbel,Himachal Pradesh,NR,31.77953,76.14687,132,25,3,37.9,1.023,28.8,,CLOSED,50/51 Overcurrent,0.942,99.0,39.5,11.5,2026-05-18,ROUTINE
IN-C04441-SS,substation,Arni,Himachal Pradesh,NR,30.83084,77.05281,132,25,6,55.8,0.981,33.3,,CLOSED,50/51 Overcurrent,0.984,99.0,23.0,2.0,2026-03-12,ROUTINE
IN-C04442-SS,substation,Arnodi,Himachal Pradesh,NR,31.7693,76.86586,132,25,4,62.8,1.014,28.3,,CLOSED,50/51 Overcurrent,0.96,95.9,19.6,4.2,2026-08-16,ROUTINE
IN-C04443-SS,substation,Arnot,Himachal Pradesh,NR,30.8586,77.70508,132,25,16,33.9,1.017,32.8,,CLOSED,50/51 Overcurrent,0.966,82.5,20.8,19.9,2025-10-16,ROUTINE
IN-C04444-SS,substation,Arodba,Himachal Pradesh,NR,32.37636,76.15658,132,25,12,59.5,0.992,32.3,,CLOSED,50/51 Overcurrent,0.963,95.2,15.8,2.2,2024-09-22,ROUTINE
IN-C04445-SS,substation,Arog,Himachal Pradesh,NR,31.10558,77.29005,132,25,17,47.7,1.029,30.6,,CLOSED,50/51 Overcurrent,0.94,86.6,46.4,2.3,2025-03-06,ROUTINE
IN-C04446-SS,substation,Arohi,Himachal Pradesh,NR,31.84193,76.86449,132,25,1,61.6,1.011,30.5,,CLOSED,50/51 Overcurrent,0.938,97.1,28.3,5.2,2024-10-26,ROUTINE
IN-C04447-SS,substation,Arrara,Himachal Pradesh,NR,31.70866,76.95787,132,25,9,63.1,1.024,28.8,,CLOSED,50/51 Overcurrent,0.976,79.0,20.5,7.3,2024-11-02,ROUTINE
IN-C04448-SS,substation,Arroh,Himachal Pradesh,NR,31.75352,76.15996,132,25,22,52.0,1.039,29.1,,CLOSED,50/51 Overcurrent,0.985,70.3,15.9,4.0,2026-05-20,MEDIUM
IN-C04449-SS,substation,Arshāla,Himachal Pradesh,NR,31.02379,77.46368,132,25,20,35.9,1.006,32.0,,CLOSED,50/51 Overcurrent,0.985,77.1,25.1,2.1,2024-12-08,MEDIUM
IN-C04450-SS,substation,Arta,Himachal Pradesh,NR,30.71173,77.28423,132,25,21,52.2,1.015,33.9,,CLOSED,50/51 Overcurrent,0.933,84.5,30.6,2.2,2026-01-19,ROUTINE
IN-C04451-SS,substation,Artha,Himachal Pradesh,NR,31.40609,77.39964,132,25,31,58.4,1.024,28.3,,CLOSED,50/51 Overcurrent,0.927,63.7,17.0,1.9,2026-01-25,MEDIUM
IN-C04452-SS,substation,Arthi,Himachal Pradesh,NR,31.78929,76.85444,132,25,23,39.0,1.008,32.1,,CLOSED,50/51 Overcurrent,0.955,70.5,34.3,4.6,2026-06-24,MEDIUM
IN-C04453-SS,substation,Arupher,Himachal Pradesh,NR,32.40548,76.06341,132,25,11,45.5,1.033,31.2,,CLOSED,50/51 Overcurrent,0.947,93.0,25.3,4.6,2025-04-14,ROUTINE
IN-C04454-SS,substation,Aryog,Himachal Pradesh,NR,30.73438,77.24082,132,25,30,56.2,0.979,30.4,,CLOSED,50/51 Overcurrent,0.934,61.2,27.5,7.5,2025-03-04,MEDIUM
IN-C04455-SS,substation,Arār,Himachal Pradesh,NR,32.49043,76.29268,132,25,3,55.9,0.971,30.1,,CLOSED,50/51 Overcurrent,0.919,95.6,19.5,2.1,2024-10-01,ROUTINE
IN-C04456-SS,substation,Asai,Himachal Pradesh,NR,32.71605,76.10085,132,25,37,31.4,1.038,26.8,,CLOSED,50/51 Overcurrent,0.977,58.7,28.2,1.3,2025-09-23,HIGH
IN-C04457-SS,substation,Asama Manjāri,Himachal Pradesh,NR,31.29101,76.83023,132,25,20,60.3,0.993,33.1,,CLOSED,50/51 Overcurrent,0.94,67.5,22.8,10.3,2025-10-06,MEDIUM
IN-C04458-SS,substation,Ashni,Himachal Pradesh,NR,30.94434,77.14765,132,25,20,40.8,0.996,31.2,,CLOSED,50/51 Overcurrent,0.964,75.1,81.9,11.7,2024-09-23,MEDIUM
IN-C04459-SS,substation,Ashnāla,Himachal Pradesh,NR,30.789,77.04718,132,25,21,41.5,1.013,28.7,,CLOSED,50/51 Overcurrent,0.929,75.8,28.9,6.9,2025-02-15,MEDIUM
IN-C04460-SS,substation,Ashola,Himachal Pradesh,NR,30.74113,77.50485,132,25,19,36.3,0.98,30.8,,CLOSED,50/51 Overcurrent,0.954,82.0,20.7,2.5,2024-11-26,ROUTINE
IN-C04461-SS,substation,Ashong Dogri,Himachal Pradesh,NR,31.66669,78.33122,132,25,32,51.6,1.018,32.0,,CLOSED,50/51 Overcurrent,0.915,58.8,19.5,2.2,2024-11-09,HIGH
IN-C04462-SS,substation,Ashyāri,Himachal Pradesh,NR,30.64913,77.66463,132,25,28,45.9,0.989,33.7,,CLOSED,50/51 Overcurrent,0.918,59.7,14.6,3.3,2026-03-21,HIGH
IN-C04463-SS,substation,Askānam Dogri,Himachal Pradesh,NR,31.59924,78.37271,132,25,37,38.1,0.976,33.3,,CLOSED,50/51 Overcurrent,0.974,55.4,40.7,2.4,2026-06-13,HIGH
IN-C04464-SS,substation,Aslu,Himachal Pradesh,NR,31.28834,76.92524,132,25,37,44.4,0.962,29.8,,CLOSED,50/51 Overcurrent,0.95,55.4,23.8,2.7,2026-05-30,HIGH
IN-C04465-SS,substation,Asnalu,Himachal Pradesh,NR,32.75138,76.21604,132,25,14,56.6,1.014,31.6,,CLOSED,50/51 Overcurrent,0.94,83.5,27.0,17.9,2025-05-05,ROUTINE
IN-C04466-SS,substation,Asni,Himachal Pradesh,NR,31.31811,77.1681,132,25,23,36.3,0.998,32.0,,CLOSED,50/51 Overcurrent,0.951,82.1,19.1,2.7,2026-05-02,ROUTINE
IN-C04467-SS,substation,Asno Kanda,Himachal Pradesh,NR,31.56124,78.43835,132,25,22,46.4,0.98,32.4,,CLOSED,50/51 Overcurrent,0.933,73.4,26.5,1.3,2024-10-08,MEDIUM
IN-C04468-SS,substation,Asnālu,Himachal Pradesh,NR,32.76707,76.17728,132,25,33,33.5,0.978,26.5,,CLOSED,50/51 Overcurrent,0.956,56.9,10.3,1.3,2026-04-11,HIGH
IN-C04469-SS,substation,Aspālti,Himachal Pradesh,NR,30.74792,77.57592,132,25,31,38.4,0.987,32.2,,CLOSED,50/51 Overcurrent,0.983,74.1,103.5,3.7,2025-09-25,MEDIUM
IN-C04470-SS,substation,Aspāno Dogri,Himachal Pradesh,NR,31.56542,78.31534,132,25,14,31.8,1.039,30.1,,CLOSED,50/51 Overcurrent,0.95,82.4,6.6,1.3,2025-02-26,ROUTINE
IN-C04471-SS,substation,Astāndli,Himachal Pradesh,NR,31.20009,77.78626,132,25,7,60.4,0.972,32.5,,CLOSED,50/51 Overcurrent,0.947,93.4,10.5,5.0,2026-07-13,ROUTINE
IN-C04472-SS,substation,Astāri,Himachal Pradesh,NR,31.20024,77.61746,132,25,17,30.8,1.006,30.2,,CLOSED,50/51 Overcurrent,0.917,79.6,20.2,10.6,2026-07-13,ROUTINE
IN-C04473-SS,substation,Asūnd,Himachal Pradesh,NR,32.67591,76.12025,132,25,30,35.7,0.979,28.6,,CLOSED,50/51 Overcurrent,0.917,65.9,5.0,6.3,2024-12-23,MEDIUM
IN-C04474-SS,substation,Aterna,Himachal Pradesh,NR,32.68122,76.02472,132,25,21,63.0,0.992,27.3,,CLOSED,50/51 Overcurrent,0.97,84.5,48.6,6.1,2024-10-22,ROUTINE
IN-C04475-SS,substation,Ather,Himachal Pradesh,NR,32.53881,76.11942,132,25,9,41.8,1.026,29.6,,CLOSED,50/51 Overcurrent,0.914,99.0,46.3,4.3,2026-03-28,ROUTINE
IN-C04476-SS,substation,Athlog,Himachal Pradesh,NR,32.74948,76.24651,132,25,6,43.2,0.989,29.6,,CLOSED,50/51 Overcurrent,0.975,99.0,35.1,18.7,2025-07-08,ROUTINE
IN-C04477-SS,substation,Atrori,Himachal Pradesh,NR,32.4158,76.37309,132,25,32,31.9,1.007,32.6,,CLOSED,50/51 Overcurrent,0.942,71.7,33.4,3.4,2026-01-22,MEDIUM
IN-C04478-SS,substation,Atrāla,Himachal Pradesh,NR,32.47777,76.20449,132,25,4,39.8,0.972,30.6,,CLOSED,50/51 Overcurrent,0.918,98.3,25.1,3.9,2024-10-26,ROUTINE
IN-C04479-SS,substation,Atwāli,Himachal Pradesh,NR,32.42599,76.03931,132,25,20,64.1,0.991,27.2,,CLOSED,50/51 Overcurrent,0.959,68.5,9.8,2.4,2025-04-16,MEDIUM
IN-C04480-SS,substation,Aud,Himachal Pradesh,NR,31.13248,77.32667,132,25,38,52.3,0.99,30.3,,CLOSED,50/51 Overcurrent,0.985,62.6,10.3,10.7,2026-08-17,MEDIUM
IN-C04481-SS,substation,Augiyāla,Himachal Pradesh,NR,30.50104,77.60128,132,25,6,34.7,0.979,33.5,,CLOSED,50/51 Overcurrent,0.917,95.9,34.2,2.3,2024-09-29,ROUTINE
IN-C04482-SS,substation,Aukal,Himachal Pradesh,NR,31.45071,77.03862,132,25,3,63.9,1.022,28.2,,CLOSED,50/51 Overcurrent,0.91,97.4,69.4,2.2,2025-07-19,ROUTINE
IN-C04483-SS,substation,Auli,Himachal Pradesh,NR,31.42394,77.01271,132,25,6,60.4,1.026,32.1,,CLOSED,50/51 Overcurrent,0.95,96.7,25.5,5.0,2025-10-18,ROUTINE
IN-C04130-TR01,transformer,Shimla,Himachal Pradesh,NR,31.07569,77.1188,33,200,7,39.5,1.025,32.7,BANK-SHIMLA,CLOSED,87T Differential,0.929,91.1,48.1,6.4,2026-01-19,ROUTINE
IN-C04130-FD011,feeder,Shimla,Himachal Pradesh,NR,31.06457,77.09631,33,100,10,46.5,1.013,30.9,,CLOSED,50/51 Overcurrent,0.918,82.7,36.0,3.7,2024-12-01,ROUTINE
IN-C04130-GEN01,generator,Shimla,Himachal Pradesh,NR,31.15857,77.05318,220,200,14,60.9,1.035,29.6,,CLOSED,50/51 Overcurrent,0.956,88.7,18.5,6.5,2025-04-09,ROUTINE
IN-C04131-GEN02,generator,Solan,Himachal Pradesh,NR,30.92843,77.20976,220,200,34,46.2,1.008,29.6,,CLOSED,50/51 Overcurrent,0.98,58.1,25.5,2.0,2026-01-16,HIGH
IN-C04132-GEN03,generator,Kālka,Himachal Pradesh,NR,30.88974,76.91501,220,200,19,33.2,1.025,30.7,,CLOSED,50/51 Overcurrent,0.955,68.5,39.0,2.2,2024-12-30,MEDIUM
